Model,Dataset,x,y,modality,category
CLIP_RN50,flickr30k,8.85,11.74,image,ski
CLIP_RN50,flickr30k,11.95,14.43,image,ski
CLIP_RN50,flickr30k,13.38,17.86,image,ski
CLIP_RN50,flickr30k,9.92,11.68,image,ski
CLIP_RN50,flickr30k,11.73,15.62,image,ski
CLIP_RN50,flickr30k,10.22,15.62,image,ski
CLIP_RN50,flickr30k,11.07,10.96,image,ski
CLIP_RN50,flickr30k,10.80,15.38,image,ski
CLIP_RN50,flickr30k,13.34,12.11,image,ski
CLIP_RN50,flickr30k,10.54,13.65,image,ski
CLIP_RN50,flickr30k,11.79,13.30,image,ski
CLIP_RN50,flickr30k,11.87,17.03,image,ski
CLIP_RN50,flickr30k,13.79,14.68,image,ski
CLIP_RN50,flickr30k,8.63,13.31,image,ski
CLIP_RN50,flickr30k,10.47,13.95,image,ski
CLIP_RN50,flickr30k,10.51,14.58,image,ski
CLIP_RN50,flickr30k,12.86,16.56,image,ski
CLIP_RN50,flickr30k,9.23,15.28,image,ski
CLIP_RN50,flickr30k,12.15,16.58,image,ski
CLIP_RN50,flickr30k,13.59,16.88,image,ski
CLIP_RN50,flickr30k,13.25,15.78,image,ski
CLIP_RN50,flickr30k,10.94,14.01,image,ski
CLIP_RN50,flickr30k,11.77,16.17,image,ski
CLIP_RN50,flickr30k,8.77,12.93,image,ski
CLIP_RN50,flickr30k,8.98,14.13,image,ski
CLIP_RN50,flickr30k,9.87,14.46,image,ski
CLIP_RN50,flickr30k,14.02,13.36,image,ski
CLIP_RN50,flickr30k,11.19,13.47,image,ski
CLIP_RN50,flickr30k,14.38,16.10,image,ski
CLIP_RN50,flickr30k,9.21,16.11,image,ski
CLIP_RN50,flickr30k,9.84,12.63,image,ski
CLIP_RN50,flickr30k,11.78,14.14,image,ski
CLIP_RN50,flickr30k,10.97,14.16,image,ski
CLIP_RN50,flickr30k,11.46,11.94,image,ski
CLIP_RN50,flickr30k,9.05,16.24,image,ski
CLIP_RN50,flickr30k,12.74,13.59,image,ski
CLIP_RN50,flickr30k,8.55,12.69,image,ski
CLIP_RN50,flickr30k,13.14,15.57,image,ski
CLIP_RN50,flickr30k,12.65,11.30,image,ski
CLIP_RN50,flickr30k,10.96,12.75,image,ski
CLIP_RN50,flickr30k,10.56,16.83,image,ski
CLIP_RN50,flickr30k,11.72,12.91,image,ski
CLIP_RN50,flickr30k,11.90,15.44,image,ski
CLIP_RN50,flickr30k,10.25,12.92,image,ski
CLIP_RN50,flickr30k,9.77,13.44,image,ski
CLIP_RN50,flickr30k,12.40,16.29,image,ski
CLIP_RN50,flickr30k,13.51,12.61,image,ski
CLIP_RN50,flickr30k,11.45,15.29,image,ski
CLIP_RN50,flickr30k,9.93,11.06,image,ski
CLIP_RN50,flickr30k,10.57,12.03,image,ski
CLIP_RN50,flickr30k,3.65,23.16,image,volleyball
CLIP_RN50,flickr30k,3.87,30.32,image,volleyball
CLIP_RN50,flickr30k,5.72,30.20,image,volleyball
CLIP_RN50,flickr30k,3.48,26.93,image,volleyball
CLIP_RN50,flickr30k,1.92,25.52,image,volleyball
CLIP_RN50,flickr30k,3.45,26.12,image,volleyball
CLIP_RN50,flickr30k,4.13,30.28,image,volleyball
CLIP_RN50,flickr30k,5.32,30.03,image,volleyball
CLIP_RN50,flickr30k,3.20,30.38,image,volleyball
CLIP_RN50,flickr30k,6.61,30.67,image,volleyball
CLIP_RN50,flickr30k,2.50,26.41,image,volleyball
CLIP_RN50,flickr30k,4.80,31.12,image,volleyball
CLIP_RN50,flickr30k,-1.77,20.86,image,volleyball
CLIP_RN50,flickr30k,-0.04,22.13,image,volleyball
CLIP_RN50,flickr30k,3.11,31.28,image,volleyball
CLIP_RN50,flickr30k,5.52,27.39,image,volleyball
CLIP_RN50,flickr30k,4.82,26.37,image,volleyball
CLIP_RN50,flickr30k,4.37,31.63,image,volleyball
CLIP_RN50,flickr30k,6.43,30.78,image,volleyball
CLIP_RN50,flickr30k,3.78,27.98,image,volleyball
CLIP_RN50,flickr30k,3.85,22.93,image,volleyball
CLIP_RN50,flickr30k,4.24,28.38,image,volleyball
CLIP_RN50,flickr30k,3.47,31.64,image,volleyball
CLIP_RN50,flickr30k,2.83,23.97,image,volleyball
CLIP_RN50,flickr30k,4.56,27.20,image,volleyball
CLIP_RN50,flickr30k,3.58,26.79,image,volleyball
CLIP_RN50,flickr30k,5.48,31.52,image,volleyball
CLIP_RN50,flickr30k,0.60,22.87,image,volleyball
CLIP_RN50,flickr30k,4.01,26.41,image,volleyball
CLIP_RN50,flickr30k,2.15,26.71,image,volleyball
CLIP_RN50,flickr30k,4.49,27.69,image,volleyball
CLIP_RN50,flickr30k,5.42,27.43,image,volleyball
CLIP_RN50,flickr30k,4.36,26.82,image,volleyball
CLIP_RN50,flickr30k,0.69,16.99,image,volleyball
CLIP_RN50,flickr30k,1.26,23.42,image,volleyball
CLIP_RN50,flickr30k,3.40,29.94,image,volleyball
CLIP_RN50,flickr30k,2.74,27.78,image,volleyball
CLIP_RN50,flickr30k,5.00,26.14,image,volleyball
CLIP_RN50,flickr30k,5.47,25.90,image,volleyball
CLIP_RN50,flickr30k,3.08,24.61,image,volleyball
CLIP_RN50,flickr30k,-0.11,25.60,image,volleyball
CLIP_RN50,flickr30k,1.36,26.76,image,volleyball
CLIP_RN50,flickr30k,2.59,23.05,image,volleyball
CLIP_RN50,flickr30k,5.62,28.64,image,volleyball
CLIP_RN50,flickr30k,2.94,29.97,image,volleyball
CLIP_RN50,flickr30k,3.50,31.27,image,volleyball
CLIP_RN50,flickr30k,4.78,30.31,image,volleyball
CLIP_RN50,flickr30k,-1.18,22.89,image,volleyball
CLIP_RN50,flickr30k,5.37,31.43,image,volleyball
CLIP_RN50,flickr30k,1.98,25.46,image,volleyball
CLIP_RN50,flickr30k,-7.94,11.99,image,umbrella
CLIP_RN50,flickr30k,-5.00,9.31,image,umbrella
CLIP_RN50,flickr30k,-7.19,8.78,image,umbrella
CLIP_RN50,flickr30k,-5.37,9.76,image,umbrella
CLIP_RN50,flickr30k,-7.72,13.70,image,umbrella
CLIP_RN50,flickr30k,-9.88,8.89,image,umbrella
CLIP_RN50,flickr30k,-8.03,10.91,image,umbrella
CLIP_RN50,flickr30k,-6.21,10.99,image,umbrella
