Model,Dataset,x,y,modality,category
CLIP_RN50,flickr30k,-5.15,-18.80,image,umbrella
CLIP_RN50,flickr30k,-5.47,-18.71,image,umbrella
CLIP_RN50,flickr30k,-9.70,-18.70,image,umbrella
CLIP_RN50,flickr30k,-4.94,-17.41,image,umbrella
CLIP_RN50,flickr30k,-6.27,-21.32,image,umbrella
CLIP_RN50,flickr30k,-7.62,-16.74,image,umbrella
CLIP_RN50,flickr30k,-4.91,-18.35,image,umbrella
CLIP_RN50,flickr30k,-4.85,-15.73,image,umbrella
CLIP_RN50,flickr30k,-4.00,-18.18,image,umbrella
CLIP_RN50,flickr30k,-4.95,-20.14,image,umbrella
CLIP_RN50,flickr30k,-3.65,-19.71,image,umbrella
CLIP_RN50,flickr30k,-3.28,-20.53,image,umbrella
CLIP_RN50,flickr30k,-4.40,-19.06,image,umbrella
CLIP_RN50,flickr30k,-7.67,-21.16,image,umbrella
CLIP_RN50,flickr30k,-8.99,-18.77,image,umbrella
CLIP_RN50,flickr30k,-5.78,-20.07,image,umbrella
CLIP_RN50,flickr30k,-4.64,-20.43,image,umbrella
CLIP_RN50,flickr30k,-3.47,-18.83,image,umbrella
CLIP_RN50,flickr30k,-6.73,-22.73,image,umbrella
CLIP_RN50,flickr30k,-7.28,-17.36,image,umbrella
CLIP_RN50,flickr30k,-6.34,-20.63,image,umbrella
CLIP_RN50,flickr30k,-5.78,-22.39,image,umbrella
CLIP_RN50,flickr30k,-3.96,-17.28,image,umbrella
CLIP_RN50,flickr30k,-6.72,-19.51,image,umbrella
CLIP_RN50,flickr30k,-9.16,-18.72,image,umbrella
CLIP_RN50,flickr30k,-7.00,-18.46,image,umbrella
CLIP_RN50,flickr30k,-7.14,-17.47,image,umbrella
CLIP_RN50,flickr30k,-4.63,-20.03,image,umbrella
CLIP_RN50,flickr30k,-6.00,-22.59,image,umbrella
CLIP_RN50,flickr30k,-7.53,-16.49,image,umbrella
CLIP_RN50,flickr30k,-5.12,-20.15,image,umbrella
CLIP_RN50,flickr30k,-4.95,-22.76,image,umbrella
CLIP_RN50,flickr30k,-7.56,-19.52,image,umbrella
CLIP_RN50,flickr30k,-4.03,-20.30,image,umbrella
