Model,Dataset,x,y,modality,category
ALIGN,mscoco,-25.81,4.51,image,broccoli
ALIGN,mscoco,-26.71,3.07,image,broccoli
ALIGN,mscoco,-26.46,0.89,image,broccoli
ALIGN,mscoco,-26.09,2.62,image,broccoli
ALIGN,mscoco,-30.88,1.64,image,broccoli
ALIGN,mscoco,-27.97,-0.12,image,broccoli
ALIGN,mscoco,-23.54,8.67,image,broccoli
ALIGN,mscoco,-28.88,2.25,image,broccoli
ALIGN,mscoco,-26.54,5.79,image,broccoli
ALIGN,mscoco,-27.35,-0.36,image,broccoli
ALIGN,mscoco,-26.87,-1.87,image,broccoli
ALIGN,mscoco,-28.66,4.21,image,broccoli
ALIGN,mscoco,-23.81,8.69,image,broccoli
ALIGN,mscoco,-30.41,2.24,image,broccoli
ALIGN,mscoco,-30.30,-0.06,image,broccoli
ALIGN,mscoco,-25.11,3.75,image,broccoli
ALIGN,mscoco,-24.12,8.71,image,broccoli
ALIGN,mscoco,-26.54,3.81,image,broccoli
ALIGN,mscoco,-29.27,5.47,image,broccoli
ALIGN,mscoco,-30.30,-0.75,image,broccoli
ALIGN,mscoco,-28.96,-0.19,image,broccoli
ALIGN,mscoco,-31.09,1.63,image,broccoli
ALIGN,mscoco,-24.53,1.38,image,broccoli
ALIGN,mscoco,-28.17,3.33,image,broccoli
ALIGN,mscoco,-31.00,3.00,image,broccoli
ALIGN,mscoco,-30.18,2.24,image,broccoli
ALIGN,mscoco,-24.52,8.42,image,broccoli
ALIGN,mscoco,-28.46,3.55,image,broccoli
ALIGN,mscoco,-27.50,3.16,image,broccoli
ALIGN,mscoco,-25.43,5.09,image,broccoli
ALIGN,mscoco,-29.52,1.16,image,broccoli
ALIGN,mscoco,-29.73,0.10,image,broccoli
ALIGN,mscoco,-27.42,5.06,image,broccoli
ALIGN,mscoco,-29.85,2.38,image,broccoli
ALIGN,mscoco,-26.47,4.39,image,broccoli
ALIGN,mscoco,-24.33,0.73,image,broccoli
ALIGN,mscoco,-28.33,1.34,image,broccoli
ALIGN,mscoco,-27.79,4.49,image,broccoli
ALIGN,mscoco,-23.90,3.97,image,broccoli
ALIGN,mscoco,-28.92,-1.74,image,broccoli
ALIGN,mscoco,-27.70,2.51,image,broccoli
ALIGN,mscoco,-24.27,0.57,image,broccoli
ALIGN,mscoco,-28.73,2.14,image,broccoli
ALIGN,mscoco,-27.31,1.73,image,broccoli
ALIGN,mscoco,-29.02,-1.79,image,broccoli
