Model,Dataset,x,y,modality,category
ALIGN,mscoco,-7.62,-18.03,image,wash-hand basin
ALIGN,mscoco,-11.36,-17.49,image,wash-hand basin
ALIGN,mscoco,-5.14,-19.65,image,wash-hand basin
ALIGN,mscoco,-6.23,-19.27,image,wash-hand basin
ALIGN,mscoco,-8.36,-18.57,image,wash-hand basin
ALIGN,mscoco,-1.87,-11.83,image,wash-hand basin
ALIGN,mscoco,-9.72,-21.62,image,wash-hand basin
ALIGN,mscoco,-5.99,-22.06,image,wash-hand basin
ALIGN,mscoco,-6.50,-21.03,image,wash-hand basin
ALIGN,mscoco,-11.33,-16.12,image,wash-hand basin
ALIGN,mscoco,-10.60,-18.34,image,wash-hand basin
ALIGN,mscoco,-5.30,-17.49,image,wash-hand basin
ALIGN,mscoco,-6.32,-15.72,image,wash-hand basin
ALIGN,mscoco,-6.71,-19.70,image,wash-hand basin
ALIGN,mscoco,-5.15,-22.08,image,wash-hand basin
ALIGN,mscoco,-4.43,-17.53,image,wash-hand basin
ALIGN,mscoco,-9.39,-20.05,image,wash-hand basin
ALIGN,mscoco,-4.66,-17.88,image,wash-hand basin
ALIGN,mscoco,-1.94,-12.20,image,wash-hand basin
ALIGN,mscoco,-7.95,-20.31,image,wash-hand basin
ALIGN,mscoco,-8.69,-18.17,image,wash-hand basin
ALIGN,mscoco,-7.72,-21.93,image,wash-hand basin
ALIGN,mscoco,-8.34,-19.01,image,wash-hand basin
ALIGN,mscoco,-8.02,-23.22,image,wash-hand basin
ALIGN,mscoco,-10.15,-16.73,image,wash-hand basin
ALIGN,mscoco,-1.93,-12.16,image,wash-hand basin
ALIGN,mscoco,-7.32,-17.54,image,wash-hand basin
ALIGN,mscoco,-8.02,-20.95,image,wash-hand basin
ALIGN,mscoco,-6.87,-23.39,image,wash-hand basin
ALIGN,mscoco,-9.92,-21.99,image,wash-hand basin
ALIGN,mscoco,-5.84,-19.08,image,wash-hand basin
ALIGN,mscoco,-9.02,-20.60,image,wash-hand basin
ALIGN,mscoco,-6.33,-15.59,image,wash-hand basin
ALIGN,mscoco,-6.65,-22.02,image,wash-hand basin
ALIGN,mscoco,-8.87,-19.52,image,wash-hand basin
ALIGN,mscoco,-4.22,-17.62,image,wash-hand basin
ALIGN,mscoco,-10.93,-20.47,image,wash-hand basin
ALIGN,mscoco,-11.42,-17.97,image,wash-hand basin
ALIGN,mscoco,-11.60,-19.82,image,wash-hand basin
ALIGN,mscoco,-9.65,-21.75,image,wash-hand basin
ALIGN,mscoco,-7.44,-20.69,image,wash-hand basin
ALIGN,mscoco,-7.45,-21.44,image,wash-hand basin
ALIGN,mscoco,-6.36,-18.64,image,wash-hand basin
ALIGN,mscoco,-6.85,-22.16,image,wash-hand basin
ALIGN,mscoco,-8.89,-22.86,image,wash-hand basin
ALIGN,mscoco,-8.68,-14.06,image,wash-hand basin
ALIGN,mscoco,-8.62,-21.97,image,wash-hand basin
ALIGN,mscoco,-1.91,-12.14,image,wash-hand basin
ALIGN,mscoco,-10.08,-18.07,image,wash-hand basin
ALIGN,mscoco,-12.64,-18.22,image,wash-hand basin
ALIGN,mscoco,33.26,-15.52,image,Elephas maximus
ALIGN,mscoco,30.40,-15.37,image,Elephas maximus
ALIGN,mscoco,26.74,-12.97,image,Elephas maximus
ALIGN,mscoco,28.77,-15.87,image,Elephas maximus
ALIGN,mscoco,31.20,-15.28,image,Elephas maximus
ALIGN,mscoco,27.91,-12.27,image,Elephas maximus
