Model,Dataset,x,y,modality,category
ALIGN,mscoco,13.59,-19.72,image,school bus
ALIGN,mscoco,13.86,-18.03,image,school bus
ALIGN,mscoco,12.50,-15.82,image,school bus
ALIGN,mscoco,13.11,-17.04,image,school bus
ALIGN,mscoco,11.12,-20.86,image,school bus
ALIGN,mscoco,14.21,-15.37,image,school bus
ALIGN,mscoco,9.50,-22.28,image,school bus
ALIGN,mscoco,13.28,-20.29,image,school bus
ALIGN,mscoco,11.46,-21.34,image,school bus
ALIGN,mscoco,13.47,-22.53,image,school bus
ALIGN,mscoco,11.47,-19.26,image,school bus
ALIGN,mscoco,13.30,-18.89,image,school bus
ALIGN,mscoco,13.19,-21.30,image,school bus
ALIGN,mscoco,7.95,-21.67,image,school bus
ALIGN,mscoco,10.68,-23.07,image,school bus
ALIGN,mscoco,9.31,-20.51,image,school bus
ALIGN,mscoco,7.32,-18.31,image,school bus
ALIGN,mscoco,14.59,-17.69,image,school bus
ALIGN,mscoco,7.40,-21.94,image,school bus
ALIGN,mscoco,12.01,-22.01,image,school bus
ALIGN,mscoco,10.98,-20.00,image,school bus
ALIGN,mscoco,10.98,-19.62,image,school bus
ALIGN,mscoco,12.32,-18.90,image,school bus
ALIGN,mscoco,11.42,-19.00,image,school bus
ALIGN,mscoco,8.66,-19.53,image,school bus
ALIGN,mscoco,14.44,-21.42,image,school bus
ALIGN,mscoco,10.26,-21.03,image,school bus
ALIGN,mscoco,12.65,-21.13,image,school bus
ALIGN,mscoco,11.99,-18.46,image,school bus
ALIGN,mscoco,10.68,-21.78,image,school bus
ALIGN,mscoco,11.01,-18.25,image,school bus
ALIGN,mscoco,12.17,-23.47,image,school bus
ALIGN,mscoco,12.05,-20.25,image,school bus
ALIGN,mscoco,12.48,-17.99,image,school bus
ALIGN,mscoco,14.28,-14.75,image,school bus
ALIGN,mscoco,8.40,-18.90,image,school bus
ALIGN,mscoco,10.56,-16.13,image,school bus
ALIGN,mscoco,10.25,-17.82,image,school bus
ALIGN,mscoco,11.66,-20.15,image,school bus
ALIGN,mscoco,10.06,-19.19,image,school bus
ALIGN,mscoco,12.65,-19.07,image,school bus
ALIGN,mscoco,11.74,-20.76,image,school bus
ALIGN,mscoco,10.19,-19.83,image,school bus
ALIGN,mscoco,14.55,-19.21,image,school bus
ALIGN,mscoco,12.32,-17.13,image,school bus
ALIGN,mscoco,11.02,-16.81,image,school bus
ALIGN,mscoco,12.77,-20.11,image,school bus
ALIGN,mscoco,15.95,-20.04,image,school bus
ALIGN,mscoco,8.07,-18.92,image,school bus
ALIGN,mscoco,10.03,-20.46,image,school bus
ALIGN,mscoco,16.04,-17.12,image,fire truck
ALIGN,mscoco,23.94,-5.57,image,fire truck
ALIGN,mscoco,22.24,-2.70,image,fire truck
ALIGN,mscoco,14.58,-10.68,image,fire truck
ALIGN,mscoco,14.76,-17.21,image,fire truck
ALIGN,mscoco,22.88,-2.22,image,fire truck
ALIGN,mscoco,25.52,-1.00,image,fire truck
ALIGN,mscoco,21.57,-3.88,image,fire truck
ALIGN,mscoco,24.14,-6.65,image,fire truck
ALIGN,mscoco,23.58,-3.50,image,fire truck
ALIGN,mscoco,24.70,-2.18,image,fire truck
ALIGN,mscoco,24.25,-4.82,image,fire truck
ALIGN,mscoco,21.48,-2.01,image,fire truck
ALIGN,mscoco,26.22,-1.98,image,fire truck
ALIGN,mscoco,24.26,-0.48,image,fire truck
ALIGN,mscoco,24.11,-0.34,image,fire truck
ALIGN,mscoco,26.94,-3.50,image,fire truck
ALIGN,mscoco,22.99,-5.49,image,fire truck
ALIGN,mscoco,23.59,-4.28,image,fire truck
ALIGN,mscoco,22.86,-1.76,image,fire truck
ALIGN,mscoco,25.02,-6.15,image,fire truck
ALIGN,mscoco,20.36,-0.12,image,fire truck
ALIGN,mscoco,26.81,-3.48,image,fire truck
ALIGN,mscoco,25.35,-4.51,image,fire truck
ALIGN,mscoco,24.60,-1.44,image,fire truck
ALIGN,mscoco,23.61,-5.70,image,fire truck
ALIGN,mscoco,25.51,-7.03,image,fire truck
ALIGN,mscoco,24.29,-3.06,image,fire truck
ALIGN,mscoco,23.51,0.66,image,fire truck
ALIGN,mscoco,20.25,-1.68,image,fire truck
ALIGN,mscoco,23.73,-3.39,image,fire truck
ALIGN,mscoco,13.53,28.03,image,fire truck
ALIGN,mscoco,25.66,-5.64,image,fire truck
ALIGN,mscoco,24.45,-3.17,image,fire truck
ALIGN,mscoco,22.90,-4.37,image,fire truck
ALIGN,mscoco,19.56,-6.26,image,fire truck
ALIGN,mscoco,20.75,-5.30,image,fire truck
ALIGN,mscoco,14.52,-10.75,image,fire truck
ALIGN,mscoco,25.40,-2.72,image,fire truck
ALIGN,mscoco,24.62,0.48,image,fire truck
ALIGN,mscoco,22.84,-4.65,image,fire truck
ALIGN,mscoco,25.24,-1.60,image,fire truck
ALIGN,mscoco,18.66,-6.59,image,fire truck
ALIGN,mscoco,20.36,-0.16,image,fire truck
ALIGN,mscoco,14.92,-10.02,image,fire truck
ALIGN,mscoco,22.29,-6.08,image,fire truck
ALIGN,mscoco,25.16,-4.54,image,fire truck
ALIGN,mscoco,24.80,-3.95,image,fire truck
ALIGN,mscoco,26.06,-4.54,image,fire truck
ALIGN,mscoco,24.27,-4.21,image,fire truck
ALIGN,mscoco,-14.14,13.89,image,suit of clothes
ALIGN,mscoco,-18.82,10.36,image,suit of clothes
ALIGN,mscoco,-17.05,5.13,image,suit of clothes
ALIGN,mscoco,-15.30,7.05,image,suit of clothes
ALIGN,mscoco,-19.28,14.37,image,suit of clothes
ALIGN,mscoco,-21.87,13.05,image,suit of clothes
ALIGN,mscoco,-15.87,12.87,image,suit of clothes
ALIGN,mscoco,-21.71,13.02,image,suit of clothes
ALIGN,mscoco,-14.09,13.97,image,suit of clothes
ALIGN,mscoco,-19.63,10.43,image,suit of clothes
ALIGN,mscoco,-17.64,13.97,image,suit of clothes
ALIGN,mscoco,-15.10,12.81,image,suit of clothes
ALIGN,mscoco,-20.88,10.62,image,suit of clothes
ALIGN,mscoco,-21.60,10.73,image,suit of clothes
ALIGN,mscoco,-17.44,2.45,image,suit of clothes
ALIGN,mscoco,-16.90,10.11,image,suit of clothes
ALIGN,mscoco,-19.54,12.44,image,suit of clothes
ALIGN,mscoco,-21.70,12.17,image,suit of clothes
ALIGN,mscoco,-19.18,8.32,image,suit of clothes
ALIGN,mscoco,-22.63,10.70,image,suit of clothes
ALIGN,mscoco,-20.62,10.23,image,suit of clothes
ALIGN,mscoco,-17.44,2.44,image,suit of clothes
ALIGN,mscoco,-17.37,8.28,image,suit of clothes
ALIGN,mscoco,-15.43,10.73,image,suit of clothes
ALIGN,mscoco,-18.29,10.68,image,suit of clothes
ALIGN,mscoco,-17.72,9.46,image,suit of clothes
ALIGN,mscoco,-15.38,12.33,image,suit of clothes
ALIGN,mscoco,-19.04,12.22,image,suit of clothes
ALIGN,mscoco,-19.17,8.99,image,suit of clothes
ALIGN,mscoco,-18.66,6.38,image,suit of clothes
ALIGN,mscoco,-15.36,9.30,image,suit of clothes
ALIGN,mscoco,-19.56,11.81,image,suit of clothes
ALIGN,mscoco,-20.50,12.62,image,suit of clothes
ALIGN,mscoco,-20.66,13.24,image,suit of clothes
ALIGN,mscoco,-18.48,6.15,image,suit of clothes
ALIGN,mscoco,-20.71,8.23,image,suit of clothes
ALIGN,mscoco,-19.55,11.66,image,suit of clothes
ALIGN,mscoco,-17.76,12.17,image,suit of clothes
ALIGN,mscoco,-17.10,10.10,image,suit of clothes
ALIGN,mscoco,-21.11,14.44,image,suit of clothes
ALIGN,mscoco,-15.78,11.09,image,suit of clothes
ALIGN,mscoco,-22.61,12.90,image,suit of clothes
ALIGN,mscoco,-18.38,10.85,image,suit of clothes
ALIGN,mscoco,-20.11,9.70,image,suit of clothes
ALIGN,mscoco,-18.01,12.87,image,suit of clothes
ALIGN,mscoco,-17.44,12.64,image,suit of clothes
ALIGN,mscoco,-16.09,10.21,image,suit of clothes
ALIGN,mscoco,-20.60,11.85,image,suit of clothes
ALIGN,mscoco,-12.72,11.70,image,suit of clothes
ALIGN,mscoco,-18.53,9.93,image,suit of clothes
ALIGN,mscoco,-27.35,-12.07,image,broccoli
ALIGN,mscoco,-30.34,-10.21,image,broccoli
ALIGN,mscoco,-24.02,-13.37,image,broccoli
ALIGN,mscoco,-26.17,-13.03,image,broccoli
ALIGN,mscoco,-24.65,-12.63,image,broccoli
ALIGN,mscoco,-27.25,-12.16,image,broccoli
ALIGN,mscoco,-24.73,-12.63,image,broccoli
ALIGN,mscoco,-25.93,-11.83,image,broccoli
ALIGN,mscoco,-25.98,-13.56,image,broccoli
ALIGN,mscoco,-30.28,-11.44,image,broccoli
ALIGN,mscoco,-29.04,-11.35,image,broccoli
ALIGN,mscoco,-27.77,-8.72,image,broccoli
ALIGN,mscoco,-28.96,-13.73,image,broccoli
ALIGN,mscoco,-28.73,-12.02,image,broccoli
ALIGN,mscoco,-28.14,-13.24,image,broccoli
ALIGN,mscoco,-28.19,-12.04,image,broccoli
ALIGN,mscoco,-28.53,-9.57,image,broccoli
ALIGN,mscoco,-23.01,-13.59,image,broccoli
ALIGN,mscoco,-22.65,-13.64,image,broccoli
ALIGN,mscoco,-30.03,-12.67,image,broccoli
ALIGN,mscoco,-27.59,-13.13,image,broccoli
ALIGN,mscoco,-28.77,-9.10,image,broccoli
ALIGN,mscoco,-27.25,-7.61,image,broccoli
ALIGN,mscoco,-29.41,-8.91,image,broccoli
ALIGN,mscoco,-23.67,-12.02,image,broccoli
ALIGN,mscoco,-27.50,-11.63,image,broccoli
ALIGN,mscoco,-26.97,-9.29,image,broccoli
ALIGN,mscoco,-27.48,-8.33,image,broccoli
ALIGN,mscoco,-27.19,-15.46,image,broccoli
ALIGN,mscoco,-24.61,-13.62,image,broccoli
ALIGN,mscoco,-25.33,-13.63,image,broccoli
ALIGN,mscoco,-26.57,-9.60,image,broccoli
ALIGN,mscoco,-25.21,-12.93,image,broccoli
ALIGN,mscoco,-21.31,-13.47,image,broccoli
ALIGN,mscoco,-28.21,-10.97,image,broccoli
ALIGN,mscoco,-25.86,-10.83,image,broccoli
ALIGN,mscoco,-28.64,-12.88,image,broccoli
ALIGN,mscoco,-23.97,-15.44,image,broccoli
ALIGN,mscoco,-21.55,-13.50,image,broccoli
ALIGN,mscoco,-23.27,-7.93,image,broccoli
ALIGN,mscoco,-28.95,-11.14,image,broccoli
ALIGN,mscoco,-23.91,-13.53,image,broccoli
ALIGN,mscoco,-25.40,-14.87,image,broccoli
ALIGN,mscoco,-27.44,-11.40,image,broccoli
ALIGN,mscoco,-25.93,-14.50,image,broccoli
ALIGN,mscoco,-26.86,-14.72,image,broccoli
ALIGN,mscoco,-31.26,-12.13,image,broccoli
ALIGN,mscoco,-30.91,-11.57,image,broccoli
ALIGN,mscoco,-29.49,-13.72,image,broccoli
ALIGN,mscoco,-27.62,-10.16,image,broccoli
ALIGN,mscoco,11.22,29.04,image,steam locomotive
ALIGN,mscoco,6.76,31.84,image,steam locomotive
ALIGN,mscoco,11.06,32.94,image,steam locomotive
ALIGN,mscoco,12.40,28.57,image,steam locomotive
ALIGN,mscoco,11.77,29.78,image,steam locomotive
ALIGN,mscoco,8.78,26.87,image,steam locomotive
ALIGN,mscoco,9.59,29.82,image,steam locomotive
ALIGN,mscoco,8.66,27.54,image,steam locomotive
ALIGN,mscoco,12.42,29.33,image,steam locomotive
ALIGN,mscoco,7.23,32.01,image,steam locomotive
ALIGN,mscoco,11.80,29.44,image,steam locomotive
ALIGN,mscoco,11.45,32.13,image,steam locomotive
ALIGN,mscoco,10.78,27.09,image,steam locomotive
ALIGN,mscoco,8.60,29.14,image,steam locomotive
ALIGN,mscoco,9.42,30.66,image,steam locomotive
ALIGN,mscoco,12.71,31.18,image,steam locomotive
ALIGN,mscoco,9.13,33.13,image,steam locomotive
ALIGN,mscoco,10.88,30.75,image,steam locomotive
ALIGN,mscoco,9.22,31.11,image,steam locomotive
ALIGN,mscoco,9.66,33.75,image,steam locomotive
ALIGN,mscoco,13.50,29.54,image,steam locomotive
ALIGN,mscoco,8.08,27.64,image,steam locomotive
ALIGN,mscoco,8.74,29.75,image,steam locomotive
ALIGN,mscoco,6.41,29.33,image,steam locomotive
ALIGN,mscoco,9.62,31.32,image,steam locomotive
ALIGN,mscoco,8.46,32.24,image,steam locomotive
ALIGN,mscoco,11.43,31.31,image,steam locomotive
ALIGN,mscoco,10.92,28.19,image,steam locomotive
ALIGN,mscoco,8.39,31.24,image,steam locomotive
ALIGN,mscoco,5.00,30.71,image,steam locomotive
ALIGN,mscoco,9.09,30.84,image,steam locomotive
ALIGN,mscoco,10.79,26.67,image,steam locomotive
ALIGN,mscoco,9.98,27.15,image,steam locomotive
ALIGN,mscoco,8.03,30.22,image,steam locomotive
ALIGN,mscoco,8.54,32.37,image,steam locomotive
ALIGN,mscoco,11.86,28.78,image,steam locomotive
ALIGN,mscoco,9.46,31.87,image,steam locomotive
ALIGN,mscoco,7.57,33.08,image,steam locomotive
ALIGN,mscoco,9.81,32.41,image,steam locomotive
ALIGN,mscoco,10.28,28.22,image,steam locomotive
ALIGN,mscoco,11.65,27.24,image,steam locomotive
ALIGN,mscoco,9.31,32.77,image,steam locomotive
ALIGN,mscoco,6.72,31.39,image,steam locomotive
ALIGN,mscoco,5.22,30.85,image,steam locomotive
ALIGN,mscoco,9.90,31.88,image,steam locomotive
ALIGN,mscoco,13.05,30.18,image,steam locomotive
ALIGN,mscoco,10.14,32.68,image,steam locomotive
ALIGN,mscoco,8.96,29.53,image,steam locomotive
ALIGN,mscoco,10.62,30.31,image,steam locomotive
ALIGN,mscoco,10.58,27.03,image,steam locomotive
ALIGN,mscoco,6.61,-6.40,text,school bus
ALIGN,mscoco,5.93,-7.56,text,school bus
ALIGN,mscoco,3.69,-8.66,text,school bus
ALIGN,mscoco,3.31,-8.41,text,school bus
ALIGN,mscoco,4.45,-2.33,text,school bus
ALIGN,mscoco,1.35,-7.93,text,school bus
ALIGN,mscoco,2.15,-5.99,text,school bus
ALIGN,mscoco,5.40,-5.85,text,school bus
ALIGN,mscoco,2.44,-1.79,text,school bus
ALIGN,mscoco,6.01,-5.83,text,school bus
ALIGN,mscoco,4.90,-6.49,text,school bus
ALIGN,mscoco,6.46,-7.95,text,school bus
ALIGN,mscoco,4.09,-6.54,text,school bus
ALIGN,mscoco,6.41,-4.51,text,school bus
ALIGN,mscoco,2.36,-1.28,text,school bus
ALIGN,mscoco,8.38,-7.09,text,school bus
ALIGN,mscoco,0.75,0.40,text,school bus
ALIGN,mscoco,7.86,-2.22,text,school bus
ALIGN,mscoco,-8.39,2.79,text,school bus
