Model,Dataset,x,y,modality,category
ALIGN,mscoco,-36.69,10.39,image,tup
ALIGN,mscoco,-37.88,12.87,image,tup
ALIGN,mscoco,-38.36,13.22,image,tup
ALIGN,mscoco,-36.46,12.76,image,tup
ALIGN,mscoco,-35.52,12.96,image,tup
ALIGN,mscoco,-35.27,14.07,image,tup
ALIGN,mscoco,-37.53,14.37,image,tup
ALIGN,mscoco,-35.52,15.19,image,tup
ALIGN,mscoco,-33.61,13.61,image,tup
ALIGN,mscoco,-35.36,12.32,image,tup
ALIGN,mscoco,-34.35,14.89,image,tup
ALIGN,mscoco,-35.80,9.81,image,tup
ALIGN,mscoco,-37.64,14.36,image,tup
ALIGN,mscoco,-35.71,14.45,image,tup
ALIGN,mscoco,-37.82,14.70,image,tup
ALIGN,mscoco,-36.69,14.07,image,tup
ALIGN,mscoco,-39.28,12.79,image,tup
ALIGN,mscoco,-35.63,11.44,image,tup
ALIGN,mscoco,-37.53,15.63,image,tup
ALIGN,mscoco,-32.11,15.26,image,tup
ALIGN,mscoco,-38.32,11.33,image,tup
ALIGN,mscoco,-32.61,13.75,image,tup
ALIGN,mscoco,-35.46,13.23,image,tup
ALIGN,mscoco,-33.82,11.32,image,tup
ALIGN,mscoco,-36.58,11.12,image,tup
ALIGN,mscoco,-36.60,15.93,image,tup
ALIGN,mscoco,-37.70,11.73,image,tup
ALIGN,mscoco,-34.70,13.60,image,tup
ALIGN,mscoco,-35.20,14.85,image,tup
ALIGN,mscoco,-35.29,11.61,image,tup
ALIGN,mscoco,-33.44,16.54,image,tup
ALIGN,mscoco,-35.68,16.91,image,tup
ALIGN,mscoco,-36.14,13.66,image,tup
ALIGN,mscoco,-36.12,14.72,image,tup
ALIGN,mscoco,-33.61,13.92,image,tup
ALIGN,mscoco,-34.91,11.76,image,tup
ALIGN,mscoco,-35.28,10.20,image,tup
ALIGN,mscoco,-33.68,16.72,image,tup
ALIGN,mscoco,-39.35,14.23,image,tup
ALIGN,mscoco,-36.38,16.68,image,tup
ALIGN,mscoco,-32.39,10.71,image,tup
ALIGN,mscoco,-32.10,14.89,image,tup
ALIGN,mscoco,-37.54,9.63,image,tup
ALIGN,mscoco,-35.78,12.78,image,tup
ALIGN,mscoco,-37.10,11.71,image,tup
ALIGN,mscoco,-34.26,10.08,image,tup
ALIGN,mscoco,-37.43,13.28,image,tup
ALIGN,mscoco,-34.25,12.87,image,tup
ALIGN,mscoco,-33.06,12.44,image,tup
ALIGN,mscoco,-35.13,15.79,image,tup
ALIGN,mscoco,-19.11,-10.25,image,bowtie
ALIGN,mscoco,-16.84,-14.03,image,bowtie
ALIGN,mscoco,-13.52,-15.29,image,bowtie
ALIGN,mscoco,-19.03,-14.35,image,bowtie
ALIGN,mscoco,-14.73,-14.74,image,bowtie
ALIGN,mscoco,-20.99,-10.05,image,bowtie
ALIGN,mscoco,-16.30,-9.96,image,bowtie
ALIGN,mscoco,-10.84,-0.43,image,bowtie
ALIGN,mscoco,-14.53,-15.30,image,bowtie
ALIGN,mscoco,-20.03,-9.52,image,bowtie
ALIGN,mscoco,-8.74,-8.57,image,bowtie
ALIGN,mscoco,-8.89,-10.18,image,bowtie
ALIGN,mscoco,-17.17,-14.66,image,bowtie
ALIGN,mscoco,-12.03,-8.40,image,bowtie
ALIGN,mscoco,-18.31,-15.30,image,bowtie
ALIGN,mscoco,-21.14,-5.12,image,bowtie
ALIGN,mscoco,-14.52,-16.03,image,bowtie
ALIGN,mscoco,-15.26,-12.84,image,bowtie
ALIGN,mscoco,-10.11,-6.46,image,bowtie
ALIGN,mscoco,-8.87,-10.23,image,bowtie
ALIGN,mscoco,-8.39,-8.66,image,bowtie
ALIGN,mscoco,-19.26,-7.67,image,bowtie
ALIGN,mscoco,-19.76,-13.34,image,bowtie
ALIGN,mscoco,-14.44,-14.21,image,bowtie
ALIGN,mscoco,-17.25,-12.41,image,bowtie
ALIGN,mscoco,-15.08,-13.00,image,bowtie
ALIGN,mscoco,-20.78,-9.96,image,bowtie
ALIGN,mscoco,-14.73,-15.97,image,bowtie
ALIGN,mscoco,-16.27,-9.98,image,bowtie
ALIGN,mscoco,-18.54,-11.15,image,bowtie
ALIGN,mscoco,-18.65,-8.90,image,bowtie
ALIGN,mscoco,-18.05,-13.18,image,bowtie
ALIGN,mscoco,-16.75,-12.97,image,bowtie
ALIGN,mscoco,-18.01,-13.56,image,bowtie
ALIGN,mscoco,-19.11,-8.96,image,bowtie
ALIGN,mscoco,-20.78,-9.14,image,bowtie
ALIGN,mscoco,-20.33,-5.82,image,bowtie
ALIGN,mscoco,-20.85,-10.64,image,bowtie
ALIGN,mscoco,-6.40,-7.65,image,bowtie
ALIGN,mscoco,-6.48,-7.68,image,bowtie
ALIGN,mscoco,-14.22,-14.93,image,bowtie
ALIGN,mscoco,-13.35,-13.34,image,bowtie
ALIGN,mscoco,-21.19,-5.02,image,bowtie
ALIGN,mscoco,-20.76,-11.39,image,bowtie
ALIGN,mscoco,-22.02,-10.19,image,bowtie
ALIGN,mscoco,-16.43,-14.39,image,bowtie
ALIGN,mscoco,-18.80,-12.98,image,bowtie
ALIGN,mscoco,-21.31,-8.06,image,bowtie
ALIGN,mscoco,-17.97,-13.91,image,bowtie
ALIGN,mscoco,-17.46,-13.37,image,bowtie
ALIGN,mscoco,24.36,3.52,image,stoplight
ALIGN,mscoco,29.33,4.05,image,stoplight
ALIGN,mscoco,22.18,7.69,image,stoplight
ALIGN,mscoco,26.28,4.76,image,stoplight
ALIGN,mscoco,28.33,5.01,image,stoplight
ALIGN,mscoco,23.03,5.55,image,stoplight
ALIGN,mscoco,22.50,3.04,image,stoplight
ALIGN,mscoco,29.21,1.37,image,stoplight
ALIGN,mscoco,26.98,1.97,image,stoplight
ALIGN,mscoco,27.55,2.73,image,stoplight
ALIGN,mscoco,27.85,6.81,image,stoplight
ALIGN,mscoco,26.57,2.88,image,stoplight
ALIGN,mscoco,29.21,5.84,image,stoplight
ALIGN,mscoco,28.54,7.40,image,stoplight
ALIGN,mscoco,28.75,1.83,image,stoplight
ALIGN,mscoco,26.76,6.69,image,stoplight
ALIGN,mscoco,28.46,2.65,image,stoplight
ALIGN,mscoco,23.70,-0.59,image,stoplight
ALIGN,mscoco,25.24,3.33,image,stoplight
ALIGN,mscoco,23.58,1.73,image,stoplight
ALIGN,mscoco,25.99,7.05,image,stoplight
ALIGN,mscoco,20.25,0.03,image,stoplight
ALIGN,mscoco,24.08,2.57,image,stoplight
ALIGN,mscoco,23.36,4.00,image,stoplight
ALIGN,mscoco,29.19,4.88,image,stoplight
ALIGN,mscoco,26.95,4.20,image,stoplight
ALIGN,mscoco,24.22,5.65,image,stoplight
ALIGN,mscoco,23.38,0.52,image,stoplight
ALIGN,mscoco,27.91,5.46,image,stoplight
ALIGN,mscoco,26.39,7.44,image,stoplight
ALIGN,mscoco,25.90,4.80,image,stoplight
ALIGN,mscoco,26.59,5.23,image,stoplight
ALIGN,mscoco,27.55,-0.01,image,stoplight
ALIGN,mscoco,30.15,4.59,image,stoplight
ALIGN,mscoco,24.97,5.09,image,stoplight
ALIGN,mscoco,27.12,2.84,image,stoplight
ALIGN,mscoco,22.31,2.71,image,stoplight
ALIGN,mscoco,30.25,3.86,image,stoplight
ALIGN,mscoco,29.36,3.76,image,stoplight
ALIGN,mscoco,22.51,5.70,image,stoplight
ALIGN,mscoco,28.32,4.34,image,stoplight
ALIGN,mscoco,30.85,5.21,image,stoplight
ALIGN,mscoco,29.70,5.26,image,stoplight
ALIGN,mscoco,24.56,3.36,image,stoplight
ALIGN,mscoco,25.52,7.04,image,stoplight
ALIGN,mscoco,24.48,4.73,image,stoplight
ALIGN,mscoco,26.20,4.39,image,stoplight
ALIGN,mscoco,24.28,1.75,image,stoplight
ALIGN,mscoco,25.17,0.74,image,stoplight
ALIGN,mscoco,24.81,2.02,image,stoplight
ALIGN,mscoco,20.98,8.53,image,dustcart
ALIGN,mscoco,13.66,20.41,image,dustcart
ALIGN,mscoco,17.83,14.26,image,dustcart
ALIGN,mscoco,13.36,15.58,image,dustcart
ALIGN,mscoco,13.73,18.04,image,dustcart
ALIGN,mscoco,15.71,21.37,image,dustcart
ALIGN,mscoco,12.79,14.49,image,dustcart
ALIGN,mscoco,17.78,16.52,image,dustcart
ALIGN,mscoco,16.74,15.77,image,dustcart
ALIGN,mscoco,12.39,17.78,image,dustcart
ALIGN,mscoco,18.78,15.19,image,dustcart
ALIGN,mscoco,17.74,15.62,image,dustcart
ALIGN,mscoco,16.66,19.18,image,dustcart
ALIGN,mscoco,11.79,17.23,image,dustcart
ALIGN,mscoco,14.97,19.26,image,dustcart
ALIGN,mscoco,17.57,16.07,image,dustcart
ALIGN,mscoco,16.25,17.62,image,dustcart
ALIGN,mscoco,16.79,14.39,image,dustcart
ALIGN,mscoco,17.31,19.29,image,dustcart
ALIGN,mscoco,17.92,14.76,image,dustcart
ALIGN,mscoco,18.37,16.62,image,dustcart
ALIGN,mscoco,11.77,18.38,image,dustcart
ALIGN,mscoco,10.64,3.84,image,dustcart
ALIGN,mscoco,10.99,15.23,image,dustcart
ALIGN,mscoco,18.14,15.85,image,dustcart
ALIGN,mscoco,12.29,16.90,image,dustcart
ALIGN,mscoco,9.87,17.00,image,dustcart
ALIGN,mscoco,14.19,9.87,image,dustcart
ALIGN,mscoco,21.08,8.44,image,dustcart
ALIGN,mscoco,10.15,14.93,image,dustcart
ALIGN,mscoco,18.22,13.53,image,dustcart
ALIGN,mscoco,9.84,19.95,image,dustcart
ALIGN,mscoco,17.15,12.62,image,dustcart
ALIGN,mscoco,13.54,17.11,image,dustcart
ALIGN,mscoco,13.51,15.32,image,dustcart
ALIGN,mscoco,11.04,16.14,image,dustcart
ALIGN,mscoco,8.99,17.17,image,dustcart
ALIGN,mscoco,15.14,14.78,image,dustcart
ALIGN,mscoco,14.37,14.36,image,dustcart
ALIGN,mscoco,13.75,20.00,image,dustcart
ALIGN,mscoco,5.79,13.85,image,dustcart
ALIGN,mscoco,15.45,19.06,image,dustcart
ALIGN,mscoco,15.52,19.07,image,dustcart
ALIGN,mscoco,12.38,20.25,image,dustcart
ALIGN,mscoco,11.11,16.23,image,dustcart
ALIGN,mscoco,13.47,14.89,image,dustcart
ALIGN,mscoco,11.96,17.47,image,dustcart
ALIGN,mscoco,13.81,20.83,image,dustcart
ALIGN,mscoco,18.22,13.68,image,dustcart
ALIGN,mscoco,16.53,19.22,image,dustcart
ALIGN,mscoco,-4.29,-31.60,image,red hot
ALIGN,mscoco,-4.03,-23.53,image,red hot
ALIGN,mscoco,1.76,-27.07,image,red hot
ALIGN,mscoco,-3.42,-29.24,image,red hot
ALIGN,mscoco,-4.14,-24.41,image,red hot
ALIGN,mscoco,-2.99,-29.79,image,red hot
ALIGN,mscoco,-5.38,-25.16,image,red hot
ALIGN,mscoco,-2.63,-29.05,image,red hot
ALIGN,mscoco,-1.28,-29.45,image,red hot
ALIGN,mscoco,-1.63,-32.72,image,red hot
ALIGN,mscoco,-3.21,-31.95,image,red hot
ALIGN,mscoco,-1.88,-29.57,image,red hot
ALIGN,mscoco,0.14,-27.24,image,red hot
ALIGN,mscoco,0.62,-28.82,image,red hot
ALIGN,mscoco,-0.17,-28.32,image,red hot
ALIGN,mscoco,-4.09,-30.62,image,red hot
ALIGN,mscoco,-3.56,-23.76,image,red hot
ALIGN,mscoco,0.18,-29.69,image,red hot
ALIGN,mscoco,0.47,-31.89,image,red hot
ALIGN,mscoco,1.09,-30.43,image,red hot
ALIGN,mscoco,-1.46,-28.58,image,red hot
ALIGN,mscoco,-1.33,-26.76,image,red hot
ALIGN,mscoco,2.38,-28.30,image,red hot
ALIGN,mscoco,-0.25,-28.69,image,red hot
ALIGN,mscoco,-1.23,-29.86,image,red hot
ALIGN,mscoco,0.77,-31.00,image,red hot
ALIGN,mscoco,-2.72,-28.35,image,red hot
ALIGN,mscoco,-3.60,-30.15,image,red hot
ALIGN,mscoco,1.41,-30.16,image,red hot
ALIGN,mscoco,-0.50,-32.75,image,red hot
ALIGN,mscoco,-5.05,-29.93,image,red hot
ALIGN,mscoco,-3.67,-28.56,image,red hot
ALIGN,mscoco,-1.80,-28.49,image,red hot
ALIGN,mscoco,-2.31,-30.03,image,red hot
ALIGN,mscoco,0.28,-29.38,image,red hot
ALIGN,mscoco,-3.99,-23.66,image,red hot
ALIGN,mscoco,-0.78,-30.84,image,red hot
ALIGN,mscoco,-1.34,-31.39,image,red hot
ALIGN,mscoco,-4.17,-26.94,image,red hot
ALIGN,mscoco,-2.95,-27.58,image,red hot
ALIGN,mscoco,-0.52,-30.29,image,red hot
ALIGN,mscoco,-2.10,-31.00,image,red hot
ALIGN,mscoco,2.43,-30.33,image,red hot
ALIGN,mscoco,-3.28,-31.06,image,red hot
ALIGN,mscoco,-2.25,-32.11,image,red hot
ALIGN,mscoco,-1.65,-31.85,image,red hot
ALIGN,mscoco,-2.34,-30.85,image,red hot
ALIGN,mscoco,-5.30,-28.28,image,red hot
ALIGN,mscoco,2.38,-31.00,image,red hot
ALIGN,mscoco,1.52,-28.79,image,red hot
ALIGN,mscoco,-10.08,8.24,text,tup
ALIGN,mscoco,-6.37,6.94,text,tup
ALIGN,mscoco,-8.62,7.00,text,tup
ALIGN,mscoco,-6.35,3.36,text,tup
ALIGN,mscoco,-3.73,3.76,text,tup
ALIGN,mscoco,-5.62,4.05,text,tup
ALIGN,mscoco,-5.48,5.54,text,tup
ALIGN,mscoco,-5.22,3.11,text,tup
ALIGN,mscoco,-10.13,4.27,text,tup
ALIGN,mscoco,-8.51,5.99,text,tup
ALIGN,mscoco,-5.80,5.46,text,tup
ALIGN,mscoco,-11.04,7.77,text,tup
ALIGN,mscoco,-3.61,4.06,text,tup
ALIGN,mscoco,-7.33,4.58,text,tup
ALIGN,mscoco,-5.10,5.48,text,tup
ALIGN,mscoco,-5.79,5.90,text,tup
ALIGN,mscoco,-4.54,6.35,text,tup
ALIGN,mscoco,-7.45,6.90,text,tup
ALIGN,mscoco,-4.54,8.50,text,tup
ALIGN,mscoco,-8.87,4.39,text,tup
ALIGN,mscoco,-9.65,9.13,text,tup
ALIGN,mscoco,-9.45,5.35,text,tup
ALIGN,mscoco,-7.25,4.80,text,tup
ALIGN,mscoco,-11.12,7.76,text,tup
ALIGN,mscoco,-9.47,7.32,text,tup
