Model,Dataset,x,y,modality,category
ImageBind,flickr30k,-16.27,-11.77,image,ski
ImageBind,flickr30k,-20.67,-12.54,image,ski
ImageBind,flickr30k,-23.05,-14.26,image,ski
ImageBind,flickr30k,-17.26,-9.28,image,ski
ImageBind,flickr30k,-19.76,-12.96,image,ski
ImageBind,flickr30k,-16.90,-14.50,image,ski
ImageBind,flickr30k,-15.26,-12.25,image,ski
ImageBind,flickr30k,-18.46,-12.87,image,ski
ImageBind,flickr30k,-22.83,-9.46,image,ski
ImageBind,flickr30k,-18.37,-12.03,image,ski
ImageBind,flickr30k,-20.34,-10.71,image,ski
ImageBind,flickr30k,-21.40,-15.92,image,ski
ImageBind,flickr30k,-22.84,-13.47,image,ski
ImageBind,flickr30k,-16.43,-11.09,image,ski
ImageBind,flickr30k,-20.04,-11.35,image,ski
ImageBind,flickr30k,-19.09,-14.58,image,ski
ImageBind,flickr30k,-21.18,-15.14,image,ski
ImageBind,flickr30k,-17.20,-15.10,image,ski
ImageBind,flickr30k,-20.94,-15.26,image,ski
ImageBind,flickr30k,-22.37,-15.19,image,ski
ImageBind,flickr30k,-21.00,-13.93,image,ski
ImageBind,flickr30k,-19.36,-12.41,image,ski
ImageBind,flickr30k,-19.97,-15.65,image,ski
ImageBind,flickr30k,-16.17,-11.27,image,ski
ImageBind,flickr30k,-16.51,-10.30,image,ski
ImageBind,flickr30k,-18.66,-13.87,image,ski
ImageBind,flickr30k,-21.54,-9.97,image,ski
ImageBind,flickr30k,-20.42,-10.96,image,ski
ImageBind,flickr30k,-21.99,-12.79,image,ski
ImageBind,flickr30k,-18.11,-14.71,image,ski
ImageBind,flickr30k,-16.35,-12.01,image,ski
ImageBind,flickr30k,-20.22,-11.93,image,ski
ImageBind,flickr30k,-20.77,-11.92,image,ski
ImageBind,flickr30k,-18.35,-9.58,image,ski
ImageBind,flickr30k,-18.61,-14.90,image,ski
ImageBind,flickr30k,-19.61,-14.00,image,ski
ImageBind,flickr30k,-18.57,-10.13,image,ski
ImageBind,flickr30k,-20.89,-13.85,image,ski
ImageBind,flickr30k,-20.61,-8.22,image,ski
ImageBind,flickr30k,-18.06,-10.32,image,ski
ImageBind,flickr30k,-22.24,-11.42,image,ski
ImageBind,flickr30k,-20.38,-9.85,image,ski
ImageBind,flickr30k,-19.78,-12.58,image,ski
ImageBind,flickr30k,-16.75,-12.00,image,ski
ImageBind,flickr30k,-17.00,-11.27,image,ski
ImageBind,flickr30k,-20.64,-16.61,image,ski
ImageBind,flickr30k,-22.70,-9.53,image,ski
ImageBind,flickr30k,-17.78,-12.81,image,ski
ImageBind,flickr30k,-15.38,-10.68,image,ski
ImageBind,flickr30k,-18.60,-11.01,image,ski
ImageBind,flickr30k,11.29,22.71,image,volleyball
ImageBind,flickr30k,10.06,29.51,image,volleyball
ImageBind,flickr30k,13.36,29.05,image,volleyball
ImageBind,flickr30k,11.71,24.77,image,volleyball
ImageBind,flickr30k,9.52,23.59,image,volleyball
ImageBind,flickr30k,11.00,24.99,image,volleyball
ImageBind,flickr30k,11.18,29.21,image,volleyball
ImageBind,flickr30k,13.20,28.52,image,volleyball
ImageBind,flickr30k,9.80,30.09,image,volleyball
ImageBind,flickr30k,12.58,29.70,image,volleyball
ImageBind,flickr30k,10.01,24.80,image,volleyball
ImageBind,flickr30k,11.70,29.31,image,volleyball
ImageBind,flickr30k,8.13,24.54,image,volleyball
ImageBind,flickr30k,8.19,24.39,image,volleyball
ImageBind,flickr30k,10.05,28.71,image,volleyball
ImageBind,flickr30k,11.95,26.16,image,volleyball
ImageBind,flickr30k,13.91,25.91,image,volleyball
ImageBind,flickr30k,11.66,30.28,image,volleyball
ImageBind,flickr30k,12.57,29.93,image,volleyball
ImageBind,flickr30k,10.35,26.28,image,volleyball
ImageBind,flickr30k,12.17,22.85,image,volleyball
ImageBind,flickr30k,11.10,25.27,image,volleyball
ImageBind,flickr30k,8.68,28.50,image,volleyball
ImageBind,flickr30k,14.40,24.75,image,volleyball
ImageBind,flickr30k,12.86,25.86,image,volleyball
ImageBind,flickr30k,12.06,25.29,image,volleyball
ImageBind,flickr30k,12.16,28.19,image,volleyball
ImageBind,flickr30k,1.37,21.91,image,volleyball
ImageBind,flickr30k,13.34,25.87,image,volleyball
ImageBind,flickr30k,10.79,23.50,image,volleyball
ImageBind,flickr30k,13.00,26.59,image,volleyball
ImageBind,flickr30k,11.99,26.32,image,volleyball
ImageBind,flickr30k,12.98,25.59,image,volleyball
ImageBind,flickr30k,-8.28,-9.38,image,volleyball
ImageBind,flickr30k,12.97,24.08,image,volleyball
ImageBind,flickr30k,9.70,30.63,image,volleyball
ImageBind,flickr30k,12.58,24.52,image,volleyball
ImageBind,flickr30k,13.81,26.28,image,volleyball
ImageBind,flickr30k,14.87,25.55,image,volleyball
ImageBind,flickr30k,11.02,21.91,image,volleyball
ImageBind,flickr30k,9.02,25.36,image,volleyball
ImageBind,flickr30k,10.61,24.02,image,volleyball
ImageBind,flickr30k,11.59,23.82,image,volleyball
ImageBind,flickr30k,11.50,32.02,image,volleyball
ImageBind,flickr30k,9.33,30.43,image,volleyball
ImageBind,flickr30k,8.70,28.50,image,volleyball
ImageBind,flickr30k,11.19,28.35,image,volleyball
ImageBind,flickr30k,2.64,21.55,image,volleyball
ImageBind,flickr30k,12.13,28.18,image,volleyball
ImageBind,flickr30k,9.21,23.36,image,volleyball
ImageBind,flickr30k,5.57,-19.35,image,umbrella
ImageBind,flickr30k,-0.02,-21.40,image,umbrella
ImageBind,flickr30k,7.02,-19.92,image,umbrella
ImageBind,flickr30k,5.55,-17.99,image,umbrella
ImageBind,flickr30k,4.27,-18.01,image,umbrella
ImageBind,flickr30k,0.91,-22.14,image,umbrella
ImageBind,flickr30k,2.43,-20.48,image,umbrella
ImageBind,flickr30k,1.81,-19.43,image,umbrella
ImageBind,flickr30k,7.81,-15.76,image,umbrella
ImageBind,flickr30k,3.20,-19.90,image,umbrella
ImageBind,flickr30k,12.83,0.63,image,umbrella
ImageBind,flickr30k,2.48,-18.37,image,umbrella
ImageBind,flickr30k,3.82,-16.77,image,umbrella
ImageBind,flickr30k,5.31,-21.95,image,umbrella
ImageBind,flickr30k,-0.60,-20.51,image,umbrella
ImageBind,flickr30k,8.18,-19.37,image,umbrella
ImageBind,flickr30k,3.78,-16.82,image,umbrella
ImageBind,flickr30k,5.74,-20.69,image,umbrella
ImageBind,flickr30k,4.76,-21.68,image,umbrella
ImageBind,flickr30k,4.47,-17.65,image,umbrella
ImageBind,flickr30k,7.19,-20.98,image,umbrella
ImageBind,flickr30k,5.79,-22.19,image,umbrella
ImageBind,flickr30k,2.15,-21.52,image,umbrella
ImageBind,flickr30k,7.10,-18.11,image,umbrella
ImageBind,flickr30k,3.00,-24.20,image,umbrella
ImageBind,flickr30k,3.63,-20.29,image,umbrella
ImageBind,flickr30k,6.57,-16.73,image,umbrella
ImageBind,flickr30k,1.10,-19.51,image,umbrella
ImageBind,flickr30k,4.33,-22.88,image,umbrella
ImageBind,flickr30k,4.35,-18.64,image,umbrella
ImageBind,flickr30k,4.38,-19.43,image,umbrella
ImageBind,flickr30k,8.21,-19.43,image,umbrella
ImageBind,flickr30k,3.12,-19.04,image,umbrella
ImageBind,flickr30k,4.81,-20.30,image,umbrella
ImageBind,flickr30k,0.34,-21.78,image,umbrella
ImageBind,flickr30k,3.20,-20.45,image,umbrella
ImageBind,flickr30k,3.81,-22.41,image,umbrella
ImageBind,flickr30k,6.99,-22.69,image,umbrella
ImageBind,flickr30k,8.21,-21.51,image,umbrella
ImageBind,flickr30k,2.39,-20.88,image,umbrella
ImageBind,flickr30k,6.04,-23.98,image,umbrella
ImageBind,flickr30k,0.49,-23.02,image,umbrella
ImageBind,flickr30k,3.41,-21.54,image,umbrella
ImageBind,flickr30k,3.33,-19.45,image,umbrella
ImageBind,flickr30k,4.57,-18.90,image,umbrella
ImageBind,flickr30k,7.69,-15.39,image,umbrella
ImageBind,flickr30k,2.70,-22.84,image,umbrella
ImageBind,flickr30k,7.07,-19.99,image,umbrella
ImageBind,flickr30k,4.72,-21.20,image,umbrella
ImageBind,flickr30k,3.94,-20.77,image,umbrella
ImageBind,flickr30k,1.35,-16.11,image,monocycle
ImageBind,flickr30k,2.75,-14.78,image,monocycle
ImageBind,flickr30k,-2.19,-12.35,image,monocycle
ImageBind,flickr30k,0.44,-10.84,image,monocycle
ImageBind,flickr30k,-5.46,-14.06,image,monocycle
ImageBind,flickr30k,-7.84,-13.26,image,monocycle
ImageBind,flickr30k,-8.59,-12.51,image,monocycle
ImageBind,flickr30k,7.42,-13.10,image,monocycle
ImageBind,flickr30k,-4.76,-9.08,image,monocycle
ImageBind,flickr30k,-8.75,-6.09,image,monocycle
