Model,Dataset,x,y,modality,category
ImageBind,flickr30k,5.23,-21.81,image,baseball player
ImageBind,flickr30k,3.72,-22.68,image,baseball player
ImageBind,flickr30k,6.18,-24.84,image,baseball player
ImageBind,flickr30k,4.29,-24.25,image,baseball player
ImageBind,flickr30k,6.67,-27.57,image,baseball player
ImageBind,flickr30k,12.44,-27.61,image,baseball player
ImageBind,flickr30k,9.13,-13.17,image,baseball player
ImageBind,flickr30k,3.64,-28.44,image,baseball player
ImageBind,flickr30k,6.12,-26.78,image,baseball player
ImageBind,flickr30k,4.85,-28.90,image,baseball player
ImageBind,flickr30k,9.08,-23.45,image,baseball player
ImageBind,flickr30k,1.69,-25.27,image,baseball player
ImageBind,flickr30k,5.09,-27.84,image,baseball player
ImageBind,flickr30k,9.18,-22.77,image,baseball player
ImageBind,flickr30k,2.87,-26.18,image,baseball player
ImageBind,flickr30k,4.79,-29.03,image,baseball player
ImageBind,flickr30k,11.53,-26.89,image,baseball player
ImageBind,flickr30k,4.21,-26.86,image,baseball player
ImageBind,flickr30k,4.70,-20.90,image,baseball player
ImageBind,flickr30k,17.57,-13.86,image,baseball player
ImageBind,flickr30k,8.87,-24.91,image,baseball player
ImageBind,flickr30k,4.41,-22.71,image,baseball player
ImageBind,flickr30k,5.29,-21.94,image,baseball player
ImageBind,flickr30k,5.07,-20.36,image,baseball player
ImageBind,flickr30k,5.91,-25.84,image,baseball player
ImageBind,flickr30k,13.04,-26.96,image,baseball player
ImageBind,flickr30k,6.37,-24.62,image,baseball player
ImageBind,flickr30k,4.38,-25.15,image,baseball player
ImageBind,flickr30k,2.08,18.10,image,baseball player
ImageBind,flickr30k,12.91,-26.82,image,baseball player
ImageBind,flickr30k,5.11,-24.99,image,baseball player
ImageBind,flickr30k,1.31,-25.30,image,baseball player
ImageBind,flickr30k,5.18,-29.00,image,baseball player
ImageBind,flickr30k,13.91,-25.85,image,baseball player
ImageBind,flickr30k,11.90,-26.32,image,baseball player
ImageBind,flickr30k,11.71,-26.90,image,baseball player
ImageBind,flickr30k,4.99,-27.01,image,baseball player
ImageBind,flickr30k,5.29,-25.37,image,baseball player
ImageBind,flickr30k,13.32,-26.65,image,baseball player
ImageBind,flickr30k,2.32,-26.32,image,baseball player
ImageBind,flickr30k,7.21,-26.18,image,baseball player
ImageBind,flickr30k,2.96,-21.73,image,baseball player
ImageBind,flickr30k,4.26,-23.13,image,baseball player
ImageBind,flickr30k,2.96,-24.32,image,baseball player
ImageBind,flickr30k,6.65,-27.02,image,baseball player
ImageBind,flickr30k,14.28,-26.65,image,baseball player
ImageBind,flickr30k,4.57,-25.97,image,baseball player
ImageBind,flickr30k,1.94,-23.73,image,baseball player
ImageBind,flickr30k,2.69,-23.98,image,baseball player
ImageBind,flickr30k,4.29,-22.98,image,baseball player
ImageBind,flickr30k,8.96,13.61,image,fountain
