Model,Dataset,x,y,modality,category
FLAVA,flickr30k,-13.94,-8.83,image,baseball player
FLAVA,flickr30k,-12.30,-11.11,image,baseball player
FLAVA,flickr30k,-11.90,-14.23,image,baseball player
FLAVA,flickr30k,-13.09,-11.78,image,baseball player
FLAVA,flickr30k,-12.77,-17.48,image,baseball player
FLAVA,flickr30k,-4.49,-20.03,image,baseball player
FLAVA,flickr30k,-4.26,-0.61,image,baseball player
FLAVA,flickr30k,-15.99,-13.80,image,baseball player
FLAVA,flickr30k,-12.84,-15.72,image,baseball player
FLAVA,flickr30k,-14.79,-16.44,image,baseball player
FLAVA,flickr30k,-5.26,-15.84,image,baseball player
FLAVA,flickr30k,-16.44,-12.33,image,baseball player
FLAVA,flickr30k,-13.99,-17.23,image,baseball player
FLAVA,flickr30k,-5.24,-15.80,image,baseball player
FLAVA,flickr30k,-13.57,-14.84,image,baseball player
FLAVA,flickr30k,-14.04,-15.77,image,baseball player
FLAVA,flickr30k,-4.41,-20.51,image,baseball player
FLAVA,flickr30k,-15.68,-15.88,image,baseball player
FLAVA,flickr30k,-11.83,-7.84,image,baseball player
FLAVA,flickr30k,0.76,-1.70,image,baseball player
FLAVA,flickr30k,-5.28,-17.53,image,baseball player
FLAVA,flickr30k,-12.83,-9.83,image,baseball player
FLAVA,flickr30k,-14.10,-8.57,image,baseball player
FLAVA,flickr30k,-13.51,-7.00,image,baseball player
FLAVA,flickr30k,-15.50,-16.43,image,baseball player
FLAVA,flickr30k,-3.38,-20.03,image,baseball player
FLAVA,flickr30k,-11.28,-13.41,image,baseball player
FLAVA,flickr30k,-12.26,-13.38,image,baseball player
FLAVA,flickr30k,-9.70,3.66,image,baseball player
FLAVA,flickr30k,-3.40,-20.01,image,baseball player
FLAVA,flickr30k,-12.22,-14.15,image,baseball player
FLAVA,flickr30k,-15.79,-13.57,image,baseball player
FLAVA,flickr30k,-14.78,-16.79,image,baseball player
FLAVA,flickr30k,-3.78,-21.53,image,baseball player
FLAVA,flickr30k,-3.92,-19.44,image,baseball player
FLAVA,flickr30k,-4.45,-20.60,image,baseball player
FLAVA,flickr30k,-14.34,-15.00,image,baseball player
FLAVA,flickr30k,-12.76,-13.10,image,baseball player
FLAVA,flickr30k,-3.19,-21.01,image,baseball player
FLAVA,flickr30k,-14.64,-12.51,image,baseball player
FLAVA,flickr30k,-10.92,-14.98,image,baseball player
FLAVA,flickr30k,-11.95,-8.80,image,baseball player
FLAVA,flickr30k,-12.72,-10.24,image,baseball player
FLAVA,flickr30k,-15.20,-11.38,image,baseball player
FLAVA,flickr30k,-11.94,-15.84,image,baseball player
FLAVA,flickr30k,-2.37,-21.13,image,baseball player
FLAVA,flickr30k,-11.16,-13.68,image,baseball player
FLAVA,flickr30k,-15.28,-10.89,image,baseball player
FLAVA,flickr30k,-14.93,-11.47,image,baseball player
FLAVA,flickr30k,-12.67,-9.73,image,baseball player
FLAVA,flickr30k,-22.72,10.04,image,fountain
FLAVA,flickr30k,-16.25,9.96,image,fountain
FLAVA,flickr30k,-24.84,13.50,image,fountain
FLAVA,flickr30k,-23.61,14.28,image,fountain
FLAVA,flickr30k,-25.51,16.34,image,fountain
FLAVA,flickr30k,-24.61,15.45,image,fountain
FLAVA,flickr30k,-26.30,13.11,image,fountain
FLAVA,flickr30k,-23.48,16.75,image,fountain
FLAVA,flickr30k,-26.93,12.78,image,fountain
FLAVA,flickr30k,-25.00,16.01,image,fountain
FLAVA,flickr30k,-12.57,7.13,image,fountain
FLAVA,flickr30k,-20.19,16.47,image,fountain
FLAVA,flickr30k,-19.88,10.80,image,fountain
FLAVA,flickr30k,-24.00,18.68,image,fountain
FLAVA,flickr30k,-26.42,11.72,image,fountain
FLAVA,flickr30k,-28.03,15.55,image,fountain
FLAVA,flickr30k,-24.69,11.79,image,fountain
FLAVA,flickr30k,-24.99,18.52,image,fountain
FLAVA,flickr30k,-23.47,15.50,image,fountain
FLAVA,flickr30k,-22.79,10.40,image,fountain
FLAVA,flickr30k,-23.63,19.17,image,fountain
FLAVA,flickr30k,-23.10,18.21,image,fountain
FLAVA,flickr30k,-18.22,12.64,image,fountain
FLAVA,flickr30k,-19.32,17.73,image,fountain
FLAVA,flickr30k,-14.11,8.50,image,fountain
FLAVA,flickr30k,-20.28,13.81,image,fountain
FLAVA,flickr30k,-20.54,13.96,image,fountain
FLAVA,flickr30k,-23.33,15.85,image,fountain
FLAVA,flickr30k,-26.26,18.08,image,fountain
FLAVA,flickr30k,-22.16,16.72,image,fountain
FLAVA,flickr30k,-13.44,7.85,image,fountain
FLAVA,flickr30k,-24.14,17.07,image,fountain
FLAVA,flickr30k,-25.09,12.96,image,fountain
FLAVA,flickr30k,-26.10,15.64,image,fountain
FLAVA,flickr30k,-20.18,16.60,image,fountain
FLAVA,flickr30k,-23.67,14.57,image,fountain
FLAVA,flickr30k,-26.14,17.49,image,fountain
FLAVA,flickr30k,-28.06,13.62,image,fountain
FLAVA,flickr30k,-19.63,10.16,image,fountain
FLAVA,flickr30k,-26.56,16.88,image,fountain
FLAVA,flickr30k,-25.01,18.10,image,fountain
FLAVA,flickr30k,-21.38,17.22,image,fountain
FLAVA,flickr30k,-22.48,19.10,image,fountain
FLAVA,flickr30k,-22.54,14.90,image,fountain
FLAVA,flickr30k,-25.84,14.18,image,fountain
FLAVA,flickr30k,-16.11,10.21,image,fountain
FLAVA,flickr30k,-18.82,7.56,image,fountain
FLAVA,flickr30k,-25.72,19.69,image,fountain
FLAVA,flickr30k,-22.66,16.10,image,fountain
FLAVA,flickr30k,-24.69,16.87,image,fountain
FLAVA,flickr30k,22.19,-16.64,image,rugby ball
FLAVA,flickr30k,3.16,5.22,image,rugby ball
FLAVA,flickr30k,-11.67,-0.65,image,rugby ball
FLAVA,flickr30k,22.44,-15.19,image,rugby ball
FLAVA,flickr30k,15.42,-14.31,image,rugby ball
FLAVA,flickr30k,10.64,-9.67,image,rugby ball
FLAVA,flickr30k,21.66,-14.29,image,rugby ball
FLAVA,flickr30k,18.74,-14.54,image,rugby ball
FLAVA,flickr30k,17.83,-12.51,image,rugby ball
FLAVA,flickr30k,18.72,-18.90,image,rugby ball
FLAVA,flickr30k,19.49,-18.36,image,rugby ball
FLAVA,flickr30k,17.90,-14.68,image,rugby ball
FLAVA,flickr30k,21.35,-8.86,image,rugby ball
FLAVA,flickr30k,19.58,-19.11,image,rugby ball
FLAVA,flickr30k,13.72,-12.44,image,rugby ball
FLAVA,flickr30k,13.13,-12.52,image,rugby ball
FLAVA,flickr30k,9.65,-12.55,image,rugby ball
FLAVA,flickr30k,16.95,-22.73,image,rugby ball
FLAVA,flickr30k,20.02,-18.41,image,rugby ball
FLAVA,flickr30k,15.65,-17.44,image,rugby ball
FLAVA,flickr30k,14.81,-13.78,image,rugby ball
FLAVA,flickr30k,7.98,-10.50,image,rugby ball
FLAVA,flickr30k,20.35,-14.62,image,rugby ball
FLAVA,flickr30k,18.33,-17.02,image,rugby ball
FLAVA,flickr30k,20.22,-15.53,image,rugby ball
FLAVA,flickr30k,21.33,-8.82,image,rugby ball
FLAVA,flickr30k,16.10,-12.11,image,rugby ball
FLAVA,flickr30k,18.03,-19.36,image,rugby ball
FLAVA,flickr30k,13.66,-12.53,image,rugby ball
FLAVA,flickr30k,17.61,-22.08,image,rugby ball
FLAVA,flickr30k,17.89,-18.76,image,rugby ball
FLAVA,flickr30k,-0.41,3.83,image,rugby ball
FLAVA,flickr30k,19.91,-13.60,image,rugby ball
FLAVA,flickr30k,13.84,-10.76,image,rugby ball
FLAVA,flickr30k,20.11,-19.07,image,rugby ball
FLAVA,flickr30k,15.57,-14.46,image,rugby ball
FLAVA,flickr30k,16.93,-16.15,image,rugby ball
FLAVA,flickr30k,18.55,-15.56,image,rugby ball
