Model,Dataset,x,y,modality,category
FLAVA,flickr30k,6.26,-22.81,image,umbrella
FLAVA,flickr30k,6.65,-22.94,image,umbrella
FLAVA,flickr30k,-3.27,-13.89,image,umbrella
FLAVA,flickr30k,-1.72,-20.20,image,umbrella
FLAVA,flickr30k,8.22,-20.34,image,umbrella
FLAVA,flickr30k,6.60,-10.30,image,umbrella
FLAVA,flickr30k,-0.50,-19.79,image,umbrella
FLAVA,flickr30k,8.43,1.03,image,umbrella
FLAVA,flickr30k,6.01,-13.77,image,umbrella
FLAVA,flickr30k,6.20,-21.55,image,umbrella
FLAVA,flickr30k,5.03,-22.46,image,umbrella
FLAVA,flickr30k,0.64,-21.22,image,umbrella
FLAVA,flickr30k,1.11,-22.59,image,umbrella
FLAVA,flickr30k,0.81,-18.42,image,umbrella
FLAVA,flickr30k,-4.69,-14.93,image,umbrella
FLAVA,flickr30k,8.58,-20.94,image,umbrella
FLAVA,flickr30k,4.78,-22.01,image,umbrella
FLAVA,flickr30k,0.45,-21.68,image,umbrella
FLAVA,flickr30k,6.83,-7.16,image,umbrella
FLAVA,flickr30k,7.72,-12.45,image,umbrella
FLAVA,flickr30k,8.48,-20.58,image,umbrella
FLAVA,flickr30k,6.25,-18.75,image,umbrella
FLAVA,flickr30k,-0.30,-23.23,image,umbrella
FLAVA,flickr30k,4.08,-20.11,image,umbrella
FLAVA,flickr30k,-4.70,-14.93,image,umbrella
FLAVA,flickr30k,-0.71,-14.23,image,umbrella
FLAVA,flickr30k,7.57,-12.43,image,umbrella
FLAVA,flickr30k,1.87,-22.38,image,umbrella
FLAVA,flickr30k,5.74,-18.46,image,umbrella
FLAVA,flickr30k,6.83,-15.03,image,umbrella
FLAVA,flickr30k,4.39,-21.07,image,umbrella
FLAVA,flickr30k,5.80,-17.14,image,umbrella
FLAVA,flickr30k,-0.63,-10.84,image,umbrella
FLAVA,flickr30k,3.21,-22.78,image,umbrella
FLAVA,flickr30k,4.71,-21.35,image,umbrella
FLAVA,flickr30k,7.47,-22.98,image,umbrella
FLAVA,flickr30k,0.79,-22.61,image,umbrella
FLAVA,flickr30k,2.03,-20.10,image,umbrella
FLAVA,flickr30k,4.34,-23.97,image,umbrella
FLAVA,flickr30k,4.55,-23.63,image,umbrella
FLAVA,flickr30k,8.57,-20.69,image,umbrella
