Model,Dataset,x,y,modality,category
CLIP_ViT-B32,mscoco,-16.98,-2.18,image,school bus
CLIP_ViT-B32,mscoco,-15.61,-0.66,image,school bus
CLIP_ViT-B32,mscoco,-16.32,-0.49,image,school bus
CLIP_ViT-B32,mscoco,-15.39,-2.12,image,school bus
CLIP_ViT-B32,mscoco,-16.29,-3.40,image,school bus
CLIP_ViT-B32,mscoco,-16.39,0.34,image,school bus
CLIP_ViT-B32,mscoco,-14.28,-0.57,image,school bus
CLIP_ViT-B32,mscoco,-17.23,-3.50,image,school bus
CLIP_ViT-B32,mscoco,-16.86,-4.24,image,school bus
CLIP_ViT-B32,mscoco,-18.40,-2.92,image,school bus
CLIP_ViT-B32,mscoco,-15.80,-2.60,image,school bus
CLIP_ViT-B32,mscoco,-16.78,-2.06,image,school bus
CLIP_ViT-B32,mscoco,-17.50,-3.96,image,school bus
CLIP_ViT-B32,mscoco,-17.94,-0.84,image,school bus
CLIP_ViT-B32,mscoco,-17.61,-5.17,image,school bus
CLIP_ViT-B32,mscoco,-15.91,-3.02,image,school bus
CLIP_ViT-B32,mscoco,-13.41,-3.59,image,school bus
CLIP_ViT-B32,mscoco,-14.16,-2.27,image,school bus
CLIP_ViT-B32,mscoco,-14.24,-5.02,image,school bus
CLIP_ViT-B32,mscoco,-17.54,-3.49,image,school bus
CLIP_ViT-B32,mscoco,-16.06,-3.24,image,school bus
CLIP_ViT-B32,mscoco,-18.01,-2.04,image,school bus
CLIP_ViT-B32,mscoco,-15.88,-2.03,image,school bus
CLIP_ViT-B32,mscoco,-16.30,-2.50,image,school bus
CLIP_ViT-B32,mscoco,-13.28,-3.03,image,school bus
CLIP_ViT-B32,mscoco,-18.57,-4.16,image,school bus
CLIP_ViT-B32,mscoco,-18.64,-2.22,image,school bus
CLIP_ViT-B32,mscoco,-16.62,-2.10,image,school bus
CLIP_ViT-B32,mscoco,-17.41,-1.85,image,school bus
CLIP_ViT-B32,mscoco,-16.83,-4.45,image,school bus
CLIP_ViT-B32,mscoco,-17.54,-0.96,image,school bus
CLIP_ViT-B32,mscoco,-16.05,-4.79,image,school bus
CLIP_ViT-B32,mscoco,-17.37,-2.84,image,school bus
CLIP_ViT-B32,mscoco,-16.26,-1.23,image,school bus
CLIP_ViT-B32,mscoco,-17.51,0.17,image,school bus
CLIP_ViT-B32,mscoco,-14.40,-3.69,image,school bus
CLIP_ViT-B32,mscoco,-15.82,-6.04,image,school bus
CLIP_ViT-B32,mscoco,-16.34,-1.51,image,school bus
CLIP_ViT-B32,mscoco,-16.63,-3.14,image,school bus
CLIP_ViT-B32,mscoco,-16.08,-2.91,image,school bus
CLIP_ViT-B32,mscoco,-16.36,-1.56,image,school bus
CLIP_ViT-B32,mscoco,-16.78,-3.33,image,school bus
CLIP_ViT-B32,mscoco,-15.69,-3.70,image,school bus
CLIP_ViT-B32,mscoco,-15.31,-1.38,image,school bus
CLIP_ViT-B32,mscoco,-15.11,-2.20,image,school bus
CLIP_ViT-B32,mscoco,-15.87,-5.79,image,school bus
CLIP_ViT-B32,mscoco,-15.09,-3.18,image,school bus
CLIP_ViT-B32,mscoco,-14.34,-1.51,image,school bus
CLIP_ViT-B32,mscoco,-13.34,-3.70,image,school bus
CLIP_ViT-B32,mscoco,-15.50,-3.96,image,school bus
CLIP_ViT-B32,mscoco,-13.07,-1.27,image,fire truck
CLIP_ViT-B32,mscoco,-25.67,-12.50,image,fire truck
CLIP_ViT-B32,mscoco,-26.92,-8.72,image,fire truck
CLIP_ViT-B32,mscoco,-20.44,-0.37,image,fire truck
CLIP_ViT-B32,mscoco,-15.05,0.03,image,fire truck
CLIP_ViT-B32,mscoco,-24.26,-10.18,image,fire truck
CLIP_ViT-B32,mscoco,-24.97,-7.99,image,fire truck
CLIP_ViT-B32,mscoco,-10.65,-0.15,image,fire truck
CLIP_ViT-B32,mscoco,-24.29,-11.96,image,fire truck
CLIP_ViT-B32,mscoco,-24.57,-11.26,image,fire truck
CLIP_ViT-B32,mscoco,-24.79,-10.21,image,fire truck
CLIP_ViT-B32,mscoco,-23.90,-11.44,image,fire truck
CLIP_ViT-B32,mscoco,-22.83,-9.11,image,fire truck
CLIP_ViT-B32,mscoco,-26.03,-9.77,image,fire truck
CLIP_ViT-B32,mscoco,-24.71,-8.49,image,fire truck
CLIP_ViT-B32,mscoco,-24.54,-9.08,image,fire truck
CLIP_ViT-B32,mscoco,-27.63,-10.50,image,fire truck
CLIP_ViT-B32,mscoco,-25.85,-12.50,image,fire truck
CLIP_ViT-B32,mscoco,-25.68,-11.02,image,fire truck
CLIP_ViT-B32,mscoco,-24.91,-9.37,image,fire truck
CLIP_ViT-B32,mscoco,-26.87,-10.98,image,fire truck
CLIP_ViT-B32,mscoco,-23.41,-9.47,image,fire truck
CLIP_ViT-B32,mscoco,-27.08,-10.60,image,fire truck
CLIP_ViT-B32,mscoco,-25.06,-10.22,image,fire truck
CLIP_ViT-B32,mscoco,-24.95,-8.92,image,fire truck
CLIP_ViT-B32,mscoco,-26.97,-11.93,image,fire truck
CLIP_ViT-B32,mscoco,-23.00,-11.73,image,fire truck
CLIP_ViT-B32,mscoco,-25.41,-10.02,image,fire truck
CLIP_ViT-B32,mscoco,-23.34,-7.97,image,fire truck
CLIP_ViT-B32,mscoco,-21.84,-8.88,image,fire truck
CLIP_ViT-B32,mscoco,-25.25,-11.02,image,fire truck
CLIP_ViT-B32,mscoco,-31.61,10.84,image,fire truck
CLIP_ViT-B32,mscoco,-26.62,-11.01,image,fire truck
CLIP_ViT-B32,mscoco,-25.37,-10.53,image,fire truck
CLIP_ViT-B32,mscoco,-25.53,-11.63,image,fire truck
CLIP_ViT-B32,mscoco,-26.95,-10.40,image,fire truck
CLIP_ViT-B32,mscoco,-22.82,-9.89,image,fire truck
CLIP_ViT-B32,mscoco,-20.44,-0.45,image,fire truck
CLIP_ViT-B32,mscoco,-25.80,-10.21,image,fire truck
CLIP_ViT-B32,mscoco,-23.91,-6.82,image,fire truck
CLIP_ViT-B32,mscoco,-25.53,-11.80,image,fire truck
CLIP_ViT-B32,mscoco,-25.48,-9.04,image,fire truck
CLIP_ViT-B32,mscoco,-21.65,-10.33,image,fire truck
CLIP_ViT-B32,mscoco,-23.43,-9.39,image,fire truck
CLIP_ViT-B32,mscoco,-20.52,-0.23,image,fire truck
CLIP_ViT-B32,mscoco,-24.23,-13.02,image,fire truck
CLIP_ViT-B32,mscoco,-24.74,-10.47,image,fire truck
CLIP_ViT-B32,mscoco,-24.29,-10.70,image,fire truck
CLIP_ViT-B32,mscoco,-27.00,-9.61,image,fire truck
CLIP_ViT-B32,mscoco,-24.98,-11.26,image,fire truck
CLIP_ViT-B32,mscoco,0.48,-8.03,image,suit of clothes
CLIP_ViT-B32,mscoco,-0.29,-11.52,image,suit of clothes
CLIP_ViT-B32,mscoco,-3.06,-13.42,image,suit of clothes
CLIP_ViT-B32,mscoco,-4.06,-12.24,image,suit of clothes
CLIP_ViT-B32,mscoco,-4.10,-10.12,image,suit of clothes
CLIP_ViT-B32,mscoco,0.01,-11.92,image,suit of clothes
CLIP_ViT-B32,mscoco,-1.28,-9.76,image,suit of clothes
CLIP_ViT-B32,mscoco,0.20,-11.68,image,suit of clothes
CLIP_ViT-B32,mscoco,1.52,-8.97,image,suit of clothes
CLIP_ViT-B32,mscoco,-0.84,-12.73,image,suit of clothes
CLIP_ViT-B32,mscoco,-0.56,-10.68,image,suit of clothes
CLIP_ViT-B32,mscoco,-0.78,-8.05,image,suit of clothes
CLIP_ViT-B32,mscoco,-0.78,-14.28,image,suit of clothes
CLIP_ViT-B32,mscoco,0.52,-10.77,image,suit of clothes
CLIP_ViT-B32,mscoco,-4.80,-7.41,image,suit of clothes
CLIP_ViT-B32,mscoco,-1.06,-9.35,image,suit of clothes
CLIP_ViT-B32,mscoco,-1.38,-13.14,image,suit of clothes
