Model,Dataset,x,y,modality,category
CLIP_ViT-B32,mscoco,26.51,-11.81,image,broccoli
CLIP_ViT-B32,mscoco,27.97,-9.80,image,broccoli
CLIP_ViT-B32,mscoco,29.31,-9.07,image,broccoli
CLIP_ViT-B32,mscoco,27.42,-13.24,image,broccoli
CLIP_ViT-B32,mscoco,29.00,-13.42,image,broccoli
CLIP_ViT-B32,mscoco,30.27,-11.78,image,broccoli
CLIP_ViT-B32,mscoco,23.78,-10.84,image,broccoli
CLIP_ViT-B32,mscoco,28.46,-10.47,image,broccoli
CLIP_ViT-B32,mscoco,25.79,-11.75,image,broccoli
CLIP_ViT-B32,mscoco,30.16,-11.69,image,broccoli
CLIP_ViT-B32,mscoco,30.46,-9.78,image,broccoli
CLIP_ViT-B32,mscoco,28.54,-11.56,image,broccoli
CLIP_ViT-B32,mscoco,23.87,-11.07,image,broccoli
CLIP_ViT-B32,mscoco,29.00,-13.18,image,broccoli
CLIP_ViT-B32,mscoco,30.74,-12.91,image,broccoli
CLIP_ViT-B32,mscoco,27.03,-11.51,image,broccoli
CLIP_ViT-B32,mscoco,23.91,-11.39,image,broccoli
CLIP_ViT-B32,mscoco,26.47,-11.30,image,broccoli
CLIP_ViT-B32,mscoco,27.99,-9.45,image,broccoli
CLIP_ViT-B32,mscoco,31.91,-11.33,image,broccoli
CLIP_ViT-B32,mscoco,31.28,-11.15,image,broccoli
CLIP_ViT-B32,mscoco,28.90,-14.17,image,broccoli
CLIP_ViT-B32,mscoco,29.38,-11.30,image,broccoli
CLIP_ViT-B32,mscoco,27.50,-9.95,image,broccoli
CLIP_ViT-B32,mscoco,28.77,-12.46,image,broccoli
CLIP_ViT-B32,mscoco,29.37,-12.93,image,broccoli
CLIP_ViT-B32,mscoco,23.74,-11.73,image,broccoli
CLIP_ViT-B32,mscoco,28.21,-11.19,image,broccoli
CLIP_ViT-B32,mscoco,28.22,-11.48,image,broccoli
CLIP_ViT-B32,mscoco,26.27,-12.40,image,broccoli
CLIP_ViT-B32,mscoco,30.00,-12.49,image,broccoli
CLIP_ViT-B32,mscoco,30.80,-12.43,image,broccoli
CLIP_ViT-B32,mscoco,27.43,-11.86,image,broccoli
CLIP_ViT-B32,mscoco,28.33,-12.08,image,broccoli
CLIP_ViT-B32,mscoco,26.47,-11.47,image,broccoli
CLIP_ViT-B32,mscoco,30.77,-11.01,image,broccoli
CLIP_ViT-B32,mscoco,28.44,-10.29,image,broccoli
CLIP_ViT-B32,mscoco,27.61,-10.88,image,broccoli
CLIP_ViT-B32,mscoco,25.82,-10.88,image,broccoli
CLIP_ViT-B32,mscoco,31.49,-10.81,image,broccoli
CLIP_ViT-B32,mscoco,27.94,-11.53,image,broccoli
CLIP_ViT-B32,mscoco,30.30,-13.44,image,broccoli
CLIP_ViT-B32,mscoco,28.65,-13.06,image,broccoli
CLIP_ViT-B32,mscoco,29.93,-10.14,image,broccoli
CLIP_ViT-B32,mscoco,31.44,-10.81,image,broccoli
CLIP_ViT-B32,mscoco,29.27,-10.10,image,broccoli
CLIP_ViT-B32,mscoco,29.01,-12.14,image,broccoli
CLIP_ViT-B32,mscoco,23.94,-11.25,image,broccoli
CLIP_ViT-B32,mscoco,30.94,-10.33,image,broccoli
CLIP_ViT-B32,mscoco,23.78,-11.09,image,broccoli
CLIP_ViT-B32,mscoco,28.67,2.95,image,beigel
CLIP_ViT-B32,mscoco,25.88,3.53,image,beigel
CLIP_ViT-B32,mscoco,25.56,-0.67,image,beigel
CLIP_ViT-B32,mscoco,25.55,-0.56,image,beigel
CLIP_ViT-B32,mscoco,27.47,3.75,image,beigel
CLIP_ViT-B32,mscoco,25.76,2.88,image,beigel
CLIP_ViT-B32,mscoco,26.62,3.36,image,beigel
CLIP_ViT-B32,mscoco,25.59,-1.14,image,beigel
CLIP_ViT-B32,mscoco,26.02,3.78,image,beigel
CLIP_ViT-B32,mscoco,23.55,3.68,image,beigel
CLIP_ViT-B32,mscoco,26.45,5.15,image,beigel
CLIP_ViT-B32,mscoco,26.15,4.13,image,beigel
CLIP_ViT-B32,mscoco,26.16,5.39,image,beigel
CLIP_ViT-B32,mscoco,26.06,3.26,image,beigel
CLIP_ViT-B32,mscoco,25.40,1.74,image,beigel
CLIP_ViT-B32,mscoco,24.44,3.17,image,beigel
CLIP_ViT-B32,mscoco,24.01,4.64,image,beigel
CLIP_ViT-B32,mscoco,24.94,0.63,image,beigel
CLIP_ViT-B32,mscoco,26.80,4.77,image,beigel
CLIP_ViT-B32,mscoco,24.17,4.09,image,beigel
CLIP_ViT-B32,mscoco,26.84,1.46,image,beigel
CLIP_ViT-B32,mscoco,26.38,6.63,image,beigel
CLIP_ViT-B32,mscoco,25.09,3.59,image,beigel
CLIP_ViT-B32,mscoco,21.71,1.69,image,beigel
CLIP_ViT-B32,mscoco,25.57,0.67,image,beigel
CLIP_ViT-B32,mscoco,27.58,4.98,image,beigel
CLIP_ViT-B32,mscoco,27.61,2.24,image,beigel
CLIP_ViT-B32,mscoco,24.98,2.67,image,beigel
CLIP_ViT-B32,mscoco,28.54,3.86,image,beigel
CLIP_ViT-B32,mscoco,27.75,0.08,image,beigel
CLIP_ViT-B32,mscoco,28.88,4.67,image,beigel
CLIP_ViT-B32,mscoco,26.26,2.42,image,beigel
CLIP_ViT-B32,mscoco,24.26,1.75,image,beigel
CLIP_ViT-B32,mscoco,25.46,4.41,image,beigel
CLIP_ViT-B32,mscoco,27.52,3.09,image,beigel
CLIP_ViT-B32,mscoco,26.68,4.03,image,beigel
CLIP_ViT-B32,mscoco,26.71,4.34,image,beigel
CLIP_ViT-B32,mscoco,25.72,4.66,image,beigel
CLIP_ViT-B32,mscoco,25.82,5.14,image,beigel
