Model,Dataset,x,y,modality,category
CyCLIP,flickr30k,12.10,4.51,image,volleyball
CyCLIP,flickr30k,16.20,-2.56,image,volleyball
CyCLIP,flickr30k,17.65,-7.07,image,volleyball
CyCLIP,flickr30k,17.36,-3.86,image,volleyball
CyCLIP,flickr30k,18.87,-4.28,image,volleyball
CyCLIP,flickr30k,15.80,0.36,image,volleyball
CyCLIP,flickr30k,16.28,-0.77,image,volleyball
CyCLIP,flickr30k,15.74,-0.40,image,volleyball
CyCLIP,flickr30k,14.46,-1.64,image,volleyball
CyCLIP,flickr30k,17.94,-5.31,image,volleyball
CyCLIP,flickr30k,13.73,2.09,image,volleyball
CyCLIP,flickr30k,17.11,0.65,image,volleyball
CyCLIP,flickr30k,15.84,0.85,image,volleyball
CyCLIP,flickr30k,15.53,1.76,image,volleyball
CyCLIP,flickr30k,16.67,-3.11,image,volleyball
CyCLIP,flickr30k,17.48,-6.47,image,volleyball
CyCLIP,flickr30k,13.40,3.87,image,volleyball
CyCLIP,flickr30k,15.49,-2.49,image,volleyball
CyCLIP,flickr30k,14.91,0.76,image,volleyball
CyCLIP,flickr30k,15.41,-3.14,image,volleyball
CyCLIP,flickr30k,16.10,-4.60,image,volleyball
CyCLIP,flickr30k,17.80,-2.20,image,volleyball
CyCLIP,flickr30k,14.73,1.72,image,volleyball
CyCLIP,flickr30k,14.88,1.07,image,volleyball
CyCLIP,flickr30k,18.47,-4.32,image,volleyball
CyCLIP,flickr30k,17.15,-5.23,image,volleyball
CyCLIP,flickr30k,15.48,-1.32,image,volleyball
CyCLIP,flickr30k,13.88,0.70,image,volleyball
CyCLIP,flickr30k,18.24,-4.34,image,volleyball
CyCLIP,flickr30k,14.18,1.94,image,volleyball
CyCLIP,flickr30k,14.02,-1.21,image,volleyball
CyCLIP,flickr30k,13.05,-0.30,image,volleyball
CyCLIP,flickr30k,17.53,-6.44,image,volleyball
CyCLIP,flickr30k,13.25,3.63,image,volleyball
CyCLIP,flickr30k,19.60,-3.50,image,volleyball
CyCLIP,flickr30k,13.36,1.83,image,volleyball
CyCLIP,flickr30k,17.76,-7.46,image,volleyball
CyCLIP,flickr30k,16.17,-2.03,image,volleyball
CyCLIP,flickr30k,15.40,0.99,image,volleyball
CyCLIP,flickr30k,16.37,-5.56,image,volleyball
CyCLIP,flickr30k,1.11,0.93,image,volleyball
CyCLIP,flickr30k,18.47,-5.97,image,volleyball
CyCLIP,flickr30k,14.35,-0.48,image,volleyball
CyCLIP,flickr30k,12.22,0.80,image,volleyball
CyCLIP,flickr30k,13.66,3.93,image,volleyball
CyCLIP,flickr30k,18.96,-5.48,image,volleyball
CyCLIP,flickr30k,18.68,-4.32,image,volleyball
CyCLIP,flickr30k,17.36,-3.10,image,volleyball
CyCLIP,flickr30k,17.45,-2.67,image,volleyball
CyCLIP,flickr30k,15.95,1.28,image,volleyball
CyCLIP,flickr30k,-11.11,-3.30,image,swing
CyCLIP,flickr30k,-8.25,-0.08,image,swing
CyCLIP,flickr30k,-13.38,-3.23,image,swing
CyCLIP,flickr30k,-12.15,0.51,image,swing
CyCLIP,flickr30k,-8.52,2.32,image,swing
CyCLIP,flickr30k,-12.86,-1.31,image,swing
CyCLIP,flickr30k,-9.18,0.64,image,swing
CyCLIP,flickr30k,-11.86,1.06,image,swing
CyCLIP,flickr30k,-12.05,-4.56,image,swing
CyCLIP,flickr30k,-11.46,-1.52,image,swing
CyCLIP,flickr30k,-24.98,6.20,image,swing
CyCLIP,flickr30k,-12.53,-6.11,image,swing
CyCLIP,flickr30k,-8.95,-1.78,image,swing
CyCLIP,flickr30k,-11.30,-5.06,image,swing
CyCLIP,flickr30k,-7.56,-2.07,image,swing
CyCLIP,flickr30k,-11.95,-4.65,image,swing
CyCLIP,flickr30k,-11.14,-4.04,image,swing
CyCLIP,flickr30k,-5.83,-1.43,image,swing
CyCLIP,flickr30k,-7.79,1.04,image,swing
CyCLIP,flickr30k,-11.91,-3.61,image,swing
CyCLIP,flickr30k,-14.79,-4.23,image,swing
CyCLIP,flickr30k,-14.46,-4.57,image,swing
CyCLIP,flickr30k,-12.11,-1.91,image,swing
CyCLIP,flickr30k,-7.94,-1.18,image,swing
CyCLIP,flickr30k,-9.05,-3.67,image,swing
CyCLIP,flickr30k,-11.42,1.36,image,swing
CyCLIP,flickr30k,-8.47,0.01,image,swing
CyCLIP,flickr30k,-13.03,-3.72,image,swing
CyCLIP,flickr30k,-9.97,-1.99,image,swing
CyCLIP,flickr30k,-11.24,-4.03,image,swing
CyCLIP,flickr30k,-9.89,-2.69,image,swing
CyCLIP,flickr30k,-6.82,-0.00,image,swing
CyCLIP,flickr30k,-9.08,-1.48,image,swing
CyCLIP,flickr30k,-11.02,-3.97,image,swing
CyCLIP,flickr30k,-12.98,-6.49,image,swing
CyCLIP,flickr30k,-14.34,-5.80,image,swing
CyCLIP,flickr30k,-10.62,-2.47,image,swing
CyCLIP,flickr30k,-12.08,-6.51,image,swing
CyCLIP,flickr30k,-9.07,-3.96,image,swing
CyCLIP,flickr30k,-14.24,-6.41,image,swing
CyCLIP,flickr30k,-9.69,-5.32,image,swing
CyCLIP,flickr30k,-10.07,-0.65,image,swing
CyCLIP,flickr30k,-13.65,-4.63,image,swing
CyCLIP,flickr30k,-8.84,-1.80,image,swing
CyCLIP,flickr30k,-13.34,-2.68,image,swing
CyCLIP,flickr30k,-10.60,-4.54,image,swing
CyCLIP,flickr30k,-6.92,-1.93,image,swing
CyCLIP,flickr30k,-14.24,-5.91,image,swing
CyCLIP,flickr30k,-14.84,-3.82,image,swing
CyCLIP,flickr30k,0.47,1.16,image,swing
CyCLIP,flickr30k,-29.58,8.60,image,off-roader
CyCLIP,flickr30k,-27.55,9.49,image,off-roader
CyCLIP,flickr30k,-27.17,6.12,image,off-roader
CyCLIP,flickr30k,-24.27,9.35,image,off-roader
CyCLIP,flickr30k,-29.88,10.08,image,off-roader
CyCLIP,flickr30k,-25.26,8.26,image,off-roader
CyCLIP,flickr30k,-27.31,10.30,image,off-roader
CyCLIP,flickr30k,-24.32,7.80,image,off-roader
CyCLIP,flickr30k,-27.48,10.68,image,off-roader
CyCLIP,flickr30k,-29.24,12.31,image,off-roader
CyCLIP,flickr30k,-27.98,7.57,image,off-roader
CyCLIP,flickr30k,-27.99,9.49,image,off-roader
CyCLIP,flickr30k,-27.40,8.78,image,off-roader
CyCLIP,flickr30k,-28.09,10.75,image,off-roader
CyCLIP,flickr30k,-24.03,8.50,image,off-roader
CyCLIP,flickr30k,-28.15,10.03,image,off-roader
CyCLIP,flickr30k,-29.95,11.86,image,off-roader
CyCLIP,flickr30k,-25.03,10.38,image,off-roader
CyCLIP,flickr30k,-27.86,9.19,image,off-roader
CyCLIP,flickr30k,-27.83,8.93,image,off-roader
CyCLIP,flickr30k,-26.85,8.05,image,off-roader
CyCLIP,flickr30k,-27.73,8.12,image,off-roader
CyCLIP,flickr30k,-28.29,6.76,image,off-roader
CyCLIP,flickr30k,-25.05,7.51,image,off-roader
CyCLIP,flickr30k,-30.28,7.93,image,off-roader
CyCLIP,flickr30k,-30.02,12.41,image,off-roader
CyCLIP,flickr30k,-26.60,7.39,image,off-roader
CyCLIP,flickr30k,-28.12,10.11,image,off-roader
CyCLIP,flickr30k,-30.91,11.81,image,off-roader
CyCLIP,flickr30k,-29.74,8.61,image,off-roader
CyCLIP,flickr30k,-28.15,12.22,image,off-roader
CyCLIP,flickr30k,-28.89,10.19,image,off-roader
CyCLIP,flickr30k,-29.27,10.78,image,off-roader
CyCLIP,flickr30k,-28.45,11.24,image,off-roader
CyCLIP,flickr30k,-26.88,11.08,image,off-roader
CyCLIP,flickr30k,-24.36,8.47,image,off-roader
CyCLIP,flickr30k,-28.72,8.22,image,off-roader
CyCLIP,flickr30k,-30.90,9.85,image,off-roader
CyCLIP,flickr30k,-12.88,2.68,image,off-roader
CyCLIP,flickr30k,-23.88,9.26,image,off-roader
CyCLIP,flickr30k,-26.51,10.44,image,off-roader
CyCLIP,flickr30k,-28.46,9.13,image,off-roader
CyCLIP,flickr30k,-26.64,8.73,image,off-roader
CyCLIP,flickr30k,-26.96,9.46,image,off-roader
CyCLIP,flickr30k,-22.96,16.87,image,off-roader
CyCLIP,flickr30k,-29.87,8.79,image,off-roader
CyCLIP,flickr30k,-28.81,9.55,image,off-roader
CyCLIP,flickr30k,-25.23,8.55,image,off-roader
CyCLIP,flickr30k,-27.37,12.01,image,off-roader
CyCLIP,flickr30k,-26.94,10.12,image,off-roader
CyCLIP,flickr30k,17.97,-23.87,image,football helmet
CyCLIP,flickr30k,17.71,-25.25,image,football helmet
CyCLIP,flickr30k,19.97,-25.82,image,football helmet
CyCLIP,flickr30k,18.49,-27.40,image,football helmet
CyCLIP,flickr30k,14.77,-27.66,image,football helmet
CyCLIP,flickr30k,18.15,-27.79,image,football helmet
CyCLIP,flickr30k,14.95,-28.52,image,football helmet
CyCLIP,flickr30k,14.16,-28.03,image,football helmet
CyCLIP,flickr30k,17.70,-24.49,image,football helmet
CyCLIP,flickr30k,18.51,-28.47,image,football helmet
CyCLIP,flickr30k,18.27,-27.95,image,football helmet
CyCLIP,flickr30k,17.55,-27.41,image,football helmet
CyCLIP,flickr30k,16.91,-25.85,image,football helmet
CyCLIP,flickr30k,16.46,-29.45,image,football helmet
CyCLIP,flickr30k,16.33,-28.65,image,football helmet
CyCLIP,flickr30k,14.21,-25.87,image,football helmet
CyCLIP,flickr30k,17.01,-27.05,image,football helmet
CyCLIP,flickr30k,18.73,-27.06,image,football helmet
CyCLIP,flickr30k,19.34,-27.83,image,football helmet
CyCLIP,flickr30k,15.20,-27.86,image,football helmet
CyCLIP,flickr30k,17.22,-29.97,image,football helmet
CyCLIP,flickr30k,18.14,-26.34,image,football helmet
CyCLIP,flickr30k,19.12,-27.33,image,football helmet
CyCLIP,flickr30k,15.01,-29.35,image,football helmet
CyCLIP,flickr30k,17.39,-24.82,image,football helmet
CyCLIP,flickr30k,17.02,-27.85,image,football helmet
CyCLIP,flickr30k,15.32,-29.75,image,football helmet
CyCLIP,flickr30k,14.24,-25.71,image,football helmet
CyCLIP,flickr30k,20.47,-27.32,image,football helmet
CyCLIP,flickr30k,18.03,-28.99,image,football helmet
CyCLIP,flickr30k,18.96,-25.92,image,football helmet
CyCLIP,flickr30k,16.71,-23.90,image,football helmet
CyCLIP,flickr30k,14.95,-29.11,image,football helmet
CyCLIP,flickr30k,17.39,-27.58,image,football helmet
CyCLIP,flickr30k,15.07,-25.01,image,football helmet
CyCLIP,flickr30k,16.04,-29.11,image,football helmet
CyCLIP,flickr30k,15.08,-26.74,image,football helmet
CyCLIP,flickr30k,19.45,-26.56,image,football helmet
CyCLIP,flickr30k,15.86,-28.28,image,football helmet
CyCLIP,flickr30k,17.99,-25.40,image,football helmet
CyCLIP,flickr30k,16.04,-26.29,image,football helmet
CyCLIP,flickr30k,20.37,-26.85,image,football helmet
CyCLIP,flickr30k,18.46,-26.63,image,football helmet
CyCLIP,flickr30k,19.09,-28.35,image,football helmet
CyCLIP,flickr30k,17.22,-29.32,image,football helmet
CyCLIP,flickr30k,20.17,-28.38,image,football helmet
CyCLIP,flickr30k,13.74,-26.03,image,football helmet
CyCLIP,flickr30k,17.60,-28.05,image,football helmet
CyCLIP,flickr30k,15.85,-27.46,image,football helmet
CyCLIP,flickr30k,15.63,-26.85,image,football helmet
CyCLIP,flickr30k,2.30,18.89,image,fountain
CyCLIP,flickr30k,6.58,17.27,image,fountain
CyCLIP,flickr30k,6.17,16.02,image,fountain
CyCLIP,flickr30k,5.77,16.17,image,fountain
CyCLIP,flickr30k,5.32,20.19,image,fountain
CyCLIP,flickr30k,7.53,14.83,image,fountain
CyCLIP,flickr30k,9.05,16.51,image,fountain
CyCLIP,flickr30k,3.82,18.80,image,fountain
CyCLIP,flickr30k,2.78,18.37,image,fountain
CyCLIP,flickr30k,4.97,20.97,image,fountain
CyCLIP,flickr30k,6.05,16.92,image,fountain
CyCLIP,flickr30k,5.49,18.48,image,fountain
CyCLIP,flickr30k,7.01,14.28,image,fountain
CyCLIP,flickr30k,4.15,17.85,image,fountain
