Model,Dataset,x,y,modality,category
CyCLIP,flickr30k,-8.09,24.55,image,umbrella
CyCLIP,flickr30k,-4.85,26.01,image,umbrella
CyCLIP,flickr30k,-6.46,20.85,image,umbrella
CyCLIP,flickr30k,-7.95,22.79,image,umbrella
CyCLIP,flickr30k,-8.54,27.79,image,umbrella
CyCLIP,flickr30k,-8.61,23.28,image,umbrella
CyCLIP,flickr30k,-7.52,23.49,image,umbrella
CyCLIP,flickr30k,-0.68,22.76,image,umbrella
CyCLIP,flickr30k,-9.85,23.71,image,umbrella
CyCLIP,flickr30k,-8.63,25.11,image,umbrella
CyCLIP,flickr30k,-9.38,24.81,image,umbrella
CyCLIP,flickr30k,-7.12,26.48,image,umbrella
CyCLIP,flickr30k,-9.17,25.75,image,umbrella
CyCLIP,flickr30k,-6.35,27.41,image,umbrella
CyCLIP,flickr30k,-6.66,22.04,image,umbrella
CyCLIP,flickr30k,-7.63,25.72,image,umbrella
CyCLIP,flickr30k,-9.44,26.42,image,umbrella
CyCLIP,flickr30k,-8.53,26.07,image,umbrella
CyCLIP,flickr30k,-4.27,20.49,image,umbrella
CyCLIP,flickr30k,-5.47,23.14,image,umbrella
CyCLIP,flickr30k,-8.58,27.60,image,umbrella
CyCLIP,flickr30k,-6.79,28.86,image,umbrella
CyCLIP,flickr30k,-4.69,26.24,image,umbrella
CyCLIP,flickr30k,-7.57,27.69,image,umbrella
CyCLIP,flickr30k,-6.70,22.26,image,umbrella
CyCLIP,flickr30k,-8.19,23.96,image,umbrella
CyCLIP,flickr30k,-8.44,26.96,image,umbrella
CyCLIP,flickr30k,-8.85,24.99,image,umbrella
CyCLIP,flickr30k,-4.69,22.46,image,umbrella
CyCLIP,flickr30k,-6.48,23.13,image,umbrella
CyCLIP,flickr30k,-8.73,26.30,image,umbrella
CyCLIP,flickr30k,-6.41,26.46,image,umbrella
CyCLIP,flickr30k,-6.30,24.21,image,umbrella
CyCLIP,flickr30k,-8.09,26.08,image,umbrella
CyCLIP,flickr30k,-9.66,27.03,image,umbrella
CyCLIP,flickr30k,-7.24,24.94,image,umbrella
CyCLIP,flickr30k,-9.13,25.47,image,umbrella
CyCLIP,flickr30k,-3.62,26.21,image,umbrella
CyCLIP,flickr30k,-7.10,25.67,image,umbrella
CyCLIP,flickr30k,-9.39,24.55,image,umbrella
CyCLIP,flickr30k,-8.49,28.55,image,umbrella
CyCLIP,flickr30k,-6.71,24.21,image,umbrella
CyCLIP,flickr30k,-6.68,25.37,image,umbrella
CyCLIP,flickr30k,-4.61,23.01,image,umbrella
CyCLIP,flickr30k,-7.71,25.39,image,umbrella
CyCLIP,flickr30k,-9.74,26.27,image,umbrella
CyCLIP,flickr30k,-9.70,25.36,image,umbrella
CyCLIP,flickr30k,-8.17,25.45,image,umbrella
CyCLIP,flickr30k,-8.78,24.44,image,umbrella
CyCLIP,flickr30k,-5.82,24.95,image,umbrella
CyCLIP,flickr30k,24.49,1.16,image,off-roader
CyCLIP,flickr30k,24.00,-0.00,image,off-roader
CyCLIP,flickr30k,26.70,-0.85,image,off-roader
CyCLIP,flickr30k,25.75,0.94,image,off-roader
CyCLIP,flickr30k,23.53,0.83,image,off-roader
CyCLIP,flickr30k,24.46,1.91,image,off-roader
CyCLIP,flickr30k,23.80,0.69,image,off-roader
CyCLIP,flickr30k,26.30,0.90,image,off-roader
CyCLIP,flickr30k,25.13,-0.64,image,off-roader
CyCLIP,flickr30k,28.33,-3.24,image,off-roader
CyCLIP,flickr30k,25.56,0.22,image,off-roader
CyCLIP,flickr30k,26.24,-2.32,image,off-roader
CyCLIP,flickr30k,25.23,-2.63,image,off-roader
CyCLIP,flickr30k,24.46,-1.51,image,off-roader
CyCLIP,flickr30k,25.44,-1.22,image,off-roader
CyCLIP,flickr30k,23.37,0.09,image,off-roader
CyCLIP,flickr30k,28.78,-1.28,image,off-roader
CyCLIP,flickr30k,29.91,-1.14,image,off-roader
CyCLIP,flickr30k,25.72,-1.28,image,off-roader
CyCLIP,flickr30k,22.58,-1.06,image,off-roader
CyCLIP,flickr30k,29.63,-0.82,image,off-roader
CyCLIP,flickr30k,27.25,-2.08,image,off-roader
CyCLIP,flickr30k,28.31,-1.71,image,off-roader
CyCLIP,flickr30k,26.62,0.16,image,off-roader
CyCLIP,flickr30k,28.54,-0.19,image,off-roader
CyCLIP,flickr30k,24.49,0.67,image,off-roader
CyCLIP,flickr30k,28.36,-1.10,image,off-roader
CyCLIP,flickr30k,28.47,-2.05,image,off-roader
CyCLIP,flickr30k,26.31,-0.71,image,off-roader
CyCLIP,flickr30k,23.83,-3.24,image,off-roader
CyCLIP,flickr30k,26.77,-3.49,image,off-roader
CyCLIP,flickr30k,24.66,-0.95,image,off-roader
CyCLIP,flickr30k,25.20,-0.08,image,off-roader
CyCLIP,flickr30k,24.61,-0.64,image,off-roader
CyCLIP,flickr30k,26.15,0.33,image,off-roader
CyCLIP,flickr30k,24.92,0.17,image,off-roader
CyCLIP,flickr30k,24.42,-2.17,image,off-roader
CyCLIP,flickr30k,26.07,-0.81,image,off-roader
CyCLIP,flickr30k,26.58,1.51,image,off-roader
CyCLIP,flickr30k,23.64,-1.81,image,off-roader
CyCLIP,flickr30k,24.36,-1.91,image,off-roader
CyCLIP,flickr30k,24.68,-2.46,image,off-roader
CyCLIP,flickr30k,26.82,0.05,image,off-roader
CyCLIP,flickr30k,26.12,2.12,image,off-roader
CyCLIP,flickr30k,25.53,0.62,image,off-roader
CyCLIP,flickr30k,23.88,0.01,image,off-roader
CyCLIP,flickr30k,28.34,-0.48,image,off-roader
CyCLIP,flickr30k,27.70,-0.27,image,off-roader
CyCLIP,flickr30k,24.88,-0.22,image,off-roader
CyCLIP,flickr30k,29.63,-0.37,image,off-roader
CyCLIP,flickr30k,1.70,-21.26,image,racquet
CyCLIP,flickr30k,-3.43,-18.71,image,racquet
CyCLIP,flickr30k,0.38,-19.81,image,racquet
CyCLIP,flickr30k,2.86,-18.49,image,racquet
CyCLIP,flickr30k,0.67,-21.34,image,racquet
CyCLIP,flickr30k,-0.59,-21.87,image,racquet
CyCLIP,flickr30k,-3.14,-21.66,image,racquet
CyCLIP,flickr30k,-3.66,-19.48,image,racquet
CyCLIP,flickr30k,-0.10,-20.59,image,racquet
CyCLIP,flickr30k,-0.34,-23.94,image,racquet
CyCLIP,flickr30k,-0.96,-23.95,image,racquet
CyCLIP,flickr30k,0.76,-19.92,image,racquet
CyCLIP,flickr30k,-3.65,-20.32,image,racquet
CyCLIP,flickr30k,-0.64,-20.07,image,racquet
CyCLIP,flickr30k,-3.71,-22.54,image,racquet
CyCLIP,flickr30k,0.23,-23.08,image,racquet
CyCLIP,flickr30k,0.47,-20.07,image,racquet
CyCLIP,flickr30k,-1.91,-19.28,image,racquet
CyCLIP,flickr30k,1.40,-19.67,image,racquet
CyCLIP,flickr30k,-0.07,-20.85,image,racquet
CyCLIP,flickr30k,-14.02,-15.19,image,racquet
CyCLIP,flickr30k,-4.48,-20.18,image,racquet
CyCLIP,flickr30k,-1.06,-23.79,image,racquet
CyCLIP,flickr30k,1.10,-19.19,image,racquet
CyCLIP,flickr30k,1.62,-19.35,image,racquet
CyCLIP,flickr30k,1.50,-22.27,image,racquet
CyCLIP,flickr30k,0.90,-21.79,image,racquet
CyCLIP,flickr30k,-0.55,-22.46,image,racquet
CyCLIP,flickr30k,-2.45,-22.61,image,racquet
CyCLIP,flickr30k,-3.00,-18.22,image,racquet
CyCLIP,flickr30k,0.06,-22.18,image,racquet
CyCLIP,flickr30k,0.47,-22.38,image,racquet
CyCLIP,flickr30k,-1.39,-21.44,image,racquet
CyCLIP,flickr30k,-1.26,-20.74,image,racquet
CyCLIP,flickr30k,-0.70,-21.69,image,racquet
CyCLIP,flickr30k,-2.42,-21.14,image,racquet
CyCLIP,flickr30k,-3.58,-20.37,image,racquet
CyCLIP,flickr30k,0.82,-21.32,image,racquet
CyCLIP,flickr30k,-2.14,-22.05,image,racquet
CyCLIP,flickr30k,-2.22,-20.49,image,racquet
CyCLIP,flickr30k,-2.36,-19.96,image,racquet
CyCLIP,flickr30k,-0.63,-22.42,image,racquet
CyCLIP,flickr30k,2.29,-19.92,image,racquet
CyCLIP,flickr30k,-1.49,-24.44,image,racquet
CyCLIP,flickr30k,-3.09,-19.09,image,racquet
CyCLIP,flickr30k,1.36,-23.19,image,racquet
CyCLIP,flickr30k,-1.84,-23.44,image,racquet
CyCLIP,flickr30k,-0.22,-18.85,image,racquet
CyCLIP,flickr30k,-2.87,-20.55,image,racquet
CyCLIP,flickr30k,-1.37,-22.75,image,racquet
CyCLIP,flickr30k,3.82,5.99,image,swimming cap
CyCLIP,flickr30k,6.94,8.47,image,swimming cap
CyCLIP,flickr30k,7.40,9.80,image,swimming cap
CyCLIP,flickr30k,-4.03,16.21,image,swimming cap
CyCLIP,flickr30k,2.54,9.32,image,swimming cap
CyCLIP,flickr30k,5.22,9.61,image,swimming cap
CyCLIP,flickr30k,3.99,8.70,image,swimming cap
CyCLIP,flickr30k,-3.58,15.87,image,swimming cap
CyCLIP,flickr30k,4.98,6.84,image,swimming cap
CyCLIP,flickr30k,5.57,6.33,image,swimming cap
CyCLIP,flickr30k,6.82,7.73,image,swimming cap
CyCLIP,flickr30k,4.75,10.53,image,swimming cap
CyCLIP,flickr30k,6.11,8.86,image,swimming cap
CyCLIP,flickr30k,3.17,9.89,image,swimming cap
CyCLIP,flickr30k,6.86,6.61,image,swimming cap
CyCLIP,flickr30k,6.76,9.57,image,swimming cap
