Model,Dataset,x,y,modality,category
CyCLIP,flickr30k,13.15,-2.72,image,swing
CyCLIP,flickr30k,16.84,-5.02,image,swing
CyCLIP,flickr30k,14.66,-6.22,image,swing
CyCLIP,flickr30k,12.11,-3.10,image,swing
CyCLIP,flickr30k,15.93,-10.66,image,swing
CyCLIP,flickr30k,15.90,-1.90,image,swing
CyCLIP,flickr30k,13.41,-5.94,image,swing
CyCLIP,flickr30k,19.00,-9.96,image,swing
CyCLIP,flickr30k,17.31,-1.00,image,swing
CyCLIP,flickr30k,16.21,-7.70,image,swing
CyCLIP,flickr30k,17.62,-6.34,image,swing
CyCLIP,flickr30k,17.06,-5.32,image,swing
CyCLIP,flickr30k,19.18,-7.55,image,swing
CyCLIP,flickr30k,17.55,-4.17,image,swing
CyCLIP,flickr30k,16.71,-2.11,image,swing
CyCLIP,flickr30k,12.27,-8.24,image,swing
CyCLIP,flickr30k,15.56,-0.11,image,swing
CyCLIP,flickr30k,15.70,-9.43,image,swing
CyCLIP,flickr30k,17.86,-2.18,image,swing
CyCLIP,flickr30k,2.99,-24.33,image,swing
CyCLIP,flickr30k,14.71,-4.58,image,swing
CyCLIP,flickr30k,18.64,-8.51,image,swing
CyCLIP,flickr30k,18.85,-3.87,image,swing
CyCLIP,flickr30k,16.48,-8.02,image,swing
CyCLIP,flickr30k,18.09,-6.76,image,swing
CyCLIP,flickr30k,14.84,-1.70,image,swing
CyCLIP,flickr30k,10.20,-8.47,image,swing
CyCLIP,flickr30k,12.86,0.39,image,swing
CyCLIP,flickr30k,17.15,-9.15,image,swing
CyCLIP,flickr30k,16.89,-4.84,image,swing
CyCLIP,flickr30k,15.56,-9.16,image,swing
CyCLIP,flickr30k,18.46,-10.62,image,swing
CyCLIP,flickr30k,17.61,-10.70,image,swing
CyCLIP,flickr30k,13.10,-7.97,image,swing
CyCLIP,flickr30k,18.00,-10.71,image,swing
CyCLIP,flickr30k,15.38,-6.92,image,swing
CyCLIP,flickr30k,14.13,-9.00,image,swing
CyCLIP,flickr30k,18.01,-9.54,image,swing
CyCLIP,flickr30k,14.98,-7.63,image,swing
CyCLIP,flickr30k,15.97,-6.05,image,swing
CyCLIP,flickr30k,18.87,-2.72,image,swing
CyCLIP,flickr30k,16.88,-11.08,image,swing
CyCLIP,flickr30k,15.42,-7.92,image,swing
CyCLIP,flickr30k,13.36,-6.92,image,swing
CyCLIP,flickr30k,15.99,-6.79,image,swing
CyCLIP,flickr30k,12.05,-3.59,image,swing
CyCLIP,flickr30k,16.18,-3.89,image,swing
CyCLIP,flickr30k,21.22,-9.12,image,swing
CyCLIP,flickr30k,15.78,-2.51,image,swing
CyCLIP,flickr30k,17.08,-6.40,image,swing
CyCLIP,flickr30k,-8.42,18.80,image,volleyball
CyCLIP,flickr30k,-13.41,16.42,image,volleyball
CyCLIP,flickr30k,-9.52,18.57,image,volleyball
CyCLIP,flickr30k,-9.00,18.60,image,volleyball
CyCLIP,flickr30k,-7.54,18.14,image,volleyball
CyCLIP,flickr30k,-7.29,19.51,image,volleyball
CyCLIP,flickr30k,-7.00,17.72,image,volleyball
CyCLIP,flickr30k,-5.53,17.91,image,volleyball
CyCLIP,flickr30k,-6.09,20.35,image,volleyball
CyCLIP,flickr30k,-5.91,21.05,image,volleyball
CyCLIP,flickr30k,-4.39,19.94,image,volleyball
CyCLIP,flickr30k,-5.46,18.90,image,volleyball
CyCLIP,flickr30k,-15.17,16.16,image,volleyball
CyCLIP,flickr30k,-3.61,19.92,image,volleyball
CyCLIP,flickr30k,-13.56,17.42,image,volleyball
CyCLIP,flickr30k,-15.01,18.55,image,volleyball
CyCLIP,flickr30k,-8.39,20.77,image,volleyball
CyCLIP,flickr30k,-3.76,21.45,image,volleyball
CyCLIP,flickr30k,-8.18,17.49,image,volleyball
CyCLIP,flickr30k,-15.70,18.48,image,volleyball
CyCLIP,flickr30k,-12.41,18.89,image,volleyball
CyCLIP,flickr30k,-5.13,-4.48,image,volleyball
CyCLIP,flickr30k,-14.41,18.78,image,volleyball
CyCLIP,flickr30k,-13.82,18.44,image,volleyball
CyCLIP,flickr30k,-12.92,19.08,image,volleyball
CyCLIP,flickr30k,-11.39,19.45,image,volleyball
CyCLIP,flickr30k,-10.28,19.63,image,volleyball
CyCLIP,flickr30k,-4.35,20.35,image,volleyball
CyCLIP,flickr30k,-6.66,20.53,image,volleyball
CyCLIP,flickr30k,-12.34,20.62,image,volleyball
CyCLIP,flickr30k,-12.80,14.31,image,volleyball
CyCLIP,flickr30k,-13.76,19.50,image,volleyball
CyCLIP,flickr30k,-10.97,18.70,image,volleyball
CyCLIP,flickr30k,-11.74,17.47,image,volleyball
CyCLIP,flickr30k,-10.90,16.81,image,volleyball
CyCLIP,flickr30k,-11.53,18.99,image,volleyball
CyCLIP,flickr30k,-15.15,16.05,image,volleyball
CyCLIP,flickr30k,-15.13,17.73,image,volleyball
CyCLIP,flickr30k,-8.38,17.24,image,volleyball
