img id,caption,category
279780,The bathroom has three mirrors that surround the sink.,wash-hand basin
456070,A bathroom vanity with a vessel sink and mirror.,wash-hand basin
157087,A room with a sink and a mirror. ,wash-hand basin
209006,"A bathroom with toilet, sink and mirror on tiled wall.",wash-hand basin
360541,A sink sits beside a toilet in a bathroom.,wash-hand basin
494895,A cat perched on the edge of a sink in the bathroom ,wash-hand basin
531948,A mirror hanging over a small white sink.,wash-hand basin
517451,A white sink and a toilet in a room.,wash-hand basin
185296,A small bath room completely tiled in black,wash-hand basin
96998,a bathroom that has a sink and some lights,wash-hand basin
203887,A white bathroom sink sitting next to a white toilet.,wash-hand basin
323470,A hand presses the button on a water fountain nozzle attached to a toilet.,wash-hand basin
342550,a double toilet seat with a roll of toilet paper in front of it,wash-hand basin
541193,A bathroom designed for someone in a wheelchair.,wash-hand basin
535733,A bathroom sink in a bathroom with no plumbing,wash-hand basin
102322,A round urinal is shiny clean except for a fly sitting in there.,wash-hand basin
162343,A bathroom is black with a white sink.,wash-hand basin
454336,A black and white picture of a toilet and sink with a colorful book on the sink.,wash-hand basin
516636,A cat laying inside of a white sink under a faucet.,wash-hand basin
38314,"A bathroom with two white, basin sinks. ",wash-hand basin
349059,"A bathroom sink with a razor, soap, and toothpaste on it.",wash-hand basin
207686,a white marbled bathroom with a rectangular window ,wash-hand basin
515893,The dual sinks each have bowl basins on them.,wash-hand basin
103856,A sink sitting in the middle of a bathroom.,wash-hand basin
61422,A bathroom with a white toilet and a white sink.,wash-hand basin
111727,A cat that is sitting in side of a sink.,wash-hand basin
408859,a bathroom with a sink a mirror and a toilet,wash-hand basin
540795,"A white bathroom toilet, sink, and folded towels.",wash-hand basin
226555,The white bathroom is very sleek and modern.,wash-hand basin
439907,A hotel room bathroom with walk in shower,wash-hand basin
408417,A very odd colored bathroom with tile walls.,wash-hand basin
212525,A sink that has a mirror in the bathroom.,wash-hand basin
19145,a small bathroom with a sink and basket,wash-hand basin
43011,Grey tiled bathroom with 2 toilets and a white pedestal sink.,wash-hand basin
415602,A black bathroom with double sinks and a flower vase. ,wash-hand basin
524954,A urinal is displayed with modern porcelain structuring.,wash-hand basin
79446,A bathroom with a large mirror and ceramic tile.,wash-hand basin
112996,This is a photo of someones sink in their bathroom. ,wash-hand basin
307784,A white sink on a counter in a room.,wash-hand basin
121215,"A bathroom with a mirror, sink, tub, towels and a wash cloth in it. ",wash-hand basin
276295,a black bathroom counter with a sink and three different cups,wash-hand basin
108598,"Modern bathroom with white sink, toilet and shower and chrome fixtures.",wash-hand basin
24498,A blue and white bathroom with white fixtures,wash-hand basin
298732,The reflection of the sink is seen in both the glass shower door and the mirror.,wash-hand basin
311354,A bathroom with two white toilets and a large bathtub.,wash-hand basin
129310,a blue bathroom with a rug and a pink tub sink and toilet,wash-hand basin
178785,"A bathroom that contains a sink, mirror, and hanging towels.",wash-hand basin
39828,A brown and white cat laying in a white bathroom sink . ,wash-hand basin
322783,White bathroom sink with tile countertop and wood cabinet.,wash-hand basin
483862,A large vanity mirror mounted above a sink in a bathroom.,wash-hand basin
517211,The two elephants stay close to each other behind the fence.,Elephas maximus
462997,A couple of gray elephants standing on top of a paved road.,Elephas maximus
132796,People having fun riding elephants together at a park ,Elephas maximus
481200,A man and his young daughter riding on the back of an elephant,Elephas maximus
450117,An elephant standing next to a tree on a grass covered field.,Elephas maximus
142646,An elephant lays in water while a man in a red shirt is near his head another  man is near his neck and a third man is near his back.,Elephas maximus
2255,The elephant is standing alone outside by the trees. ,Elephas maximus
522143,Two elephants stand on a dirt area eating leaves and twigs. ,Elephas maximus
445248,A group of elephants walk around within an enclosure.,Elephas maximus
574747,A group of elephants of different sizes walking together on dirt with a rock formation and trees in the background.,Elephas maximus
345520,Two people ride on elephants across a river,Elephas maximus
285570,A woman and a child are riding an elephant.,Elephas maximus
392985,A small grey adorable elephant stands on a puddle at a zoo.,Elephas maximus
29085,A baby elephant taking a bath in a pool ,Elephas maximus
434135,an elephant with a person on it's back standing outside a colorful building ,Elephas maximus
532439,two elephants chained up to part of a building outdoors ,Elephas maximus
232244,An elephant stands while wearing a colorful cloth.,Elephas maximus
213795,Two elephants pf different heights walking while gated in. ,Elephas maximus
415748,a man in a white shirt is riding an elephant and some buildings,Elephas maximus
395268,A baby elephant is in a rock enclosure on the dirt.,Elephas maximus
30421,There are two elephants are walking in muddy water.,Elephas maximus
410742,A group of elephants dip their trunks into water to take a drink.,Elephas maximus
270505,A man ridding on top of an elephant in a city.,Elephas maximus
346223,An  large elephant walking around in its enclosure,Elephas maximus
560361,Three people are standing on the backs of three elephants.,Elephas maximus
189542,An elephant partially hidden behind a large rock.,Elephas maximus
4278,"A group of elephants, some large and one small, in the water",Elephas maximus
255934,An elephant and elephant calf in their enclosure.,Elephas maximus
260166,Several people are taking a ride on elephants.,Elephas maximus
56359,Two people are riding two elephants during the day.,Elephas maximus
251072,An elephant holding onto the tail of another elephant with its trunk while walking on a road.,Elephas maximus
106896,An elephant picks something up out of the water with its trunk.,Elephas maximus
167781,A man spraying water in front of an elephant's open mouth.,Elephas maximus
191464,a large elephant that is standing out by a fence,Elephas maximus
206318,The adult elephant stands near a large toy ball.,Elephas maximus
87901,an elephant in his pen and some water and rock,Elephas maximus
248481,A few elephants stand among green branches on the ground.,Elephas maximus
227270,Small brown elephant standing next to a tree stump. ,Elephas maximus
575997,A large elephant standing on a city street.,Elephas maximus
495051,a dirty elephant carrying a man on the street,Elephas maximus
55942,There is a person riding on top of an elephant. ,Elephas maximus
480893,A elephant that is standing in the dirt.,Elephas maximus
82456,Two men talk to each other while riding elephants.,Elephas maximus
34777,An elephant going across a little bridge with another elephants trunk waving.,Elephas maximus
567768,A woman and man riding on the back of an elephant along a river.,Elephas maximus
332849,A small gray elephant standing next to a fence.,Elephas maximus
316802,People watching an elephant walking at the zoo,Elephas maximus
488541,A young child walking up to an elephant at a zoo.,Elephas maximus
195578,An elephant adorned with decorations waits behind a fence.,Elephas maximus
322557,A baby elephant standing next to a mama elephant.,Elephas maximus
7616,A picture of cars driving through a street light. ,stoplight
139214,A white car is driving down a city street,stoplight
56432,A man wearing a yellow vest directs traffic at a busy intersecion,stoplight
423005,A traffic light sitting on the side of a road.,stoplight
388026,Light poles in the snow with yellow traffic lights mounted on them.,stoplight
42578,"An empty city street with traffic lights, fence and construction items on the side.",stoplight
499259,A close up shot of a street sign hanging below a traffic light.,stoplight
161578,a bank of signs and signals is on a street corner.,stoplight
106677,Traffic lights and people walking as other on a crane continue with their work,stoplight
63035,a traffic signal on the side of the road in a city,stoplight
527164,A Juice Theory sign is near a red traffic light. ,stoplight
182801,A person crossing a street next to a traffic light.,stoplight
46805, A vehicle underneath traffic lights surrounded by colorful trees. ,stoplight
392618,A blurred picture with fireworks and smoke at the back,stoplight
148306,Colorful don't walk and walk street signal lights.,stoplight
164036,A traffic light on the corner of a city street.,stoplight
397893,"A stoplight, turned red, and some people crossing the road.",stoplight
473741,A green traffic light sitting on the side of the road.,stoplight
346785,a road that is all covered in some snow,stoplight
102506,A traffic light on street next to buildings.,stoplight
287967,Empty road with street light on and red traffic light,stoplight
518638,A traffic light and a street sign are mounted to a pole.,stoplight
279081,a traffic light some signs buildings a street and trees,stoplight
472101,A green traffic light next to a street sign.,stoplight
74466,A set of stop lights that had been completely pushed down.,stoplight
146501,A police car sitting on the road behind barricades.,stoplight
37358,The silhouette of a horse is elevated near a row of tall buildings.,stoplight
186399,A traffic light has a green person on it indicating to walk.,stoplight
435750,A green stop light in front of a high-rise apartment building.,stoplight
303765,Additional traffic signals are added to the traditional stop light.,stoplight
443443,A street at night with reflections of neon lights.,stoplight
201670,A street filled with traffic stopped at a traffic light.,stoplight
271917,The traffic signal looks like it may be on the wrong side of the street.,stoplight
206290,"A sign post with a wrong way sign, a cross walk sign and a traffic light mounted to it.",stoplight
268266,"A yellow advertising sigh that says ""Get fit Get Paid"". ",stoplight
323000,Pedestrians stand at a crosswalk waiting for the light to change.,stoplight
364064,A stop sign tells people and horses not to cross the street.,stoplight
449066,a traffic light with all kinds of signs around it ,stoplight
545447,a traffic light over a city street with cars,stoplight
413975,The view of a busy urban area at night.,stoplight
560440,A street sign that is next to a red light.,stoplight
571943,a pole with a street light and signs next to a bare tree,stoplight
438017,The road is wet because it has rained. ,stoplight
230141,a car is at a light on a snowy day,stoplight
441012,A train and some cars on a city street.,stoplight
573947,A traffic signal is seen at a busy intersection.,stoplight
119748,An intersection with a stoplight and snowy mountains in the background.,stoplight
567118,The electronic traffic signal above the street has green lights.,stoplight
369609,an image of a traffic light in the midsummer,stoplight
432307,Cars stopped at a traffic light next to a house.,stoplight
256930,A variety of vases sit together on a shelf.,vase
131128,A painting of an array of flowers in a vase.,vase
221557,a glass vase with some flowers coming out of it ,vase
379892,A vase with several different species of flower sits on a glass table.,vase
156326,A small black vase of flowers on a table.,vase
193759,A vase of flowers set on a table.,vase
337007,The colorful vase is full of blooming flowers.,vase
187565,A vase of flowers is partially in the dark. ,vase
412172,A properly arranged flower vase on a table.,vase
246716,Roses in a vase on a wooden table,vase
531392,a red vase filled with some red roses ,vase
561698,The roses have been placed in the small vase.,vase
473018,Flowers are in a large vase which is decorated with star garland.,vase
314561,Three vases with yellow flowers on a mantle.,vase
425037,A vase full of flowers and vines. ,vase
291655,A vase filled with yellow and purple flowers.,vase
367853,A vase sitting on a table with colorful flowers in it. ,vase
393129,some plants are in a vase on a table,vase
445689,A glass vase atop a doily holding red roses.,vase
321310,There are several white vase on display small and large ones,vase
410278,a vase with some plants and vegetables in it,vase
124995,A variety of items sit on top of a counter.,vase
121977,A pink and white flower with leaves is in a blue vase.,vase
295286,The flowers are in a vase on the table.,vase
53503,A petty pink and white flower in a green vase.,vase
210193,The flowers are in a vase with a yellow background.,vase
351966,White and yellow flowers in a metal vase. ,vase
366630,A small white vase of purple flowers on a table.,vase
374677,A display of a purple flower in a brown vase.,vase
353568,Blue and white flowers stand in a vase that is tinted green.,vase
117455,Five clear jars with yellow flowers sitting on a bench.,vase
481009,A table with three vases and flowers in one of them,vase
29698,An arrangement of flowing in a vase next to dark,vase
320081,two vases with flowers in them on a table,vase
278923,An artistic vase with a depiction of an octopus on it.,vase
353298,a vase with a pink flower inside of it. ,vase
136993,A black vase filled with white roses sitting on top of a table.,vase
331392,A white glass vase filled with flowers on top of a table.,vase
579453,The small vase is holding a bunch of flowers. ,vase
2346,A table with a few vases on it with flowers.,vase
204670,A vase with a painted of a man and a horse on the side of it.,vase
102662,Purple and yellow flowers inside a blue vase on the table.,vase
11723,a blue vase filled with white flowers on a table,vase
462663,A flower arrangement with pink flowers in a white vase.,vase
271351,a vase that has a big red rose in it,vase
326308,A cup filled with pink and dark pink flowers.,vase
79670,A vase filled with flowers sitting on a counter.,vase
348597,There are purple flowers in the small vase.,vase
167240,A vase siting on top of a wooden shelf near a map.,vase
377465,This is a drawn picture of a vase of flowers.,vase
485106,A woman feeding a horse that is behind a fence.,sorrel
383172,Two horses stick their heads over the top bar of a wooden fence.,sorrel
395140,A very pretty brown horse in a grassy field.,sorrel
551260,A wet woman with two horses wading through a river,sorrel
469603,A brown horse looking out of a window in his stall.,sorrel
165232,Two horses standing on a grass covered hill.,sorrel
150098,A brown horse grazing in a green field.,sorrel
55897,A young girl with her hand out feeding a horse.,sorrel
64442,A brown and white horse standing in front of a pony.,sorrel
275025,There is a horse standing on the grass. ,sorrel
539906,"GIRL WITH HAT IN HAND, ON THE BACK OF A RUNNING HORSE",sorrel
512296,A group of horses standing next to each other.,sorrel
235981,Very large mule standing in an open field,sorrel
569253,A brown horse standing in an open green field in front of a hill.,sorrel
121333,Two brown horses next to each other in a field.,sorrel
489906,A baby horse eating hay while fenced in.,sorrel
393677,A horse and a pony graze in a grassy field.,sorrel
75405,Two horses lean down to eat some grass.,sorrel
26521,Horses are mulling around in a corral.  ,sorrel
250352,a brown and white horse and a white and black horse,sorrel
217726,A close up picture of a black and brown horse.,sorrel
569065,a brown and white horse in a field of dirt and grass,sorrel
75611,two horses standing side by side in a field,sorrel
367818,A midsized horse in a field with her rider standing,sorrel
441442,a man is riding a brown horse down a green field,sorrel
13294,A horse galloping through the sand on a farm.,sorrel
104149,A horse stands next to a pen of sheep.,sorrel
468035,"A horse, of course, standing in the dirt next to a structure.",sorrel
348074,A boy riding a horse while a mean leads it.,sorrel
12748,a little boy touching the nose of a brown horse,sorrel
250703,A horse standing in the grass near a fence.,sorrel
339009,A cute blonde woman leading a brown horse with a child riding it.,sorrel
340478,The  brown and white horse is walking in the road.,sorrel
101794,a couple of people are walking with horses,sorrel
404992,A girl rides her horse on a track with her helmet.,sorrel
237715,A herd of horses running through a grassy field,sorrel
266631,A colt standing in the grass in a fenced in area.,sorrel
70636,Four horses are standing close to each other in a field.,sorrel
456147,A horse statue is in a field of daises.,sorrel
317091,A woman touches her fingertips to a brown horse while holding its reigns at stables.,sorrel
448657,An athlete is guiding a horse over an obstacle.,sorrel
551597,There is a brown and white horse eating grass on a field.,sorrel
118209,Two horses standing behind a wire fence on the grass.,sorrel
77928,A man in a baseball cap near a horse. ,sorrel
567055,A brown and white with blue eyes stands in a pasture and looks off to his right. ,sorrel
56800,A woman holding the head of a horse wearing a bridle.,sorrel
533599,Two brown horses next to each other outside. ,sorrel
142428,Woman in jeans and pink shirt riding a horse.,sorrel
552371,"Two horses stand outside in their corral, with mountains in the background.",sorrel
290957,A horse with white socks grazing in the grass near a home.,sorrel
