img id,caption,category
452846,A cutting board topped with broccoli and onions on top of a cutting board.,broccoli
527695,A white tray of broccoli on a table.,broccoli
321543,A pan filled with broccoli and beef and oil.,broccoli
335427,some broccoli in a soup in a bowl,broccoli
329004,A bowl of noodles with chicken chunks and broccoli,broccoli
534519,a close up of a plate of food with broccoli,broccoli
482069,A plant of broccoli that is growing in a garden.,broccoli
48719,A pile of broccoli with bacon bits covered in ranch dressing.,broccoli
87064,"A table has potatoes, carrots, onions and broccoli.",broccoli
243104,A plate of food with lots of vegetables.,broccoli
395998,A lunch container is packed with delicious food.,broccoli
47648,The meal is in the bowl ready to be eaten.,broccoli
284684,The broccoli is surrounded by the large green leaves.,broccoli
242505,A bowl that is filled with macaroni shells and broccoli.,broccoli
93581,A plate of meat and broccoli on the table,broccoli
196210,A plastic colander bowl filled with raw broccoli.,broccoli
29906,Garden filled with greenery including a broccoli leaf.,broccoli
159332,A pile of green broccoli sitting on top of a brown table.,broccoli
426777,A pan topped with a half of a pizza.,broccoli
98044,A meal of meat and vegetables displayed on a plate.,broccoli
293810,The meal consists of meat with brocolli on the side.,broccoli
93427,Some cut up broccoli and some small noodles.,broccoli
329652,Shrimp and broccoli with lemon on a plate.,broccoli
239005,There is a small serving of broccoli and cheese.,broccoli
572051,A mixture of food all on a plate .,broccoli
245472,Noodles and broccoli is ready to be served on a plate.,broccoli
354946,The small butterfly has landed on the green plant. ,broccoli
90707,A bowl of broccoli sits beside a lemon wedge.,broccoli
221245,A blue bowl filled with cooked broccoli florets,broccoli
275175,"A cutting board, small knife and assorted vegetables.",broccoli
287369,a bowl with some vegetables and meat inside of it ,broccoli
214030,A plate of food featuring stir friend vegetables.,broccoli
157390,a close up of a bowl of carrots and broccoli,broccoli
143470,Pasta and broccoli on a white plate on a table.,broccoli
381195,a plate of broccoli being prepared to be eaten ,broccoli
125142,"A plate topped with fish, rice and broccoli.",broccoli
360660,Broccoli with an orange sweet glaze on top.,broccoli
369869,A frying pan filled with vegetables on a stove top.,broccoli
371506,A broccoli sprout with a toy phone up to its non-existent ear,broccoli
136027,a plate with pasta and chicken as well as veggies.,broccoli
31568,a plate with some cut up broccoli in it ,broccoli
65971,"Container with mashed potatoes, broccoli, salmon, and a plastic fork.",broccoli
573975,a soupy looking bowl of broccoli and raisins ,broccoli
212118,"A bowl of food with broccoli, sausage, peppers and other vegetables.",broccoli
441678,A large piece of meat has been grilled next to sides of vegetables.,broccoli
333918,a pan filled with broccoli and sausage as well as a wooden spoon,broccoli
363559,A white plate piled with barley and vegetables on it,broccoli
142500,A big bunch of broccoli next to a persons hand.,broccoli
85998,A table with white plates of food that include broccoli and chicken.,broccoli
71429,"A leafy, green, garden plant with a floral growth in the center.",broccoli
562904,A crowded counter top has cakes on it.,beigel
147914,Three yummy looking doughnuts lined up on a white plate.,beigel
267035,A sesame seed tuna bagel sandwich on a white plate.,beigel
16292,a half eaten bagle stuffed with meats and vegetables,beigel
18089,Three donuts inside a card board shaped box.,beigel
160143,THERE IS A GLAZED DONUT WITH BACON IN THE MIDDLE OF IT ON A PLATE,beigel
497484,A lone glazed doughnut sits within a paper box.,beigel
297552,A sandwich cut into two halves on a plate.,beigel
223165,"There are two donuts on a plate one with chocolate and nuts, and one plain.",beigel
420938,four donuts sitting on top of a counter next to a sink.,beigel
411624,A variety of donuts are displayed in a Dunkin Donuts. ,beigel
382102,A plate full of different flavor and decorated doughnuts.,beigel
286910,An open white  box of assorted decorated doughnuts ,beigel
557137,THIS IS A CLOSE UP PICTURE OF A SINGLE GLAZED DONUT,beigel
166124,Five bagels are on a metal rack. ,beigel
357620,A crumb-glazed doughnut rests on a plate. ,beigel
148129,Donuts being made in factor and dropping into holding area.,beigel
151405,These bagel sandwiches have tomatoes on the inside.,beigel
391088,Six different types of doughnuts sit in a box: there is a glazed and several different types of frosting on the doughnuts.,beigel
523772,Three doughnuts sitting on tissue paper around a cup of tea.,beigel
344802,A glazed donut and a glass of juice on a tellow plate.,beigel
