img id,caption,category
2266019996,A snowboarder posed mid-jump .,ski
3165123595,Skiers in uniform progress down a snowy slope .,ski
4242573381,"A man is bent over , attaching snowshoes .",ski
4338039834,A snow covered landscape with light fixtures and a red fence .,ski
7188003,"An adventurous skier skillfully moved down the steep , snowy slope at a high rate of speed .",ski
2215136723,A toddler in a red jacket is balancing on top of snow .,ski
3325129757,Snowboarder performing a trick high in the air in a snowy area .,ski
3303787342,Person in green jacket and backpack biking through snow,ski
3369252082,A man is crosscountry skiing .,ski
3177799416,A person snowboarding down a snowy hill .,ski
3443030942,This woman is skiing down a snowy hill .,ski
5444535493,A trio of people are hiking throughout a heavily snowed path .,ski
2187904131,Some skiers at a resort .,ski
6497851023,"A man in a black and yellow jacket is snowboarding , while others stand in the background .",ski
3301859683,A man skiing down a hill .,ski
2637510448,Person in pink skis wearing skis on a slope .,ski
1472053993,A skier going down the snowy hill .,ski
4264591578,Two kids playing with a red sled in the snow .,ski
1397923690,A skier wearing a black backpack is making his way down a hill .,ski
5408221986,Four people are on a ski slope .,ski
4591391059,a content skier in a yellow jacket posing for a picture on the slopes .,ski
3173014908,A person skiing downhill in the snow .,ski
2052953131,A person wearing a red jacket climbs a snowy hill .,ski
6503557611,A snowboarder in a blue hat catches some air .,ski
6858312644,A snowboarder is grinding on a rail down a slope with snow all around .,ski
3174919870,A woman is in skis in the snow .,ski
3698607223,People in summer clothing racing down a snowy hill .,ski
5222250994,One lone skier is making his way down a snowy mountain slope which has many ski track marks visible on the snow pack and a ski lift in the background .,ski
3344040145,A person in a red jacket yelling something with a snow scene in the background .,ski
3344798356,A small child in a blue hat and coat skis on the snow .,ski
3484070900,A man doing a jump on a snowboard,ski
4201813513,"A skier is skiing downhill , making a turn .",ski
3209564153,A person skiing down a hill .,ski
2926786902,Somone is high in the air doing a ski jump .,ski
514222285,A little child is in full ski gear while standing on the snow .,ski
4478838764,The children 's ski class is lined up listening to the instructor .,ski
3154528397,A skier flies through the air .,ski
3747007211,This person is skiing down a snowy mountain .,ski
6935556464,"Two men wearing white with team logos , kayaking in turbulent water .",ski
5523538212,"A skier in midair , On a snowy day with other skiers in the background .",ski
2339140905,A woman wearing a yellow jacket traversing on skis .,ski
3341084434,A skier making a sharp turn on a slope .,ski
3166578139,Skier skiing downhill,ski
3380364224,Snowboarder in midair above snowy hill .,ski
3342487512,A snowboarder is attempting a jump on a crafted ski run .,ski
336551615,Two hikers are backpacking up a snow slope .,ski
3371266735,Skiiers race in the snow .,ski
5312974716,A man in orange snowboarding away from the camera .,ski
5550039813,"A person is upside down , doing a flip on a snowboard .",ski
3416460533,A man in a blue an yellow coat ski jumps .,ski
3654869593,A few young boys throwing a football over a volleyball net .,volleyball
6283123175,A volleyball player jumps to reach the ball in an all-women 's game .,volleyball
6569938885,"3 team members , wearing 3 uniforms , are jumping towards the volleyball nets to block an opposing teams , wearing a yellow uniforms , spike .",volleyball
3677992640,A girl with a damn nice booty is getting a nice block in a beach volleyball game .,volleyball
5822447877,Two children in bating suits are playing with a volleyball on a beautiful beach .,volleyball
3048904615,Some young girls in swimsuits playing volleyball on a sandy field .,volleyball
1875237930,"Three women are playing volleyball , the woman in blue has hit the ball over the net .",volleyball
7754828606,"A male volleyball player in red attempts a hit against two blockers in blue and white , during an Olympic indoor volleyball match .",volleyball
6188752802,"A woman player in white and black , sends the volleyball over the net , while the opposing team in navy blue , tries to block it , as the coach and a few spectators watch , in a gym .",volleyball
7001163737,Men 's Volleyball team member jumps up into the air to spike the ball into the other teams playing field .,volleyball
6926512292,A woman in a swimsuit bumps the volleyball .,volleyball
6638041153,"Two teams of women , one in blue and white and one in green and white , are playing volleyball .",volleyball
2290330500,A woman plays volleyball .,volleyball
2664870203,A man in red shorts hits a volleyball in the air as another man watches .,volleyball
8207226893,Excited girls gather together at a volleyball match .,volleyball
2501548593,Two woman beach volleyball players jump during a match .,volleyball
7732302510,A girl dives to hit a volleyball over a net while another moves into position to intercept .,volleyball
6492500461,"A young girl , wearing her team uniform , is preparing to hit a ball , as another girl watches .",volleyball
8188882833,Two men volleyball players in light blue uniforms spiking the ball over the net during a men 's volleyball game .,volleyball
3467073304,a skinny woman spikes a volleyball over the net .,volleyball
2194797921,The girl in the brown shirt is hanging onto a blue pole .,volleyball
220631119,A woman spikes a volleyball as the opposing player tries to block the ball .,volleyball
2468921460,A women 's volleyball team plays in a brown and green gymnasium .,volleyball
2845913086,People are playing volleyball at the beach .,volleyball
7720725874,Three girls are outside in a sandy area playing volleyball while a seated woman in the background photographs them .,volleyball
3290744071,Two women are jumping while playing volleyball on the beach .,volleyball
7700080810,Two teams competing in the Olympics .,volleyball
2937461473,Several children are all engaging in excersise,volleyball
7720724626,A woman is playing volleyball on the beach and is waiting for the ball to come down .,volleyball
2742801792,Man in board shorts is playing beach volleyball .,volleyball
7694340978,A volleyball player hitting a ball on the beach .,volleyball
2502375224,Women wearing blue and green playing volleyball in the sand .,volleyball
7725130978,A member of the women 's Austrian beach volleyball team attempts a spike against China at the 2012 Olympics .,volleyball
4073086719,"From one girl tackling another , I say hold on to your drink !",volleyball
7034076961,"Two men , one in black and white and one in red , are playing beach volleyball .",volleyball
8126936141,Two members of a volleyball team jump up in an attempt to block the ball that was just hit by the opposing team 's player .,volleyball
2806006698,Man spiking volleyball over net with other player in front of him .,volleyball
7725132206,A girl about to spike the ball in a 2 on 2 volleyball game at the 2012 olympics .,volleyball
2845914142,A volleyball player at the 2008 beijing olympics .,volleyball
5825529550,A kid wearing all red prepares to catch the ball flying towards him .,volleyball
3474139683,A blond-haired girl wearing a white shirt and dark jeans holds a yellow and white ball .,volleyball
5610848512,A bare-chested man in gray shorts is posed to hit a volleyball in midair .,volleyball
542714962,An all men volleyball game is full action with a tall man in shades is ready to block an oncoming volley .,volleyball
3171609109,A small image used to signify a broken web image link,volleyball
6188880632,Two volleyball players against the net trying to block a shot from the other team .,volleyball
2468906010,"A picture of two volleyball teams with one girl on the ground , looks like she hit the floor .",volleyball
4683661511,"PLayers in midair , on the net , in volleyball game trying to hit the volleyball to score .",volleyball
3364258732,Men training for ballet dancing in gym,volleyball
7700078440,Two volleyball teams face off against each other and one team is getting ready to block or spike the ball .,volleyball
3321915205,A man in red swim trunks is serving a beach volleyball .,volleyball
4526155267,An elderly woman with a pink umbrella is walking down the street .,umbrella
250346988,A woman in a blue straw hat holding up an umbrella .,umbrella
2426303900,Two little kids are in a bathtub with a yellow and blue umbrella .,umbrella
4628337496,A woman shielding her face from the sun with a colorful umbrella .,umbrella
4963339615,Two girls walking underneath a purple umbrella .,umbrella
532241548,"A crowd of people , all wearing raincoats with hoods pulled up , listening to a man wearing a red and blue raincoat , with curly brunette hair , speaks .",umbrella
4564857014,Two women standing at a train station in the rain .,umbrella
3287415664,A woman an children walking on a rainy street in the city .,umbrella
4951904588,"These little girls are in Chinese geisha outfits and makeup , holding red umbrellas .",umbrella
4673937284,Two women are walking under an umbrella while it is raining .,umbrella
6040615333,A man sitting on a giant beanbag on a beach .,umbrella
4685287275,woman with umbrella riding bike behind couple walking while using one umbrella,umbrella
463554115,An Asian lady wearing a blue blouse and an umbrella in her right hand waiting for somebody to come and pick her up because she has a lot of baggage with her .,umbrella
4771254001,a woman holds a white umbrella .,umbrella
1238849490,a crowd gathers around a lady with an acoustic guitar who is performing,umbrella
182246705,"A child , carrying a closed blue umbrella , is walking with another child who is under a yellow umbrella , on a muddy path .",umbrella
463551598,Three people stand underneath and umbrella in front of a crowd of people .,umbrella
4981165601,A man with an umbrella is standing on a hillside and its raining .,umbrella
7640940298,Customers pick out snacks at a food stand outside a chinese temple,umbrella
