Model,Dataset,x,y,modality,category
FLAVA,mscoco,-36.91,5.78,image,Acinonyx jubatus
FLAVA,mscoco,-43.17,1.74,image,Acinonyx jubatus
FLAVA,mscoco,-40.66,5.05,image,Acinonyx jubatus
FLAVA,mscoco,-35.54,5.26,image,Acinonyx jubatus
FLAVA,mscoco,-38.56,0.99,image,Acinonyx jubatus
FLAVA,mscoco,-38.81,2.34,image,Acinonyx jubatus
FLAVA,mscoco,-35.76,3.80,image,Acinonyx jubatus
FLAVA,mscoco,-37.55,4.04,image,Acinonyx jubatus
FLAVA,mscoco,-41.42,1.07,image,Acinonyx jubatus
FLAVA,mscoco,-39.64,5.02,image,Acinonyx jubatus
FLAVA,mscoco,-40.49,1.94,image,Acinonyx jubatus
FLAVA,mscoco,-39.88,4.34,image,Acinonyx jubatus
FLAVA,mscoco,-40.90,3.14,image,Acinonyx jubatus
FLAVA,mscoco,-37.57,2.41,image,Acinonyx jubatus
FLAVA,mscoco,-40.33,2.29,image,Acinonyx jubatus
FLAVA,mscoco,-40.16,1.35,image,Acinonyx jubatus
FLAVA,mscoco,-36.59,3.47,image,Acinonyx jubatus
FLAVA,mscoco,-41.85,3.29,image,Acinonyx jubatus
FLAVA,mscoco,-36.64,5.89,image,Acinonyx jubatus
FLAVA,mscoco,-38.38,4.71,image,Acinonyx jubatus
FLAVA,mscoco,-34.54,4.72,image,Acinonyx jubatus
FLAVA,mscoco,-34.43,3.77,image,Acinonyx jubatus
FLAVA,mscoco,-40.36,4.16,image,Acinonyx jubatus
FLAVA,mscoco,-39.72,3.21,image,Acinonyx jubatus
FLAVA,mscoco,-41.50,2.46,image,Acinonyx jubatus
FLAVA,mscoco,-40.81,1.67,image,Acinonyx jubatus
FLAVA,mscoco,-35.67,6.29,image,Acinonyx jubatus
FLAVA,mscoco,-35.59,2.24,image,Acinonyx jubatus
FLAVA,mscoco,-41.11,4.68,image,Acinonyx jubatus
FLAVA,mscoco,-36.82,4.68,image,Acinonyx jubatus
FLAVA,mscoco,-37.16,4.32,image,Acinonyx jubatus
FLAVA,mscoco,-35.68,5.42,image,Acinonyx jubatus
FLAVA,mscoco,-35.61,2.25,image,Acinonyx jubatus
FLAVA,mscoco,-35.50,4.04,image,Acinonyx jubatus
FLAVA,mscoco,-40.60,4.35,image,Acinonyx jubatus
FLAVA,mscoco,-39.38,0.42,image,Acinonyx jubatus
FLAVA,mscoco,-42.22,1.68,image,Acinonyx jubatus
FLAVA,mscoco,-37.55,5.92,image,Acinonyx jubatus
FLAVA,mscoco,-42.34,2.16,image,Acinonyx jubatus
FLAVA,mscoco,-35.50,3.93,image,Acinonyx jubatus
FLAVA,mscoco,-40.87,1.32,image,Acinonyx jubatus
FLAVA,mscoco,-36.01,4.32,image,Acinonyx jubatus
FLAVA,mscoco,-40.84,3.37,image,Acinonyx jubatus
FLAVA,mscoco,-39.68,1.45,image,Acinonyx jubatus
FLAVA,mscoco,-39.74,2.87,image,Acinonyx jubatus
FLAVA,mscoco,-41.03,0.76,image,Acinonyx jubatus
FLAVA,mscoco,-39.15,3.16,image,Acinonyx jubatus
FLAVA,mscoco,-42.25,1.20,image,Acinonyx jubatus
FLAVA,mscoco,-40.45,3.01,image,Acinonyx jubatus
FLAVA,mscoco,-42.72,1.78,image,Acinonyx jubatus
FLAVA,mscoco,-2.74,8.72,image,eatery
FLAVA,mscoco,-4.49,17.84,image,eatery
FLAVA,mscoco,-6.64,13.34,image,eatery
FLAVA,mscoco,-3.39,19.83,image,eatery
FLAVA,mscoco,-6.42,17.00,image,eatery
FLAVA,mscoco,-2.02,20.74,image,eatery
FLAVA,mscoco,2.07,18.12,image,eatery
FLAVA,mscoco,-0.28,20.87,image,eatery
FLAVA,mscoco,-4.36,15.44,image,eatery
FLAVA,mscoco,-1.92,8.90,image,eatery
FLAVA,mscoco,-5.99,19.25,image,eatery
FLAVA,mscoco,1.65,19.06,image,eatery
FLAVA,mscoco,-1.10,18.65,image,eatery
FLAVA,mscoco,-4.64,17.84,image,eatery
FLAVA,mscoco,-2.06,18.45,image,eatery
FLAVA,mscoco,-3.65,16.64,image,eatery
FLAVA,mscoco,3.05,15.76,image,eatery
FLAVA,mscoco,-2.02,17.68,image,eatery
FLAVA,mscoco,-3.75,8.96,image,eatery
FLAVA,mscoco,-6.36,17.00,image,eatery
FLAVA,mscoco,-2.20,20.76,image,eatery
FLAVA,mscoco,-3.37,7.90,image,eatery
FLAVA,mscoco,-2.17,18.38,image,eatery
FLAVA,mscoco,-5.94,14.05,image,eatery
FLAVA,mscoco,10.13,2.84,image,eatery
FLAVA,mscoco,-4.91,13.63,image,eatery
FLAVA,mscoco,-4.40,15.58,image,eatery
FLAVA,mscoco,-2.63,10.54,image,eatery
FLAVA,mscoco,-0.74,9.77,image,eatery
FLAVA,mscoco,-0.42,20.38,image,eatery
FLAVA,mscoco,-1.44,8.31,image,eatery
FLAVA,mscoco,1.02,19.44,image,eatery
FLAVA,mscoco,-3.61,19.90,image,eatery
FLAVA,mscoco,3.25,15.02,image,eatery
FLAVA,mscoco,-6.22,10.89,image,eatery
FLAVA,mscoco,-4.62,10.27,image,eatery
FLAVA,mscoco,-6.01,19.27,image,eatery
FLAVA,mscoco,3.27,14.48,image,eatery
FLAVA,mscoco,-4.57,18.40,image,eatery
FLAVA,mscoco,1.83,19.05,image,eatery
FLAVA,mscoco,-7.16,14.60,image,eatery
FLAVA,mscoco,-7.07,14.48,image,eatery
FLAVA,mscoco,-2.11,20.37,image,eatery
FLAVA,mscoco,3.58,15.99,image,eatery
FLAVA,mscoco,-0.68,18.69,image,eatery
FLAVA,mscoco,2.09,18.16,image,eatery
FLAVA,mscoco,1.78,16.35,image,eatery
FLAVA,mscoco,4.24,13.49,image,eatery
FLAVA,mscoco,0.69,9.76,image,eatery
FLAVA,mscoco,-0.05,19.75,image,eatery
FLAVA,mscoco,13.10,-12.20,image,monocycle
FLAVA,mscoco,16.12,-12.30,image,monocycle
FLAVA,mscoco,17.68,-13.56,image,monocycle
FLAVA,mscoco,14.67,-14.56,image,monocycle
FLAVA,mscoco,16.89,-12.62,image,monocycle
FLAVA,mscoco,19.37,-11.07,image,monocycle
FLAVA,mscoco,15.53,-14.62,image,monocycle
FLAVA,mscoco,12.63,-10.08,image,monocycle
FLAVA,mscoco,13.22,-11.14,image,monocycle
FLAVA,mscoco,13.94,-11.89,image,monocycle
FLAVA,mscoco,19.13,3.53,image,monocycle
FLAVA,mscoco,18.62,1.03,image,monocycle
FLAVA,mscoco,19.83,0.22,image,monocycle
FLAVA,mscoco,15.62,-15.68,image,monocycle
FLAVA,mscoco,17.53,2.26,image,monocycle
FLAVA,mscoco,19.53,-10.72,image,monocycle
FLAVA,mscoco,17.60,-12.89,image,monocycle
FLAVA,mscoco,17.84,-14.29,image,monocycle
FLAVA,mscoco,15.74,-11.99,image,monocycle
FLAVA,mscoco,17.26,-13.73,image,monocycle
FLAVA,mscoco,16.85,-15.46,image,monocycle
FLAVA,mscoco,14.26,-15.24,image,monocycle
FLAVA,mscoco,19.28,-13.81,image,monocycle
FLAVA,mscoco,14.90,-15.19,image,monocycle
FLAVA,mscoco,16.58,-14.03,image,monocycle
FLAVA,mscoco,15.07,-12.72,image,monocycle
FLAVA,mscoco,15.21,-16.68,image,monocycle
FLAVA,mscoco,6.25,8.03,image,monocycle
FLAVA,mscoco,14.85,-14.23,image,monocycle
FLAVA,mscoco,13.80,-12.06,image,monocycle
