Model,Dataset,x,y,modality,category
FLAVA,mscoco,3.74,35.86,image,tup
FLAVA,mscoco,3.03,34.31,image,tup
FLAVA,mscoco,4.37,35.21,image,tup
FLAVA,mscoco,2.83,31.59,image,tup
FLAVA,mscoco,3.16,32.78,image,tup
FLAVA,mscoco,1.03,33.46,image,tup
FLAVA,mscoco,3.12,30.46,image,tup
FLAVA,mscoco,0.51,30.77,image,tup
FLAVA,mscoco,-2.15,31.70,image,tup
FLAVA,mscoco,-0.35,33.88,image,tup
FLAVA,mscoco,0.89,31.70,image,tup
FLAVA,mscoco,2.78,35.94,image,tup
FLAVA,mscoco,3.00,30.47,image,tup
FLAVA,mscoco,-1.01,31.33,image,tup
FLAVA,mscoco,5.49,29.58,image,tup
FLAVA,mscoco,4.75,31.68,image,tup
FLAVA,mscoco,4.27,34.75,image,tup
FLAVA,mscoco,3.99,32.86,image,tup
FLAVA,mscoco,5.54,29.86,image,tup
FLAVA,mscoco,-2.11,29.60,image,tup
FLAVA,mscoco,4.92,35.16,image,tup
FLAVA,mscoco,-3.32,30.19,image,tup
FLAVA,mscoco,-0.12,32.81,image,tup
FLAVA,mscoco,1.81,32.64,image,tup
FLAVA,mscoco,4.05,34.75,image,tup
FLAVA,mscoco,1.68,30.53,image,tup
FLAVA,mscoco,2.13,34.72,image,tup
FLAVA,mscoco,-0.23,31.42,image,tup
FLAVA,mscoco,0.59,31.49,image,tup
FLAVA,mscoco,-0.38,33.76,image,tup
FLAVA,mscoco,1.38,29.07,image,tup
FLAVA,mscoco,-0.14,32.20,image,tup
FLAVA,mscoco,3.84,30.22,image,tup
FLAVA,mscoco,-1.56,30.60,image,tup
FLAVA,mscoco,-1.98,32.39,image,tup
FLAVA,mscoco,-1.59,33.19,image,tup
FLAVA,mscoco,0.99,35.20,image,tup
FLAVA,mscoco,0.09,28.97,image,tup
FLAVA,mscoco,5.67,28.61,image,tup
FLAVA,mscoco,1.08,30.53,image,tup
FLAVA,mscoco,5.17,33.26,image,tup
FLAVA,mscoco,-3.20,30.14,image,tup
FLAVA,mscoco,0.22,35.07,image,tup
FLAVA,mscoco,3.26,32.59,image,tup
FLAVA,mscoco,4.20,36.10,image,tup
FLAVA,mscoco,1.75,36.75,image,tup
