Model,Dataset,x,y,modality,category
CLIP_RN50,mscoco,29.25,-8.35,image,Acinonyx jubatus
CLIP_RN50,mscoco,25.81,-9.48,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.62,-9.32,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.75,-7.94,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.24,-8.38,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.77,-8.78,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.14,-8.03,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.27,-6.75,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.66,-10.94,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.63,-10.73,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.68,-10.00,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.22,-8.95,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.16,-10.47,image,Acinonyx jubatus
CLIP_RN50,mscoco,25.12,-8.64,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.05,-9.62,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.45,-8.67,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.35,-7.50,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.23,-11.03,image,Acinonyx jubatus
CLIP_RN50,mscoco,30.00,-8.68,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.16,-9.64,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.67,-10.24,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.01,-6.67,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.22,-9.40,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.65,-10.02,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.64,-9.81,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.09,-10.12,image,Acinonyx jubatus
CLIP_RN50,mscoco,30.47,-8.96,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.53,-7.32,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.21,-8.96,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.87,-8.97,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.98,-7.35,image,Acinonyx jubatus
CLIP_RN50,mscoco,30.14,-7.75,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.57,-7.34,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.51,-9.19,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.61,-10.39,image,Acinonyx jubatus
CLIP_RN50,mscoco,25.62,-11.52,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.12,-10.52,image,Acinonyx jubatus
CLIP_RN50,mscoco,29.15,-8.30,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.87,-10.07,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.70,-11.62,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.63,-10.23,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.94,-8.30,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.73,-10.84,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.93,-8.45,image,Acinonyx jubatus
CLIP_RN50,mscoco,25.69,-10.21,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.70,-10.74,image,Acinonyx jubatus
CLIP_RN50,mscoco,28.20,-10.57,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.47,-10.60,image,Acinonyx jubatus
CLIP_RN50,mscoco,27.31,-9.31,image,Acinonyx jubatus
CLIP_RN50,mscoco,26.18,-9.68,image,Acinonyx jubatus
CLIP_RN50,mscoco,3.07,0.85,image,eatery
CLIP_RN50,mscoco,4.71,-4.75,image,eatery
CLIP_RN50,mscoco,6.27,-0.39,image,eatery
CLIP_RN50,mscoco,5.17,-4.73,image,eatery
