Model,Dataset,x,y,modality,category
CLIP_RN50,mscoco,23.55,-8.00,image,tup
CLIP_RN50,mscoco,24.03,-8.30,image,tup
CLIP_RN50,mscoco,24.47,-8.09,image,tup
CLIP_RN50,mscoco,22.67,-10.41,image,tup
CLIP_RN50,mscoco,22.91,-9.70,image,tup
CLIP_RN50,mscoco,23.50,-9.87,image,tup
CLIP_RN50,mscoco,21.58,-10.37,image,tup
CLIP_RN50,mscoco,23.52,-10.85,image,tup
CLIP_RN50,mscoco,23.99,-10.46,image,tup
CLIP_RN50,mscoco,23.60,-9.81,image,tup
CLIP_RN50,mscoco,23.93,-11.68,image,tup
CLIP_RN50,mscoco,22.47,-7.24,image,tup
CLIP_RN50,mscoco,21.46,-10.71,image,tup
CLIP_RN50,mscoco,24.37,-9.91,image,tup
CLIP_RN50,mscoco,20.95,-10.35,image,tup
CLIP_RN50,mscoco,22.31,-9.58,image,tup
CLIP_RN50,mscoco,24.63,-7.34,image,tup
CLIP_RN50,mscoco,22.26,-8.90,image,tup
CLIP_RN50,mscoco,20.69,-11.14,image,tup
CLIP_RN50,mscoco,24.84,-12.69,image,tup
CLIP_RN50,mscoco,25.18,-8.15,image,tup
CLIP_RN50,mscoco,20.73,-7.79,image,tup
CLIP_RN50,mscoco,23.47,-9.97,image,tup
CLIP_RN50,mscoco,21.73,-7.76,image,tup
CLIP_RN50,mscoco,23.23,-7.91,image,tup
CLIP_RN50,mscoco,21.55,-12.09,image,tup
CLIP_RN50,mscoco,23.28,-9.04,image,tup
CLIP_RN50,mscoco,23.94,-10.31,image,tup
CLIP_RN50,mscoco,23.31,-10.94,image,tup
CLIP_RN50,mscoco,24.28,-9.15,image,tup
CLIP_RN50,mscoco,22.54,-13.15,image,tup
CLIP_RN50,mscoco,22.70,-11.45,image,tup
CLIP_RN50,mscoco,19.83,-10.17,image,tup
CLIP_RN50,mscoco,24.80,-10.58,image,tup
CLIP_RN50,mscoco,24.56,-11.37,image,tup
CLIP_RN50,mscoco,24.46,-9.30,image,tup
CLIP_RN50,mscoco,22.33,-7.81,image,tup
