Model,Dataset,x,y,modality,category
ImageBind,mscoco,23.12,5.27,image,wash-hand basin
ImageBind,mscoco,20.35,6.53,image,wash-hand basin
ImageBind,mscoco,22.32,5.87,image,wash-hand basin
ImageBind,mscoco,22.61,5.64,image,wash-hand basin
ImageBind,mscoco,21.92,5.45,image,wash-hand basin
ImageBind,mscoco,20.93,1.21,image,wash-hand basin
ImageBind,mscoco,24.04,7.17,image,wash-hand basin
ImageBind,mscoco,22.42,6.85,image,wash-hand basin
ImageBind,mscoco,22.53,6.99,image,wash-hand basin
ImageBind,mscoco,22.70,8.45,image,wash-hand basin
ImageBind,mscoco,21.12,5.38,image,wash-hand basin
ImageBind,mscoco,23.39,3.68,image,wash-hand basin
ImageBind,mscoco,20.82,4.38,image,wash-hand basin
ImageBind,mscoco,25.09,6.62,image,wash-hand basin
ImageBind,mscoco,20.13,5.16,image,wash-hand basin
ImageBind,mscoco,22.45,4.49,image,wash-hand basin
ImageBind,mscoco,23.40,6.17,image,wash-hand basin
ImageBind,mscoco,22.38,4.42,image,wash-hand basin
ImageBind,mscoco,21.15,1.40,image,wash-hand basin
ImageBind,mscoco,23.86,6.98,image,wash-hand basin
ImageBind,mscoco,22.76,5.36,image,wash-hand basin
ImageBind,mscoco,24.98,6.97,image,wash-hand basin
ImageBind,mscoco,23.67,6.02,image,wash-hand basin
ImageBind,mscoco,24.19,9.21,image,wash-hand basin
ImageBind,mscoco,21.07,6.92,image,wash-hand basin
ImageBind,mscoco,21.13,1.37,image,wash-hand basin
ImageBind,mscoco,23.82,4.98,image,wash-hand basin
ImageBind,mscoco,23.67,6.93,image,wash-hand basin
ImageBind,mscoco,21.71,8.06,image,wash-hand basin
ImageBind,mscoco,25.23,7.76,image,wash-hand basin
ImageBind,mscoco,22.34,6.14,image,wash-hand basin
ImageBind,mscoco,24.31,6.68,image,wash-hand basin
ImageBind,mscoco,21.53,4.25,image,wash-hand basin
ImageBind,mscoco,22.50,7.41,image,wash-hand basin
ImageBind,mscoco,23.67,5.86,image,wash-hand basin
ImageBind,mscoco,22.32,3.65,image,wash-hand basin
ImageBind,mscoco,21.43,7.97,image,wash-hand basin
ImageBind,mscoco,19.82,6.74,image,wash-hand basin
ImageBind,mscoco,24.37,4.39,image,wash-hand basin
ImageBind,mscoco,24.00,7.85,image,wash-hand basin
ImageBind,mscoco,24.68,5.45,image,wash-hand basin
ImageBind,mscoco,23.91,7.68,image,wash-hand basin
ImageBind,mscoco,21.25,6.47,image,wash-hand basin
ImageBind,mscoco,23.51,8.39,image,wash-hand basin
ImageBind,mscoco,24.93,8.46,image,wash-hand basin
ImageBind,mscoco,20.46,8.02,image,wash-hand basin
ImageBind,mscoco,24.42,7.76,image,wash-hand basin
ImageBind,mscoco,21.14,1.37,image,wash-hand basin
ImageBind,mscoco,20.96,5.82,image,wash-hand basin
ImageBind,mscoco,22.96,9.57,image,wash-hand basin
ImageBind,mscoco,1.64,-35.61,image,Elephas maximus
ImageBind,mscoco,1.12,-33.70,image,Elephas maximus
ImageBind,mscoco,6.91,-33.85,image,Elephas maximus
ImageBind,mscoco,3.94,-36.68,image,Elephas maximus
ImageBind,mscoco,2.23,-33.88,image,Elephas maximus
ImageBind,mscoco,5.82,-31.97,image,Elephas maximus
ImageBind,mscoco,1.61,-34.45,image,Elephas maximus
ImageBind,mscoco,3.42,-32.26,image,Elephas maximus
ImageBind,mscoco,0.72,-33.16,image,Elephas maximus
ImageBind,mscoco,2.88,-32.22,image,Elephas maximus
ImageBind,mscoco,5.98,-33.20,image,Elephas maximus
ImageBind,mscoco,3.96,-36.77,image,Elephas maximus
ImageBind,mscoco,3.20,-33.53,image,Elephas maximus
ImageBind,mscoco,3.93,-33.12,image,Elephas maximus
ImageBind,mscoco,6.01,-36.98,image,Elephas maximus
ImageBind,mscoco,3.73,-34.63,image,Elephas maximus
ImageBind,mscoco,4.77,-34.89,image,Elephas maximus
ImageBind,mscoco,2.35,-34.63,image,Elephas maximus
ImageBind,mscoco,5.94,-35.63,image,Elephas maximus
ImageBind,mscoco,2.16,-32.54,image,Elephas maximus
ImageBind,mscoco,5.16,-32.91,image,Elephas maximus
ImageBind,mscoco,2.59,-32.65,image,Elephas maximus
ImageBind,mscoco,5.86,-36.32,image,Elephas maximus
ImageBind,mscoco,2.65,-33.83,image,Elephas maximus
ImageBind,mscoco,6.09,-33.15,image,Elephas maximus
ImageBind,mscoco,2.90,-34.79,image,Elephas maximus
ImageBind,mscoco,3.88,-31.75,image,Elephas maximus
ImageBind,mscoco,1.58,-32.92,image,Elephas maximus
ImageBind,mscoco,6.77,-33.43,image,Elephas maximus
ImageBind,mscoco,6.26,-33.98,image,Elephas maximus
ImageBind,mscoco,2.54,-36.38,image,Elephas maximus
ImageBind,mscoco,4.95,-33.11,image,Elephas maximus
ImageBind,mscoco,0.81,-35.08,image,Elephas maximus
ImageBind,mscoco,2.85,-34.30,image,Elephas maximus
ImageBind,mscoco,0.97,-34.17,image,Elephas maximus
ImageBind,mscoco,2.66,-33.76,image,Elephas maximus
ImageBind,mscoco,1.87,-34.71,image,Elephas maximus
ImageBind,mscoco,2.30,-33.03,image,Elephas maximus
ImageBind,mscoco,6.53,-36.40,image,Elephas maximus
ImageBind,mscoco,5.83,-36.57,image,Elephas maximus
ImageBind,mscoco,5.92,-34.28,image,Elephas maximus
ImageBind,mscoco,1.90,-33.69,image,Elephas maximus
ImageBind,mscoco,5.96,-35.62,image,Elephas maximus
ImageBind,mscoco,2.32,-32.99,image,Elephas maximus
ImageBind,mscoco,7.18,-33.54,image,Elephas maximus
ImageBind,mscoco,2.57,-35.43,image,Elephas maximus
ImageBind,mscoco,2.82,-33.94,image,Elephas maximus
ImageBind,mscoco,5.27,-34.01,image,Elephas maximus
ImageBind,mscoco,4.16,-34.70,image,Elephas maximus
ImageBind,mscoco,1.72,-31.95,image,Elephas maximus
ImageBind,mscoco,-3.87,23.43,image,stoplight
ImageBind,mscoco,1.96,22.16,image,stoplight
ImageBind,mscoco,-2.64,19.80,image,stoplight
ImageBind,mscoco,-2.48,23.31,image,stoplight
ImageBind,mscoco,-2.15,19.46,image,stoplight
ImageBind,mscoco,1.33,21.09,image,stoplight
ImageBind,mscoco,-0.49,24.61,image,stoplight
ImageBind,mscoco,-3.21,21.49,image,stoplight
ImageBind,mscoco,0.78,22.23,image,stoplight
ImageBind,mscoco,0.47,22.33,image,stoplight
ImageBind,mscoco,-1.73,26.30,image,stoplight
ImageBind,mscoco,0.59,22.39,image,stoplight
ImageBind,mscoco,-4.87,22.38,image,stoplight
ImageBind,mscoco,-1.02,19.99,image,stoplight
ImageBind,mscoco,-0.12,24.22,image,stoplight
ImageBind,mscoco,0.05,20.03,image,stoplight
ImageBind,mscoco,-2.19,21.72,image,stoplight
ImageBind,mscoco,0.38,21.82,image,stoplight
ImageBind,mscoco,-2.38,19.63,image,stoplight
ImageBind,mscoco,-0.08,22.72,image,stoplight
ImageBind,mscoco,-2.03,22.09,image,stoplight
ImageBind,mscoco,-1.48,22.78,image,stoplight
ImageBind,mscoco,-0.69,22.30,image,stoplight
ImageBind,mscoco,-1.69,23.04,image,stoplight
ImageBind,mscoco,-3.69,22.28,image,stoplight
ImageBind,mscoco,-0.93,20.90,image,stoplight
ImageBind,mscoco,1.94,22.33,image,stoplight
ImageBind,mscoco,-0.40,23.44,image,stoplight
ImageBind,mscoco,-0.96,21.49,image,stoplight
ImageBind,mscoco,0.36,23.45,image,stoplight
ImageBind,mscoco,0.44,19.89,image,stoplight
ImageBind,mscoco,-2.06,20.63,image,stoplight
ImageBind,mscoco,-1.56,21.43,image,stoplight
ImageBind,mscoco,-0.67,23.07,image,stoplight
ImageBind,mscoco,-4.15,24.95,image,stoplight
ImageBind,mscoco,-3.91,20.16,image,stoplight
ImageBind,mscoco,1.50,23.27,image,stoplight
ImageBind,mscoco,-2.71,24.22,image,stoplight
ImageBind,mscoco,-3.98,21.12,image,stoplight
ImageBind,mscoco,-0.43,20.84,image,stoplight
ImageBind,mscoco,-3.20,21.90,image,stoplight
ImageBind,mscoco,-1.55,22.41,image,stoplight
ImageBind,mscoco,-2.50,20.97,image,stoplight
ImageBind,mscoco,-2.27,20.21,image,stoplight
ImageBind,mscoco,0.69,19.53,image,stoplight
ImageBind,mscoco,-0.90,23.54,image,stoplight
ImageBind,mscoco,-1.91,24.43,image,stoplight
ImageBind,mscoco,-2.74,22.88,image,stoplight
ImageBind,mscoco,-1.49,23.75,image,stoplight
ImageBind,mscoco,-2.50,22.34,image,stoplight
ImageBind,mscoco,-22.23,5.45,image,vase
ImageBind,mscoco,-19.65,7.42,image,vase
ImageBind,mscoco,-22.45,9.38,image,vase
ImageBind,mscoco,-21.74,9.28,image,vase
ImageBind,mscoco,-23.62,6.76,image,vase
ImageBind,mscoco,-20.50,10.09,image,vase
ImageBind,mscoco,-22.88,8.41,image,vase
ImageBind,mscoco,-24.07,8.77,image,vase
ImageBind,mscoco,-21.27,7.46,image,vase
ImageBind,mscoco,-23.88,10.04,image,vase
ImageBind,mscoco,-23.76,9.90,image,vase
ImageBind,mscoco,-25.07,8.47,image,vase
ImageBind,mscoco,-21.21,9.11,image,vase
ImageBind,mscoco,-19.87,8.40,image,vase
ImageBind,mscoco,-21.12,7.47,image,vase
ImageBind,mscoco,-20.28,10.65,image,vase
ImageBind,mscoco,-21.20,9.36,image,vase
ImageBind,mscoco,-23.08,10.63,image,vase
ImageBind,mscoco,-24.04,9.71,image,vase
