Model,Dataset,x,y,modality,category
ImageBind,mscoco,5.62,-7.71,image,broccoli
ImageBind,mscoco,6.53,-6.50,image,broccoli
ImageBind,mscoco,8.98,-5.78,image,broccoli
ImageBind,mscoco,7.79,-7.19,image,broccoli
ImageBind,mscoco,7.36,-3.27,image,broccoli
ImageBind,mscoco,3.94,-5.87,image,broccoli
ImageBind,mscoco,6.11,-9.87,image,broccoli
ImageBind,mscoco,6.72,-5.68,image,broccoli
ImageBind,mscoco,4.95,-8.46,image,broccoli
ImageBind,mscoco,3.26,-5.93,image,broccoli
ImageBind,mscoco,3.31,-3.06,image,broccoli
ImageBind,mscoco,4.60,-5.30,image,broccoli
ImageBind,mscoco,6.08,-9.87,image,broccoli
ImageBind,mscoco,7.47,-4.32,image,broccoli
ImageBind,mscoco,5.50,-3.28,image,broccoli
ImageBind,mscoco,6.01,-7.33,image,broccoli
ImageBind,mscoco,5.92,-9.94,image,broccoli
ImageBind,mscoco,6.15,-7.30,image,broccoli
ImageBind,mscoco,4.82,-6.38,image,broccoli
ImageBind,mscoco,5.80,-2.09,image,broccoli
ImageBind,mscoco,5.03,-3.34,image,broccoli
ImageBind,mscoco,7.86,-3.25,image,broccoli
ImageBind,mscoco,7.95,-6.08,image,broccoli
ImageBind,mscoco,5.48,-5.93,image,broccoli
ImageBind,mscoco,7.86,-4.61,image,broccoli
ImageBind,mscoco,7.45,-3.75,image,broccoli
ImageBind,mscoco,5.50,-10.56,image,broccoli
ImageBind,mscoco,5.65,-6.22,image,broccoli
ImageBind,mscoco,6.31,-6.30,image,broccoli
ImageBind,mscoco,5.00,-7.82,image,broccoli
ImageBind,mscoco,4.83,-4.22,image,broccoli
ImageBind,mscoco,4.99,-3.55,image,broccoli
ImageBind,mscoco,5.12,-7.46,image,broccoli
ImageBind,mscoco,7.42,-4.43,image,broccoli
ImageBind,mscoco,6.33,-8.00,image,broccoli
ImageBind,mscoco,3.16,-4.22,image,broccoli
ImageBind,mscoco,6.37,-5.59,image,broccoli
ImageBind,mscoco,3.99,-7.66,image,broccoli
ImageBind,mscoco,7.13,-8.61,image,broccoli
ImageBind,mscoco,5.34,-1.62,image,broccoli
ImageBind,mscoco,6.77,-6.69,image,broccoli
ImageBind,mscoco,3.16,-4.15,image,broccoli
ImageBind,mscoco,7.05,-5.55,image,broccoli
ImageBind,mscoco,6.05,-4.52,image,broccoli
ImageBind,mscoco,5.34,-1.57,image,broccoli
ImageBind,mscoco,5.93,-4.83,image,broccoli
ImageBind,mscoco,4.81,-4.65,image,broccoli
ImageBind,mscoco,6.13,-9.63,image,broccoli
ImageBind,mscoco,4.57,-2.29,image,broccoli
ImageBind,mscoco,6.27,-10.31,image,broccoli
ImageBind,mscoco,0.86,17.10,image,beigel
ImageBind,mscoco,-0.27,13.69,image,beigel
ImageBind,mscoco,3.80,10.77,image,beigel
ImageBind,mscoco,2.89,11.64,image,beigel
ImageBind,mscoco,0.37,12.84,image,beigel
ImageBind,mscoco,0.86,13.55,image,beigel
ImageBind,mscoco,0.25,13.71,image,beigel
ImageBind,mscoco,3.89,10.68,image,beigel
ImageBind,mscoco,-1.23,14.35,image,beigel
ImageBind,mscoco,1.45,15.50,image,beigel
ImageBind,mscoco,-0.24,15.56,image,beigel
ImageBind,mscoco,-0.81,14.81,image,beigel
ImageBind,mscoco,-0.43,15.85,image,beigel
ImageBind,mscoco,-1.77,14.37,image,beigel
ImageBind,mscoco,2.17,13.18,image,beigel
ImageBind,mscoco,2.55,15.76,image,beigel
ImageBind,mscoco,1.32,14.80,image,beigel
ImageBind,mscoco,2.48,11.65,image,beigel
ImageBind,mscoco,-1.32,15.07,image,beigel
ImageBind,mscoco,0.59,15.30,image,beigel
ImageBind,mscoco,3.48,13.87,image,beigel
ImageBind,mscoco,-2.46,13.69,image,beigel
ImageBind,mscoco,-1.03,12.17,image,beigel
ImageBind,mscoco,-4.76,17.47,image,beigel
ImageBind,mscoco,2.12,12.05,image,beigel
ImageBind,mscoco,-0.98,15.62,image,beigel
ImageBind,mscoco,3.41,15.07,image,beigel
ImageBind,mscoco,1.00,15.48,image,beigel
ImageBind,mscoco,-2.49,12.47,image,beigel
ImageBind,mscoco,1.88,10.82,image,beigel
ImageBind,mscoco,-3.21,14.66,image,beigel
ImageBind,mscoco,2.35,14.59,image,beigel
ImageBind,mscoco,2.58,12.98,image,beigel
ImageBind,mscoco,-1.31,15.22,image,beigel
ImageBind,mscoco,0.44,16.47,image,beigel
ImageBind,mscoco,-0.18,14.29,image,beigel
ImageBind,mscoco,-0.58,14.30,image,beigel
ImageBind,mscoco,-0.90,16.32,image,beigel
ImageBind,mscoco,-0.01,15.07,image,beigel
ImageBind,mscoco,-1.37,16.36,image,beigel
ImageBind,mscoco,1.34,13.88,image,beigel
ImageBind,mscoco,1.90,14.16,image,beigel
ImageBind,mscoco,-0.99,13.28,image,beigel
ImageBind,mscoco,0.24,11.40,image,beigel
ImageBind,mscoco,0.59,14.52,image,beigel
ImageBind,mscoco,-1.05,12.77,image,beigel
ImageBind,mscoco,1.71,16.07,image,beigel
ImageBind,mscoco,-1.98,15.26,image,beigel
ImageBind,mscoco,-0.46,15.41,image,beigel
ImageBind,mscoco,-2.39,16.52,image,beigel
ImageBind,mscoco,-9.15,-30.89,image,racquet
ImageBind,mscoco,-9.46,-32.82,image,racquet
