Model,Dataset,x,y,modality,category
CLIP_ViT-B32,flickr30k,-6.94,13.44,image,umbrella
CLIP_ViT-B32,flickr30k,-6.66,13.56,image,umbrella
CLIP_ViT-B32,flickr30k,-3.22,13.92,image,umbrella
CLIP_ViT-B32,flickr30k,-5.37,13.99,image,umbrella
CLIP_ViT-B32,flickr30k,-8.47,15.83,image,umbrella
CLIP_ViT-B32,flickr30k,-3.74,11.77,image,umbrella
CLIP_ViT-B32,flickr30k,-6.80,12.91,image,umbrella
CLIP_ViT-B32,flickr30k,0.51,11.96,image,umbrella
CLIP_ViT-B32,flickr30k,-7.86,10.71,image,umbrella
CLIP_ViT-B32,flickr30k,-7.46,13.67,image,umbrella
CLIP_ViT-B32,flickr30k,-9.38,12.71,image,umbrella
CLIP_ViT-B32,flickr30k,-9.11,12.05,image,umbrella
CLIP_ViT-B32,flickr30k,-7.54,12.79,image,umbrella
CLIP_ViT-B32,flickr30k,-6.42,15.83,image,umbrella
CLIP_ViT-B32,flickr30k,-4.15,14.04,image,umbrella
CLIP_ViT-B32,flickr30k,-8.08,15.22,image,umbrella
CLIP_ViT-B32,flickr30k,-8.30,13.96,image,umbrella
CLIP_ViT-B32,flickr30k,-7.82,12.02,image,umbrella
CLIP_ViT-B32,flickr30k,-8.71,16.68,image,umbrella
CLIP_ViT-B32,flickr30k,-5.17,12.28,image,umbrella
CLIP_ViT-B32,flickr30k,-8.35,15.19,image,umbrella
CLIP_ViT-B32,flickr30k,-8.49,16.66,image,umbrella
CLIP_ViT-B32,flickr30k,-9.25,11.39,image,umbrella
CLIP_ViT-B32,flickr30k,-7.08,15.08,image,umbrella
CLIP_ViT-B32,flickr30k,-3.92,13.97,image,umbrella
CLIP_ViT-B32,flickr30k,-6.11,15.15,image,umbrella
CLIP_ViT-B32,flickr30k,-4.96,12.16,image,umbrella
CLIP_ViT-B32,flickr30k,-8.18,12.69,image,umbrella
CLIP_ViT-B32,flickr30k,-7.58,16.67,image,umbrella
CLIP_ViT-B32,flickr30k,-4.17,11.86,image,umbrella
CLIP_ViT-B32,flickr30k,-8.44,14.10,image,umbrella
CLIP_ViT-B32,flickr30k,-10.14,14.69,image,umbrella
CLIP_ViT-B32,flickr30k,-4.67,15.32,image,umbrella
CLIP_ViT-B32,flickr30k,-8.04,13.08,image,umbrella
CLIP_ViT-B32,flickr30k,-8.45,14.34,image,umbrella
CLIP_ViT-B32,flickr30k,-10.31,13.32,image,umbrella
CLIP_ViT-B32,flickr30k,-7.66,12.70,image,umbrella
CLIP_ViT-B32,flickr30k,-8.11,11.37,image,umbrella
CLIP_ViT-B32,flickr30k,-7.28,11.73,image,umbrella
CLIP_ViT-B32,flickr30k,-8.88,13.74,image,umbrella
CLIP_ViT-B32,flickr30k,-7.77,15.43,image,umbrella
CLIP_ViT-B32,flickr30k,-4.38,15.36,image,umbrella
CLIP_ViT-B32,flickr30k,-9.04,15.71,image,umbrella
CLIP_ViT-B32,flickr30k,-5.00,16.78,image,umbrella
CLIP_ViT-B32,flickr30k,-5.62,12.47,image,umbrella
CLIP_ViT-B32,flickr30k,-7.47,13.93,image,umbrella
CLIP_ViT-B32,flickr30k,-7.41,12.90,image,umbrella
CLIP_ViT-B32,flickr30k,-6.68,12.18,image,umbrella
CLIP_ViT-B32,flickr30k,-8.34,12.49,image,umbrella
CLIP_ViT-B32,flickr30k,-5.92,10.63,image,umbrella
CLIP_ViT-B32,flickr30k,-6.11,31.06,image,off-roader
CLIP_ViT-B32,flickr30k,-5.32,30.43,image,off-roader
CLIP_ViT-B32,flickr30k,-7.27,31.41,image,off-roader
CLIP_ViT-B32,flickr30k,-5.57,31.10,image,off-roader
CLIP_ViT-B32,flickr30k,-5.18,30.85,image,off-roader
CLIP_ViT-B32,flickr30k,-4.71,28.17,image,off-roader
CLIP_ViT-B32,flickr30k,-3.95,32.14,image,off-roader
CLIP_ViT-B32,flickr30k,-5.39,32.36,image,off-roader
CLIP_ViT-B32,flickr30k,-5.61,29.80,image,off-roader
CLIP_ViT-B32,flickr30k,-4.94,27.39,image,off-roader
CLIP_ViT-B32,flickr30k,-6.21,30.02,image,off-roader
CLIP_ViT-B32,flickr30k,-5.28,29.29,image,off-roader
CLIP_ViT-B32,flickr30k,-3.11,27.95,image,off-roader
CLIP_ViT-B32,flickr30k,-2.35,29.99,image,off-roader
CLIP_ViT-B32,flickr30k,-5.91,29.47,image,off-roader
CLIP_ViT-B32,flickr30k,-4.84,29.98,image,off-roader
CLIP_ViT-B32,flickr30k,-8.07,29.42,image,off-roader
CLIP_ViT-B32,flickr30k,-7.60,30.04,image,off-roader
CLIP_ViT-B32,flickr30k,-4.43,29.13,image,off-roader
CLIP_ViT-B32,flickr30k,-3.73,29.06,image,off-roader
CLIP_ViT-B32,flickr30k,-9.20,30.35,image,off-roader
CLIP_ViT-B32,flickr30k,-7.47,28.40,image,off-roader
CLIP_ViT-B32,flickr30k,-8.34,29.15,image,off-roader
CLIP_ViT-B32,flickr30k,-6.97,29.69,image,off-roader
CLIP_ViT-B32,flickr30k,-8.08,30.48,image,off-roader
CLIP_ViT-B32,flickr30k,-4.29,31.20,image,off-roader
CLIP_ViT-B32,flickr30k,-8.37,29.36,image,off-roader
CLIP_ViT-B32,flickr30k,-8.61,29.41,image,off-roader
CLIP_ViT-B32,flickr30k,-6.23,31.57,image,off-roader
CLIP_ViT-B32,flickr30k,-7.20,27.10,image,off-roader
CLIP_ViT-B32,flickr30k,-8.86,28.25,image,off-roader
CLIP_ViT-B32,flickr30k,-2.97,29.50,image,off-roader
CLIP_ViT-B32,flickr30k,-5.62,29.40,image,off-roader
CLIP_ViT-B32,flickr30k,-8.06,31.72,image,off-roader
CLIP_ViT-B32,flickr30k,-6.20,30.08,image,off-roader
CLIP_ViT-B32,flickr30k,-4.95,30.57,image,off-roader
CLIP_ViT-B32,flickr30k,-3.03,28.49,image,off-roader
CLIP_ViT-B32,flickr30k,-6.51,32.21,image,off-roader
CLIP_ViT-B32,flickr30k,-5.08,32.20,image,off-roader
CLIP_ViT-B32,flickr30k,-3.67,29.68,image,off-roader
CLIP_ViT-B32,flickr30k,-2.34,28.87,image,off-roader
CLIP_ViT-B32,flickr30k,-2.14,28.49,image,off-roader
CLIP_ViT-B32,flickr30k,-6.39,30.91,image,off-roader
