Model,Dataset,x,y,modality,category
CLIP_ViT-B32,flickr30k,18.36,2.04,image,volleyball
CLIP_ViT-B32,flickr30k,22.18,-8.22,image,volleyball
CLIP_ViT-B32,flickr30k,18.32,2.06,image,volleyball
CLIP_ViT-B32,flickr30k,21.89,-11.26,image,volleyball
CLIP_ViT-B32,flickr30k,23.30,-11.30,image,volleyball
CLIP_ViT-B32,flickr30k,22.95,-8.77,image,volleyball
CLIP_ViT-B32,flickr30k,21.80,-8.19,image,volleyball
CLIP_ViT-B32,flickr30k,23.18,-8.76,image,volleyball
CLIP_ViT-B32,flickr30k,20.14,-7.23,image,volleyball
CLIP_ViT-B32,flickr30k,22.36,-10.96,image,volleyball
CLIP_ViT-B32,flickr30k,22.17,-6.05,image,volleyball
CLIP_ViT-B32,flickr30k,23.88,-7.24,image,volleyball
CLIP_ViT-B32,flickr30k,22.37,-7.48,image,volleyball
CLIP_ViT-B32,flickr30k,22.77,-8.35,image,volleyball
CLIP_ViT-B32,flickr30k,21.42,-10.82,image,volleyball
CLIP_ViT-B32,flickr30k,21.16,-12.35,image,volleyball
CLIP_ViT-B32,flickr30k,24.65,-8.44,image,volleyball
CLIP_ViT-B32,flickr30k,21.45,-6.67,image,volleyball
CLIP_ViT-B32,flickr30k,23.70,-8.78,image,volleyball
CLIP_ViT-B32,flickr30k,20.55,-7.12,image,volleyball
CLIP_ViT-B32,flickr30k,20.65,-10.36,image,volleyball
CLIP_ViT-B32,flickr30k,20.25,-9.35,image,volleyball
CLIP_ViT-B32,flickr30k,23.26,-7.93,image,volleyball
CLIP_ViT-B32,flickr30k,23.21,-8.89,image,volleyball
CLIP_ViT-B32,flickr30k,22.53,-11.26,image,volleyball
CLIP_ViT-B32,flickr30k,20.50,-10.28,image,volleyball
CLIP_ViT-B32,flickr30k,23.52,-9.38,image,volleyball
CLIP_ViT-B32,flickr30k,22.67,-7.71,image,volleyball
CLIP_ViT-B32,flickr30k,22.53,-12.18,image,volleyball
CLIP_ViT-B32,flickr30k,22.97,-5.82,image,volleyball
CLIP_ViT-B32,flickr30k,21.22,-7.25,image,volleyball
CLIP_ViT-B32,flickr30k,22.06,-6.68,image,volleyball
CLIP_ViT-B32,flickr30k,21.23,-12.08,image,volleyball
CLIP_ViT-B32,flickr30k,22.85,-6.54,image,volleyball
CLIP_ViT-B32,flickr30k,22.49,-11.49,image,volleyball
CLIP_ViT-B32,flickr30k,21.08,-5.10,image,volleyball
CLIP_ViT-B32,flickr30k,15.80,2.71,image,volleyball
CLIP_ViT-B32,flickr30k,20.27,-6.43,image,volleyball
CLIP_ViT-B32,flickr30k,22.77,-8.00,image,volleyball
CLIP_ViT-B32,flickr30k,20.47,-10.36,image,volleyball
CLIP_ViT-B32,flickr30k,12.92,7.43,image,volleyball
CLIP_ViT-B32,flickr30k,20.44,-10.75,image,volleyball
CLIP_ViT-B32,flickr30k,22.17,-7.91,image,volleyball
CLIP_ViT-B32,flickr30k,21.24,-5.71,image,volleyball
CLIP_ViT-B32,flickr30k,24.43,-8.86,image,volleyball
CLIP_ViT-B32,flickr30k,22.54,-10.72,image,volleyball
CLIP_ViT-B32,flickr30k,23.36,-11.32,image,volleyball
CLIP_ViT-B32,flickr30k,21.99,-10.87,image,volleyball
CLIP_ViT-B32,flickr30k,21.26,-10.87,image,volleyball
CLIP_ViT-B32,flickr30k,23.11,-8.45,image,volleyball
CLIP_ViT-B32,flickr30k,20.94,8.28,image,swing
CLIP_ViT-B32,flickr30k,19.43,7.65,image,swing
CLIP_ViT-B32,flickr30k,22.19,10.39,image,swing
CLIP_ViT-B32,flickr30k,18.11,10.43,image,swing
CLIP_ViT-B32,flickr30k,18.28,5.55,image,swing
CLIP_ViT-B32,flickr30k,16.63,9.52,image,swing
CLIP_ViT-B32,flickr30k,18.87,6.38,image,swing
CLIP_ViT-B32,flickr30k,20.12,9.27,image,swing
CLIP_ViT-B32,flickr30k,20.07,10.25,image,swing
CLIP_ViT-B32,flickr30k,19.14,9.04,image,swing
CLIP_ViT-B32,flickr30k,15.85,9.53,image,swing
CLIP_ViT-B32,flickr30k,20.80,9.42,image,swing
CLIP_ViT-B32,flickr30k,20.52,8.07,image,swing
CLIP_ViT-B32,flickr30k,19.88,9.54,image,swing
CLIP_ViT-B32,flickr30k,18.11,7.75,image,swing
CLIP_ViT-B32,flickr30k,22.46,9.71,image,swing
CLIP_ViT-B32,flickr30k,19.51,9.51,image,swing
CLIP_ViT-B32,flickr30k,21.37,7.36,image,swing
CLIP_ViT-B32,flickr30k,17.84,5.01,image,swing
CLIP_ViT-B32,flickr30k,20.92,10.23,image,swing
CLIP_ViT-B32,flickr30k,21.47,9.41,image,swing
CLIP_ViT-B32,flickr30k,20.88,11.21,image,swing
CLIP_ViT-B32,flickr30k,19.83,8.55,image,swing
CLIP_ViT-B32,flickr30k,22.19,7.29,image,swing
CLIP_ViT-B32,flickr30k,17.92,8.93,image,swing
CLIP_ViT-B32,flickr30k,17.31,7.50,image,swing
CLIP_ViT-B32,flickr30k,18.82,6.21,image,swing
CLIP_ViT-B32,flickr30k,21.20,8.07,image,swing
CLIP_ViT-B32,flickr30k,22.69,8.45,image,swing
CLIP_ViT-B32,flickr30k,19.37,10.32,image,swing
