Model,Dataset,x,y,modality,category
CLIP_ViT-B32,flickr30k,-15.04,10.99,image,baseball player
CLIP_ViT-B32,flickr30k,-16.11,11.03,image,baseball player
CLIP_ViT-B32,flickr30k,-16.61,7.32,image,baseball player
CLIP_ViT-B32,flickr30k,-16.59,8.53,image,baseball player
CLIP_ViT-B32,flickr30k,-17.41,9.38,image,baseball player
CLIP_ViT-B32,flickr30k,-10.73,0.60,image,baseball player
CLIP_ViT-B32,flickr30k,-4.49,16.04,image,baseball player
CLIP_ViT-B32,flickr30k,-20.32,6.47,image,baseball player
CLIP_ViT-B32,flickr30k,-18.59,6.21,image,baseball player
CLIP_ViT-B32,flickr30k,-19.76,7.42,image,baseball player
CLIP_ViT-B32,flickr30k,-12.70,7.45,image,baseball player
CLIP_ViT-B32,flickr30k,-18.83,10.67,image,baseball player
CLIP_ViT-B32,flickr30k,-19.98,8.06,image,baseball player
CLIP_ViT-B32,flickr30k,-13.10,7.27,image,baseball player
CLIP_ViT-B32,flickr30k,-18.30,7.86,image,baseball player
CLIP_ViT-B32,flickr30k,-19.84,7.24,image,baseball player
CLIP_ViT-B32,flickr30k,-10.64,-0.47,image,baseball player
CLIP_ViT-B32,flickr30k,-16.95,6.22,image,baseball player
CLIP_ViT-B32,flickr30k,-15.34,12.36,image,baseball player
CLIP_ViT-B32,flickr30k,-12.78,13.21,image,baseball player
CLIP_ViT-B32,flickr30k,-13.83,6.95,image,baseball player
CLIP_ViT-B32,flickr30k,-16.17,10.73,image,baseball player
CLIP_ViT-B32,flickr30k,-14.64,10.99,image,baseball player
CLIP_ViT-B32,flickr30k,-15.53,12.13,image,baseball player
CLIP_ViT-B32,flickr30k,-15.73,7.07,image,baseball player
CLIP_ViT-B32,flickr30k,-9.72,0.44,image,baseball player
CLIP_ViT-B32,flickr30k,-17.35,7.13,image,baseball player
CLIP_ViT-B32,flickr30k,-16.98,8.12,image,baseball player
CLIP_ViT-B32,flickr30k,6.93,24.04,image,baseball player
CLIP_ViT-B32,flickr30k,-9.86,0.37,image,baseball player
CLIP_ViT-B32,flickr30k,-15.84,8.23,image,baseball player
CLIP_ViT-B32,flickr30k,-19.27,10.47,image,baseball player
CLIP_ViT-B32,flickr30k,-20.15,7.94,image,baseball player
CLIP_ViT-B32,flickr30k,-8.83,1.55,image,baseball player
CLIP_ViT-B32,flickr30k,-10.39,-0.69,image,baseball player
CLIP_ViT-B32,flickr30k,-10.65,-0.43,image,baseball player
CLIP_ViT-B32,flickr30k,-17.91,8.18,image,baseball player
CLIP_ViT-B32,flickr30k,-16.24,7.71,image,baseball player
CLIP_ViT-B32,flickr30k,-9.52,1.01,image,baseball player
CLIP_ViT-B32,flickr30k,-18.67,9.18,image,baseball player
CLIP_ViT-B32,flickr30k,-18.40,5.41,image,baseball player
CLIP_ViT-B32,flickr30k,-16.61,11.87,image,baseball player
CLIP_ViT-B32,flickr30k,-16.16,10.43,image,baseball player
CLIP_ViT-B32,flickr30k,-18.02,10.80,image,baseball player
CLIP_ViT-B32,flickr30k,-18.26,6.43,image,baseball player
CLIP_ViT-B32,flickr30k,-9.24,1.60,image,baseball player
CLIP_ViT-B32,flickr30k,-17.65,7.36,image,baseball player
CLIP_ViT-B32,flickr30k,-17.90,10.16,image,baseball player
CLIP_ViT-B32,flickr30k,-17.34,10.25,image,baseball player
CLIP_ViT-B32,flickr30k,-16.02,10.68,image,baseball player
CLIP_ViT-B32,flickr30k,6.62,17.87,image,fountain
CLIP_ViT-B32,flickr30k,4.75,19.82,image,fountain
CLIP_ViT-B32,flickr30k,9.07,20.64,image,fountain
CLIP_ViT-B32,flickr30k,7.61,20.96,image,fountain
CLIP_ViT-B32,flickr30k,10.27,19.36,image,fountain
CLIP_ViT-B32,flickr30k,9.79,19.78,image,fountain
CLIP_ViT-B32,flickr30k,10.04,22.05,image,fountain
CLIP_ViT-B32,flickr30k,10.28,18.57,image,fountain
CLIP_ViT-B32,flickr30k,5.78,20.09,image,fountain
CLIP_ViT-B32,flickr30k,9.93,20.49,image,fountain
CLIP_ViT-B32,flickr30k,4.96,16.91,image,fountain
CLIP_ViT-B32,flickr30k,9.52,22.63,image,fountain
CLIP_ViT-B32,flickr30k,6.11,21.95,image,fountain
CLIP_ViT-B32,flickr30k,10.12,21.17,image,fountain
CLIP_ViT-B32,flickr30k,6.45,20.82,image,fountain
CLIP_ViT-B32,flickr30k,12.73,22.04,image,fountain
CLIP_ViT-B32,flickr30k,3.49,17.84,image,fountain
CLIP_ViT-B32,flickr30k,12.65,20.21,image,fountain
CLIP_ViT-B32,flickr30k,9.00,19.84,image,fountain
CLIP_ViT-B32,flickr30k,8.50,18.18,image,fountain
CLIP_ViT-B32,flickr30k,10.83,20.38,image,fountain
CLIP_ViT-B32,flickr30k,9.10,18.33,image,fountain
CLIP_ViT-B32,flickr30k,7.27,22.49,image,fountain
CLIP_ViT-B32,flickr30k,8.49,23.12,image,fountain
CLIP_ViT-B32,flickr30k,8.18,16.94,image,fountain
CLIP_ViT-B32,flickr30k,6.36,18.59,image,fountain
CLIP_ViT-B32,flickr30k,7.59,19.37,image,fountain
CLIP_ViT-B32,flickr30k,9.07,20.13,image,fountain
CLIP_ViT-B32,flickr30k,13.38,20.26,image,fountain
CLIP_ViT-B32,flickr30k,10.08,18.22,image,fountain
CLIP_ViT-B32,flickr30k,4.97,16.56,image,fountain
CLIP_ViT-B32,flickr30k,9.56,19.09,image,fountain
CLIP_ViT-B32,flickr30k,6.00,19.44,image,fountain
CLIP_ViT-B32,flickr30k,11.65,19.02,image,fountain
