Model,Dataset,x,y,modality,category
CLIP_ViT-B32,flickr30k,-6.99,18.96,image,swing
CLIP_ViT-B32,flickr30k,-5.37,21.75,image,swing
CLIP_ViT-B32,flickr30k,-6.55,20.26,image,swing
CLIP_ViT-B32,flickr30k,-5.85,22.00,image,swing
CLIP_ViT-B32,flickr30k,-4.13,24.40,image,swing
CLIP_ViT-B32,flickr30k,-3.53,19.95,image,swing
CLIP_ViT-B32,flickr30k,-7.06,20.88,image,swing
CLIP_ViT-B32,flickr30k,-8.13,22.97,image,swing
CLIP_ViT-B32,flickr30k,-8.01,20.64,image,swing
CLIP_ViT-B32,flickr30k,-5.10,22.56,image,swing
CLIP_ViT-B32,flickr30k,-6.16,21.20,image,swing
CLIP_ViT-B32,flickr30k,-5.39,22.36,image,swing
CLIP_ViT-B32,flickr30k,-7.24,22.77,image,swing
CLIP_ViT-B32,flickr30k,-8.99,21.29,image,swing
CLIP_ViT-B32,flickr30k,-7.56,20.94,image,swing
CLIP_ViT-B32,flickr30k,-5.24,18.98,image,swing
CLIP_ViT-B32,flickr30k,-3.97,20.07,image,swing
CLIP_ViT-B32,flickr30k,-5.49,23.49,image,swing
CLIP_ViT-B32,flickr30k,-7.56,20.17,image,swing
CLIP_ViT-B32,flickr30k,-4.69,18.56,image,swing
CLIP_ViT-B32,flickr30k,-5.39,19.14,image,swing
CLIP_ViT-B32,flickr30k,-4.26,23.26,image,swing
CLIP_ViT-B32,flickr30k,-6.12,19.98,image,swing
CLIP_ViT-B32,flickr30k,-6.08,23.44,image,swing
CLIP_ViT-B32,flickr30k,-5.75,20.70,image,swing
CLIP_ViT-B32,flickr30k,-2.66,21.25,image,swing
CLIP_ViT-B32,flickr30k,-5.72,18.13,image,swing
CLIP_ViT-B32,flickr30k,-2.22,20.20,image,swing
CLIP_ViT-B32,flickr30k,-6.88,24.11,image,swing
CLIP_ViT-B32,flickr30k,-6.39,21.74,image,swing
CLIP_ViT-B32,flickr30k,-5.11,23.72,image,swing
CLIP_ViT-B32,flickr30k,-5.25,24.54,image,swing
CLIP_ViT-B32,flickr30k,-6.00,23.56,image,swing
CLIP_ViT-B32,flickr30k,-8.93,24.04,image,swing
CLIP_ViT-B32,flickr30k,-6.66,24.51,image,swing
CLIP_ViT-B32,flickr30k,-7.15,21.70,image,swing
CLIP_ViT-B32,flickr30k,-8.51,19.35,image,swing
CLIP_ViT-B32,flickr30k,-6.13,23.94,image,swing
CLIP_ViT-B32,flickr30k,-6.99,23.57,image,swing
CLIP_ViT-B32,flickr30k,-6.67,21.82,image,swing
CLIP_ViT-B32,flickr30k,-3.71,22.29,image,swing
CLIP_ViT-B32,flickr30k,-6.04,24.83,image,swing
CLIP_ViT-B32,flickr30k,-6.36,22.88,image,swing
CLIP_ViT-B32,flickr30k,-9.09,24.13,image,swing
CLIP_ViT-B32,flickr30k,-6.57,21.65,image,swing
CLIP_ViT-B32,flickr30k,-6.75,19.76,image,swing
CLIP_ViT-B32,flickr30k,-7.94,21.63,image,swing
CLIP_ViT-B32,flickr30k,-4.12,21.14,image,swing
CLIP_ViT-B32,flickr30k,-4.90,21.40,image,swing
