img id,caption,category
3724487641,A bunch of little boys in bathing trunks running .,bathing trunks
524036004,Boy in red and blue flowered trunks jumps into pool holding green ball .,bathing trunks
2730938963,Three young boys in blue swimming trunks hold hands and jump into an inground pool .,bathing trunks
2501595799,A little boy in red trunks plays in a kiddie pool .,bathing trunks
4713654516,"A man in blue shorts , with a tattoo on his right side , and wearing an iPod on his left arm , jogs down the street .",bathing trunks
6158943082,A man is riding a board and jumping in the air while being towed by a motor boat .,bathing trunks
7999505950,A man in black swim trunks is riding a wave on a white surfboard in murky water .,bathing trunks
4986921677,An elderly man swims with others .,bathing trunks
3360582670,A boy wearing a floral patterned swimsuit is jumping into a swimming pool .,bathing trunks
961189263,A little boy is sitting on a wet path covered in mud .,bathing trunks
950411653,a boy jumps into the pool .,bathing trunks
186758532,A young boy jumping up and down holding a fishing net .,bathing trunks
3611672054,A shirtless man in colorful shorts spikes a volleyball during a beach volleyball game .,bathing trunks
128391889,Kids play a game of ball with paddles at the water 's edge at the beach .,bathing trunks
2423138514,Two naked boys smiling and playing .,bathing trunks
7874684438,"A young boy , covered in mud , plays on the beach .",bathing trunks
2689358407,a young boy running through a water fountain,bathing trunks
2803058589,Boy with red shorts getting soaked with water .,bathing trunks
1505686764,a man in red shorts is walking along rocks by a river carrying a stick .,bathing trunks
1433088025,The man in the yellow pants is raising his arms .,bathing trunks
3087485737,"A man on a beach , with his foot on a boogie board .",bathing trunks
1799188614,A young boy is walking towards a seagull on the shoreline of a beach .,bathing trunks
2719343003,A boy with no shirt is standing in water .,bathing trunks
3834563658,"A man in swimming trunks stands in front of the door of a house , looking at a swimming pool , out of which , directly in front of the diving board , a pair of feet are sticking up out of the splashed water .",bathing trunks
4108380768,A man in dark swimming trunks is playing with a boy in red swimming trunks on the beach .,bathing trunks
185368429,Two boys in black swimming trunks are holding another boy by his arms and legs on a beach .,bathing trunks
210126070,A boy without a shirt on is jumping in the air almost upside down .,bathing trunks
5181863160,A boy is playing in the ocean waves .,bathing trunks
233270519,Man in a bathing suit holding a paddle on the beach,bathing trunks
2558911884,Three young boys play outside .,bathing trunks
848293676,A boy in red shorts is jumping into a swimming pool with a red chair beside it .,bathing trunks
3514807842,Two young shirtless men are standing on a beach by a stick fence .,bathing trunks
7294645258,Two young kids on a break from swimming sitting on a log .,bathing trunks
4748497764,A man wearing no shirt and reading a newspaper is standing in a park .,bathing trunks
4805576162,A young boy in blue and white swimming trunks stands in knee-high water while holding a neon-yellow and black Nerf ball .,bathing trunks
4886839805,Two athletic-looking young men with wet hair and wearing swimming trunks appear to pause after a swimming event .,bathing trunks
7094986255,"A blond-haired boy , wearing blue patterned shorts , running through the water , as a wave recedes .",bathing trunks
1814372530,"Four young men , one fully dressed and seated , and three in black swim trunks - two standing , one seated - are on a pier with brightly painted railings .",bathing trunks
1352398363,A boy is covered with marker .,bathing trunks
2170187328,There is a kid jumping off a diving board into a pool .,bathing trunks
4491028316,A young kid in a red swimming trunks jumping into the pool .,bathing trunks
2852982055,Two children playing in public fountains,bathing trunks
1931690777,Four boys in swim trunks jump into a swimming pool .,bathing trunks
2175980524,Little boy in his bathing suit tentatively preparing to step in the rocky-lined stream .,bathing trunks
47376414,Four people are swimming in a lake on a very clear day .,bathing trunks
2400768851,The young boy by the pool is eating an apple .,bathing trunks
2972929655,Two men in black shorts are in the sand on the shoreline .,bathing trunks
3891229941,Shirtless male surfing a wave .,bathing trunks
4942777259,A shirtless boy walks with a stick across his left shoulder .,bathing trunks
3051015087,A man and a child are swimming in a pool .,bathing trunks
3263829326,Musical performers perform on stage together .,stage
7396385574,Three male band members covered in tattoos perform on stage .,stage
2127566743,A band performing in front of a group of fans .,stage
7800436386,A woman on a stage faces a packed audience of people .,stage
6554248473,"Two male musicians on stage , wearing t-shirts and one is playing the guitar , the other is singing .",stage
4614816401,A band is performing at a benefit .,stage
4763472021,A woman is enjoying a drink on a crowded street .,stage
4725965235,Many people are dancing at a large gathering at night .,stage
4814386409,People attending a concert dressed in yellow .,stage
3583105294,"During a concert , a man is standing on a stage looking down at the crowd .",stage
4655361417,A man in a black shirt sings into a microphone .,stage
5604852363,A performer kneeling at the edge of a stage to receive something from a woman in the front row .,stage
4196151169,Man in a black hat on stage singing .,stage
3089881249,A man is playing a guitar on a stage .,stage
6214063093,A Musical rock band of three members perform on stage with a giant well lit W shape symbol in the background .,stage
347397012,A woman in a light colored dress is singing to an audience .,stage
2127570593,The guy in the striped shirt is pointing .,stage
4621831701,A man wearing a black suit is playing a brown guitar .,stage
2128327566,A band playing for a small crowd .,stage
5696581092,"On a stage , there is a band playing guitars and singing , while the lights behind them flash and show a large star .",stage
4107219685,A blond man singing into a microphone with a guitarist behind him .,stage
4809880189,A guy in a brown t-shirt and white pants is playing a horn .,stage
5418130134,Dancers on a stage during one their shows .,stage
6295775965,A white-shirted man is leaping from the stage into the crowd .,stage
1316505120,"Four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",stage
4068908551,A group of dancers takes their bows .,stage
2736169657,An older man is playing a violin very creatively .,stage
7920482014,A female singer and male guitarist on stage .,stage
