img id,caption,category
6283492657,A thin brunette girl wearing all white leaps in front of a large fountain .,fountain
180094434,three kids playing around a fountain,fountain
1100214449,A happy boy is jumping in front OD city fountain .,fountain
4805613386,Children in bathing suits play at a water fountain .,fountain
720208977,a group of children from many races are standing in the fountain of a busy plaza .,fountain
2937697444,A man performs a wakeboarding trick,fountain
3708172446,Two people sit on a park bench looking at a fountain .,fountain
4851949578,Kids and adults alike are gathered outside near a fountain .,fountain
3148036184,A kid in red shorts playing in water .,fountain
2519812011,a couple people running through a large sidewalk fountain,fountain
4827541516,A child is running in the spray of water in a park .,fountain
2401957281,A female wearing black pants and a green shirt jogging .,fountain
2685752892,A young man on a bike balances one wheel on the edge of a fountain in a city park .,fountain
2837804631,A child being splashed by a water fountain .,fountain
566077886,A person in black pans and a black t-shirt jumping on a fountain plaza .,fountain
506882688,Kids are standing in the sprinklers getting soaked with water .,fountain
1813266419,A child in a striped shirt gleefully plays among some water fountains .,fountain
2826701936,Children are playing in a puddle of water that has resulted from a spray gushing from the pavement .,fountain
215978818,Three children are playing in a water fountain .,fountain
4735873109,A man in a yellow t-shirt runs through a series of decorative fountains .,fountain
2565618804,A boy next to the opening of a fountain .,fountain
2938181762,A person is walking near a fountain .,fountain
4710490143,"Children with colorful balloons and lovers unite on a hot summer day , proving everyone enjoys the city center fountain .",fountain
2878578240,Little kids are jumping around in the sprinklers .,fountain
4817644923,Two children and an adult play in the streams of water shooting up from a sidewalk .,fountain
3212599897,A group of synchronized swimmers .,fountain
3582920844,A person in the water .,fountain
2666681650,Father and daughter sitting down on bench and talking peacefully at a beautiful park .,fountain
4788900125,Man and woman jumping in a park by a city .,fountain
4017105582,Two men are standing on the rocks in a waterfall .,fountain
6228559981,"A young boy , wearing a colorful t-shirt , runs through a street fountain located on a riverfront .",fountain
4689717802,A young girl in black shorts is putting her face in water spray from a fountain .,fountain
2892467862,A boy in a swimsuit is playing in gushing water .,fountain
4824029457,A topless child playing in falling water .,fountain
4726714032,"Nicely dressed woman pose for pictures or stand and talk , while passersby stroll by a fountain .",fountain
856985136,A woman in capri jeans crouches on the edge of a fountain with her left foot kicked out to touch the falling water .,fountain
2781699063,young girl and man standing in front of water fountain .,fountain
4798971292,A group of children play in a water spout .,fountain
4827151208,A young man wearing a light blue tank top and white culottes is walking around an outdoor fountain and looking at a casually dressed woman .,fountain
