img id,caption,category
http://images.cocodataset.org/val2017/000000430875.jpg,The traffic lights glow green in the night sky.,outdoor
http://images.cocodataset.org/val2017/000000379800.jpg,Small train like structure riding down a train way.,outdoor
http://images.cocodataset.org/val2017/000000534639.jpg,A public transit train at one of its stations.,outdoor
http://images.cocodataset.org/val2017/000000244019.jpg,A rusty fire hydrant is red white and blue.,outdoor
http://images.cocodataset.org/val2017/000000252332.jpg,A close up of a Stop sign near woods. ,outdoor
http://images.cocodataset.org/val2017/000000503841.jpg,two street lights that are both on the green light,outdoor
http://images.cocodataset.org/val2017/000000522751.jpg,a traffic light attached to a pole with a sky in the background,outdoor
http://images.cocodataset.org/val2017/000000396580.jpg,A body of calm water with a wooden canoe docked on the side and a home across the water.,outdoor
http://images.cocodataset.org/val2017/000000461573.jpg,Two steel benches next to a walk way.,outdoor
http://images.cocodataset.org/val2017/000000129135.jpg,A train that is on the tracks sitting in front of a bench.,outdoor
http://images.cocodataset.org/val2017/000000162130.jpg,A wooden bench is sitting next to a grassy field.,outdoor
http://images.cocodataset.org/val2017/000000212072.jpg,A stop sign leans to the right at a small town intersection,outdoor
http://images.cocodataset.org/val2017/000000297343.jpg,A stop sign has been placed upside-down in the grass beside a building. ,outdoor
http://images.cocodataset.org/val2017/000000056127.jpg,A picture of a restaurant interior is taken through a fish-eye lens.,outdoor
http://images.cocodataset.org/val2017/000000372203.jpg,"A bench, a fire hydrant, and a street light are in the desert.",outdoor
http://images.cocodataset.org/val2017/000000281179.jpg,A bright city street with a stop light and a big Christmas tree.,outdoor
http://images.cocodataset.org/val2017/000000051961.jpg,A parking meter and wall that has graffiti on it.,outdoor
http://images.cocodataset.org/val2017/000000069138.jpg,A red traffic light with a sad face drawn over it.,outdoor
http://images.cocodataset.org/val2017/000000354829.jpg,The rain is pouring on the white car on the street. ,outdoor
http://images.cocodataset.org/val2017/000000523241.jpg,A busy city intersection on a cloudy day.,outdoor
http://images.cocodataset.org/val2017/000000350607.jpg,The bench sitting on the side of the road is multi-colored.,outdoor
http://images.cocodataset.org/val2017/000000244379.jpg,View down a two lane road at a red stop signal.,outdoor
http://images.cocodataset.org/val2017/000000230450.jpg,A row of parking meters on a curb side.,outdoor
http://images.cocodataset.org/val2017/000000122745.jpg,A red stop sign is glowing against the dark sky.,outdoor
http://images.cocodataset.org/val2017/000000537964.jpg,a black blue and red fire hydrant and some leaves and trees,outdoor
http://images.cocodataset.org/val2017/000000088432.jpg,The street corner of a busy intersection in a town.,outdoor
http://images.cocodataset.org/val2017/000000571008.jpg,some road signs showing the instructions on the road,outdoor
http://images.cocodataset.org/val2017/000000109441.jpg,A large office building has shining mirrored windows.,outdoor
http://images.cocodataset.org/val2017/000000311883.jpg,A train passes by a road on a railroad track,outdoor
http://images.cocodataset.org/val2017/000000008762.jpg,A dusky evening with a green street light shining.,outdoor
http://images.cocodataset.org/val2017/000000544605.jpg,A street sign is pictured against a cement wall.,outdoor
http://images.cocodataset.org/val2017/000000327890.jpg,Three empty benches face each other beneath a canopy.,outdoor
http://images.cocodataset.org/val2017/000000266082.jpg,A view of a modern building with skylight and a fire hydrant.,outdoor
http://images.cocodataset.org/val2017/000000423798.jpg,"An empty street at night with bright lights shining from the light poles, and one very bight light reflecting off the pavement.",outdoor
http://images.cocodataset.org/val2017/000000232646.jpg,A snow covered road with a stop sign next to it.,outdoor
http://images.cocodataset.org/val2017/000000082846.jpg,A trolley car parked in a parking lot.,outdoor
http://images.cocodataset.org/val2017/000000314541.jpg,The bench in the field is empty with no one around it.,outdoor
http://images.cocodataset.org/val2017/000000427500.jpg,A broken fire hydrant on a city sidewalk.,outdoor
http://images.cocodataset.org/val2017/000000372317.jpg,A red bus driving down a street next to a tall building.,outdoor
http://images.cocodataset.org/val2017/000000307598.jpg,A yellow and green train is coming down the track.,outdoor
http://images.cocodataset.org/val2017/000000496722.jpg,Two red mail boxes along a city street.,outdoor
http://images.cocodataset.org/val2017/000000000724.jpg,An upside down stop sign by the road.,outdoor
http://images.cocodataset.org/val2017/000000153568.jpg,A stop sign with additional warnings taped to it.,outdoor
http://images.cocodataset.org/val2017/000000104198.jpg,Very detailed white roof behind a stop sign.,outdoor
http://images.cocodataset.org/val2017/000000088218.jpg,A traffic sign is shown with traffic signs above it.,outdoor
http://images.cocodataset.org/val2017/000000144706.jpg,the view on a street through a window on a rainy day,outdoor
http://images.cocodataset.org/val2017/000000516708.jpg,Street signs and traffic lights on a city street,outdoor
http://images.cocodataset.org/val2017/000000015746.jpg,A fire hydrant in front of a house with overgrown grass,outdoor
http://images.cocodataset.org/val2017/000000369751.jpg,Parking meters and signage are on the side of the street,outdoor
http://images.cocodataset.org/val2017/000000093154.jpg,The cars are travelling down the wet road.,outdoor
http://images.cocodataset.org/val2017/000000364126.jpg,A person on a surfboard in the water.,person
http://images.cocodataset.org/val2017/000000322610.jpg,A woman leaning against a store front with an umbrella.,person
http://images.cocodataset.org/val2017/000000269316.jpg,A group of men playing a game of frisbee.,person
http://images.cocodataset.org/val2017/000000187990.jpg,A man who is skateboarding on a ramp.,person
http://images.cocodataset.org/val2017/000000042628.jpg,Many persons are busy in clearing the snow.,person
http://images.cocodataset.org/val2017/000000119516.jpg,A woman wearing a dark colored dress stands curbside near a large building.,person
http://images.cocodataset.org/val2017/000000308394.jpg,There is a woman sitting alone on a train next to a bag,person
http://images.cocodataset.org/val2017/000000333402.jpg,A man standing in front of the open door of a bus.,person
http://images.cocodataset.org/val2017/000000526728.jpg,A man and a woman are standing behind some suitcases.,person
http://images.cocodataset.org/val2017/000000253742.jpg,Several people holding umbrellas and standing next to deer.,person
http://images.cocodataset.org/val2017/000000338625.jpg,A double city bus is pulled up to a bus stop.,person
http://images.cocodataset.org/val2017/000000328337.jpg,Young boy almost ready to throw a frisbee.,person
http://images.cocodataset.org/val2017/000000172946.jpg,a group of people standing and holding video game remote controllers.,person
http://images.cocodataset.org/val2017/000000445722.jpg,duffel bags and other equipment on a long boat,person
http://images.cocodataset.org/val2017/000000356505.jpg,A woman riding a surfboard on a wave.,person
http://images.cocodataset.org/val2017/000000498032.jpg,A somber woman in a pink T-shirt raises a torch.,person
http://images.cocodataset.org/val2017/000000021167.jpg,some people standing in a room in formal wear,person
http://images.cocodataset.org/val2017/000000373382.jpg,A tennis player has their racquet raised in the air.,person
http://images.cocodataset.org/val2017/000000371552.jpg,a young boy on a soccer field standing in front of a ball.,person
http://images.cocodataset.org/val2017/000000087476.jpg,He is teaching the boy how to ride a skateboard.,person
http://images.cocodataset.org/val2017/000000064718.jpg,A man is swinging a tennis racket at a ball.,person
http://images.cocodataset.org/val2017/000000401244.jpg,a man in the stance to throw a Frisbee ,person
http://images.cocodataset.org/val2017/000000460967.jpg,A bus that is red white and blue with advertising on it driving down the street.,person
http://images.cocodataset.org/val2017/000000479953.jpg, a girl wearing all green playing soccer on a soccer field,person
http://images.cocodataset.org/val2017/000000071711.jpg,A large airplane museum with old war planes.,person
http://images.cocodataset.org/val2017/000000442836.jpg,older man tries to block younger man's frisbee throw,person
