Model,Dataset,x,y,modality,category
ALIGN,flickr30k,-30.75,2.03,image,swing
ALIGN,flickr30k,-34.94,5.10,image,swing
ALIGN,flickr30k,-32.27,2.08,image,swing
ALIGN,flickr30k,-34.10,3.93,image,swing
ALIGN,flickr30k,-36.29,4.90,image,swing
ALIGN,flickr30k,-28.95,5.38,image,swing
ALIGN,flickr30k,-32.70,2.67,image,swing
ALIGN,flickr30k,-33.72,4.95,image,swing
ALIGN,flickr30k,-34.68,3.36,image,swing
ALIGN,flickr30k,-32.64,6.94,image,swing
ALIGN,flickr30k,-31.70,2.84,image,swing
ALIGN,flickr30k,-35.12,6.11,image,swing
ALIGN,flickr30k,-33.18,4.30,image,swing
ALIGN,flickr30k,-33.83,2.55,image,swing
ALIGN,flickr30k,-30.33,1.60,image,swing
ALIGN,flickr30k,-30.71,3.54,image,swing
ALIGN,flickr30k,-28.82,4.16,image,swing
ALIGN,flickr30k,-33.46,7.26,image,swing
ALIGN,flickr30k,-32.57,0.03,image,swing
ALIGN,flickr30k,-32.52,0.27,image,swing
ALIGN,flickr30k,-30.28,3.16,image,swing
ALIGN,flickr30k,-29.42,5.73,image,swing
ALIGN,flickr30k,-29.35,3.04,image,swing
ALIGN,flickr30k,-31.87,5.14,image,swing
ALIGN,flickr30k,-31.59,4.15,image,swing
ALIGN,flickr30k,-30.30,10.07,image,swing
ALIGN,flickr30k,-22.92,1.65,image,swing
ALIGN,flickr30k,-14.91,2.03,image,swing
ALIGN,flickr30k,-35.16,8.03,image,swing
ALIGN,flickr30k,-34.58,4.58,image,swing
ALIGN,flickr30k,-33.92,7.64,image,swing
ALIGN,flickr30k,-33.23,9.08,image,swing
ALIGN,flickr30k,-32.00,5.07,image,swing
ALIGN,flickr30k,-31.42,6.01,image,swing
ALIGN,flickr30k,-32.75,8.31,image,swing
ALIGN,flickr30k,-33.99,5.85,image,swing
ALIGN,flickr30k,-35.02,2.27,image,swing
ALIGN,flickr30k,-32.26,7.91,image,swing
ALIGN,flickr30k,-34.26,6.84,image,swing
ALIGN,flickr30k,-32.60,5.94,image,swing
ALIGN,flickr30k,-30.74,4.96,image,swing
ALIGN,flickr30k,-32.57,4.60,image,swing
ALIGN,flickr30k,-33.42,7.55,image,swing
ALIGN,flickr30k,-30.94,6.71,image,swing
ALIGN,flickr30k,-33.37,4.97,image,swing
ALIGN,flickr30k,-32.44,1.51,image,swing
ALIGN,flickr30k,-32.78,3.94,image,swing
ALIGN,flickr30k,-30.78,7.44,image,swing
ALIGN,flickr30k,-34.84,5.32,image,swing
ALIGN,flickr30k,-33.54,5.72,image,swing
ALIGN,flickr30k,20.75,2.39,image,volleyball
ALIGN,flickr30k,18.95,6.10,image,volleyball
ALIGN,flickr30k,20.14,-1.49,image,volleyball
ALIGN,flickr30k,19.82,6.15,image,volleyball
ALIGN,flickr30k,21.80,1.66,image,volleyball
ALIGN,flickr30k,21.10,1.91,image,volleyball
ALIGN,flickr30k,21.65,1.00,image,volleyball
ALIGN,flickr30k,22.19,2.92,image,volleyball
ALIGN,flickr30k,20.18,0.36,image,volleyball
ALIGN,flickr30k,17.51,1.26,image,volleyball
ALIGN,flickr30k,17.89,2.95,image,volleyball
ALIGN,flickr30k,20.46,1.22,image,volleyball
ALIGN,flickr30k,18.57,8.89,image,volleyball
ALIGN,flickr30k,18.51,2.38,image,volleyball
ALIGN,flickr30k,21.89,7.94,image,volleyball
ALIGN,flickr30k,18.18,6.29,image,volleyball
ALIGN,flickr30k,22.14,0.78,image,volleyball
ALIGN,flickr30k,17.46,1.51,image,volleyball
ALIGN,flickr30k,21.01,1.71,image,volleyball
ALIGN,flickr30k,15.44,5.05,image,volleyball
ALIGN,flickr30k,20.25,7.10,image,volleyball
ALIGN,flickr30k,13.25,-2.92,image,volleyball
ALIGN,flickr30k,21.95,6.83,image,volleyball
ALIGN,flickr30k,21.38,7.64,image,volleyball
ALIGN,flickr30k,19.52,5.60,image,volleyball
ALIGN,flickr30k,20.15,7.79,image,volleyball
ALIGN,flickr30k,20.84,6.56,image,volleyball
ALIGN,flickr30k,17.50,1.49,image,volleyball
ALIGN,flickr30k,18.83,3.90,image,volleyball
ALIGN,flickr30k,22.08,6.01,image,volleyball
ALIGN,flickr30k,16.79,8.19,image,volleyball
ALIGN,flickr30k,19.40,6.99,image,volleyball
ALIGN,flickr30k,18.82,5.04,image,volleyball
ALIGN,flickr30k,21.03,6.10,image,volleyball
ALIGN,flickr30k,20.70,5.19,image,volleyball
ALIGN,flickr30k,21.39,8.67,image,volleyball
ALIGN,flickr30k,17.74,8.62,image,volleyball
ALIGN,flickr30k,17.31,6.53,image,volleyball
ALIGN,flickr30k,21.31,-0.32,image,volleyball
ALIGN,flickr30k,20.14,-0.97,image,volleyball
ALIGN,flickr30k,20.99,4.18,image,volleyball
ALIGN,flickr30k,18.66,2.20,image,volleyball
ALIGN,flickr30k,19.95,1.13,image,volleyball
ALIGN,flickr30k,19.36,6.16,image,volleyball
ALIGN,flickr30k,16.21,4.85,image,volleyball
ALIGN,flickr30k,16.22,4.88,image,volleyball
ALIGN,flickr30k,21.95,0.82,image,volleyball
ALIGN,flickr30k,20.03,7.98,image,volleyball
ALIGN,flickr30k,21.73,8.15,image,volleyball
ALIGN,flickr30k,2.69,1.39,image,volleyball
ALIGN,flickr30k,33.04,0.90,image,racquet
ALIGN,flickr30k,30.11,0.65,image,racquet
ALIGN,flickr30k,31.98,0.91,image,racquet
ALIGN,flickr30k,34.10,1.37,image,racquet
ALIGN,flickr30k,32.49,5.60,image,racquet
ALIGN,flickr30k,30.35,2.63,image,racquet
ALIGN,flickr30k,31.85,6.66,image,racquet
ALIGN,flickr30k,30.92,4.10,image,racquet
ALIGN,flickr30k,34.03,1.53,image,racquet
ALIGN,flickr30k,31.24,6.11,image,racquet
ALIGN,flickr30k,32.61,4.90,image,racquet
ALIGN,flickr30k,31.82,6.82,image,racquet
ALIGN,flickr30k,28.38,0.34,image,racquet
ALIGN,flickr30k,32.28,0.97,image,racquet
ALIGN,flickr30k,33.51,6.70,image,racquet
ALIGN,flickr30k,32.50,3.08,image,racquet
ALIGN,flickr30k,30.25,3.62,image,racquet
ALIGN,flickr30k,30.38,4.31,image,racquet
ALIGN,flickr30k,30.59,5.04,image,racquet
ALIGN,flickr30k,29.55,1.73,image,racquet
ALIGN,flickr30k,33.28,6.56,image,racquet
ALIGN,flickr30k,28.54,4.65,image,racquet
ALIGN,flickr30k,29.17,6.28,image,racquet
ALIGN,flickr30k,31.35,7.39,image,racquet
ALIGN,flickr30k,30.08,0.03,image,racquet
ALIGN,flickr30k,32.45,1.26,image,racquet
ALIGN,flickr30k,20.28,-2.59,image,racquet
ALIGN,flickr30k,34.06,1.60,image,racquet
ALIGN,flickr30k,15.95,-6.23,image,racquet
ALIGN,flickr30k,30.56,0.24,image,racquet
ALIGN,flickr30k,30.61,-1.40,image,racquet
ALIGN,flickr30k,29.60,2.98,image,racquet
ALIGN,flickr30k,30.26,-1.29,image,racquet
ALIGN,flickr30k,32.13,3.62,image,racquet
ALIGN,flickr30k,4.04,-23.87,image,racquet
ALIGN,flickr30k,26.52,3.72,image,racquet
ALIGN,flickr30k,27.21,-0.95,image,racquet
ALIGN,flickr30k,29.39,2.36,image,racquet
ALIGN,flickr30k,27.83,0.03,image,racquet
