Model,Dataset,x,y,modality,category
ALIGN,flickr30k,-14.16,-12.54,image,volleyball
ALIGN,flickr30k,-15.89,-17.65,image,volleyball
ALIGN,flickr30k,-9.85,-15.16,image,volleyball
ALIGN,flickr30k,-11.03,-18.21,image,volleyball
ALIGN,flickr30k,-10.68,-18.02,image,volleyball
ALIGN,flickr30k,-16.50,-18.01,image,volleyball
ALIGN,flickr30k,-14.76,-16.75,image,volleyball
ALIGN,flickr30k,-17.97,-18.15,image,volleyball
ALIGN,flickr30k,-14.16,-18.29,image,volleyball
ALIGN,flickr30k,-14.90,-19.70,image,volleyball
ALIGN,flickr30k,-16.15,-15.14,image,volleyball
ALIGN,flickr30k,-16.37,-19.64,image,volleyball
ALIGN,flickr30k,-15.31,-17.39,image,volleyball
ALIGN,flickr30k,-16.78,-17.26,image,volleyball
ALIGN,flickr30k,-13.07,-19.51,image,volleyball
ALIGN,flickr30k,-11.65,-19.89,image,volleyball
ALIGN,flickr30k,-15.18,-13.91,image,volleyball
ALIGN,flickr30k,-13.90,-15.79,image,volleyball
ALIGN,flickr30k,-17.61,-18.56,image,volleyball
ALIGN,flickr30k,-13.20,-17.56,image,volleyball
ALIGN,flickr30k,-12.76,-20.15,image,volleyball
ALIGN,flickr30k,-12.63,-18.85,image,volleyball
ALIGN,flickr30k,-17.03,-19.13,image,volleyball
ALIGN,flickr30k,-17.18,-18.53,image,volleyball
ALIGN,flickr30k,-10.19,-17.31,image,volleyball
ALIGN,flickr30k,-12.78,-20.72,image,volleyball
ALIGN,flickr30k,-16.13,-18.68,image,volleyball
ALIGN,flickr30k,-15.68,-16.91,image,volleyball
ALIGN,flickr30k,-9.86,-18.95,image,volleyball
ALIGN,flickr30k,-15.80,-15.99,image,volleyball
ALIGN,flickr30k,-14.98,-18.16,image,volleyball
ALIGN,flickr30k,-14.45,-16.17,image,volleyball
ALIGN,flickr30k,-12.05,-19.92,image,volleyball
ALIGN,flickr30k,-14.89,-14.90,image,volleyball
ALIGN,flickr30k,-9.73,-18.91,image,volleyball
ALIGN,flickr30k,-13.97,-14.72,image,volleyball
ALIGN,flickr30k,-14.07,-21.14,image,volleyball
ALIGN,flickr30k,-13.15,-17.29,image,volleyball
ALIGN,flickr30k,-15.90,-17.29,image,volleyball
ALIGN,flickr30k,-12.48,-20.72,image,volleyball
ALIGN,flickr30k,0.50,-4.68,image,volleyball
ALIGN,flickr30k,-11.52,-20.51,image,volleyball
ALIGN,flickr30k,-15.97,-18.67,image,volleyball
ALIGN,flickr30k,-13.73,-15.74,image,volleyball
ALIGN,flickr30k,-18.09,-16.71,image,volleyball
ALIGN,flickr30k,-9.65,-19.24,image,volleyball
ALIGN,flickr30k,-10.85,-18.33,image,volleyball
ALIGN,flickr30k,-10.21,-19.02,image,volleyball
ALIGN,flickr30k,-12.91,-19.58,image,volleyball
ALIGN,flickr30k,-17.40,-17.91,image,volleyball
ALIGN,flickr30k,-18.08,16.13,image,swing
ALIGN,flickr30k,-16.76,16.44,image,swing
ALIGN,flickr30k,-20.79,16.64,image,swing
ALIGN,flickr30k,-17.65,20.29,image,swing
ALIGN,flickr30k,-15.07,11.73,image,swing
ALIGN,flickr30k,-16.41,19.66,image,swing
ALIGN,flickr30k,-14.47,20.22,image,swing
ALIGN,flickr30k,-18.23,18.60,image,swing
ALIGN,flickr30k,-20.72,18.62,image,swing
ALIGN,flickr30k,-18.82,19.65,image,swing
ALIGN,flickr30k,-18.29,21.12,image,swing
ALIGN,flickr30k,-20.10,13.49,image,swing
ALIGN,flickr30k,-16.77,15.62,image,swing
ALIGN,flickr30k,-19.77,18.26,image,swing
ALIGN,flickr30k,-15.46,17.28,image,swing
ALIGN,flickr30k,-21.13,15.45,image,swing
ALIGN,flickr30k,-18.90,17.75,image,swing
ALIGN,flickr30k,-10.87,13.06,image,swing
ALIGN,flickr30k,-15.55,14.34,image,swing
ALIGN,flickr30k,-20.00,16.43,image,swing
ALIGN,flickr30k,-19.15,16.25,image,swing
ALIGN,flickr30k,-19.81,15.75,image,swing
ALIGN,flickr30k,-17.15,19.70,image,swing
ALIGN,flickr30k,-15.57,16.15,image,swing
ALIGN,flickr30k,-16.37,18.91,image,swing
ALIGN,flickr30k,-15.34,18.66,image,swing
ALIGN,flickr30k,-15.25,20.91,image,swing
ALIGN,flickr30k,-16.97,20.65,image,swing
ALIGN,flickr30k,-17.54,13.52,image,swing
ALIGN,flickr30k,-21.33,18.03,image,swing
ALIGN,flickr30k,-18.39,15.24,image,swing
ALIGN,flickr30k,-16.92,16.94,image,swing
ALIGN,flickr30k,-19.15,18.51,image,swing
