Model,Dataset,x,y,modality,category
ALIGN,flickr30k,16.76,-21.79,image,ski
ALIGN,flickr30k,18.93,-26.40,image,ski
ALIGN,flickr30k,21.74,-27.32,image,ski
ALIGN,flickr30k,15.85,-22.92,image,ski
ALIGN,flickr30k,21.26,-23.97,image,ski
ALIGN,flickr30k,20.08,-21.28,image,ski
ALIGN,flickr30k,17.06,-20.31,image,ski
ALIGN,flickr30k,20.35,-22.72,image,ski
ALIGN,flickr30k,16.93,-26.47,image,ski
ALIGN,flickr30k,19.42,-23.76,image,ski
ALIGN,flickr30k,18.52,-25.07,image,ski
ALIGN,flickr30k,23.24,-25.14,image,ski
ALIGN,flickr30k,20.20,-26.99,image,ski
ALIGN,flickr30k,17.50,-22.24,image,ski
ALIGN,flickr30k,19.98,-23.86,image,ski
ALIGN,flickr30k,22.00,-22.59,image,ski
ALIGN,flickr30k,21.62,-25.54,image,ski
ALIGN,flickr30k,20.81,-20.55,image,ski
ALIGN,flickr30k,21.65,-24.90,image,ski
ALIGN,flickr30k,20.46,-28.05,image,ski
ALIGN,flickr30k,20.87,-25.79,image,ski
ALIGN,flickr30k,20.29,-24.54,image,ski
ALIGN,flickr30k,21.66,-24.49,image,ski
ALIGN,flickr30k,17.56,-21.48,image,ski
ALIGN,flickr30k,16.27,-22.64,image,ski
ALIGN,flickr30k,20.12,-22.11,image,ski
ALIGN,flickr30k,17.78,-27.59,image,ski
ALIGN,flickr30k,18.86,-23.75,image,ski
ALIGN,flickr30k,23.01,-26.15,image,ski
ALIGN,flickr30k,21.22,-21.88,image,ski
ALIGN,flickr30k,18.14,-21.41,image,ski
ALIGN,flickr30k,19.08,-24.37,image,ski
ALIGN,flickr30k,19.58,-24.89,image,ski
ALIGN,flickr30k,18.56,-20.93,image,ski
ALIGN,flickr30k,22.09,-22.01,image,ski
ALIGN,flickr30k,18.99,-26.68,image,ski
ALIGN,flickr30k,17.55,-24.87,image,ski
ALIGN,flickr30k,19.85,-25.94,image,ski
ALIGN,flickr30k,16.38,-27.87,image,ski
ALIGN,flickr30k,18.23,-24.03,image,ski
ALIGN,flickr30k,16.22,-25.32,image,ski
ALIGN,flickr30k,17.72,-25.63,image,ski
ALIGN,flickr30k,19.99,-24.62,image,ski
ALIGN,flickr30k,18.43,-23.10,image,ski
ALIGN,flickr30k,17.39,-22.56,image,ski
ALIGN,flickr30k,23.04,-24.59,image,ski
ALIGN,flickr30k,17.19,-26.77,image,ski
ALIGN,flickr30k,19.43,-22.95,image,ski
ALIGN,flickr30k,15.01,-22.82,image,ski
ALIGN,flickr30k,17.14,-24.07,image,ski
ALIGN,flickr30k,-16.50,15.23,image,volleyball
ALIGN,flickr30k,-22.37,14.70,image,volleyball
ALIGN,flickr30k,-24.29,18.22,image,volleyball
ALIGN,flickr30k,-19.33,16.41,image,volleyball
ALIGN,flickr30k,-16.45,14.41,image,volleyball
ALIGN,flickr30k,-18.97,16.59,image,volleyball
ALIGN,flickr30k,-22.21,15.29,image,volleyball
ALIGN,flickr30k,-22.30,18.69,image,volleyball
ALIGN,flickr30k,-23.36,13.59,image,volleyball
ALIGN,flickr30k,-24.47,17.90,image,volleyball
ALIGN,flickr30k,-19.92,15.82,image,volleyball
ALIGN,flickr30k,-24.26,17.34,image,volleyball
ALIGN,flickr30k,-19.69,13.80,image,volleyball
ALIGN,flickr30k,-19.42,13.73,image,volleyball
ALIGN,flickr30k,-24.28,14.15,image,volleyball
ALIGN,flickr30k,-19.31,18.78,image,volleyball
ALIGN,flickr30k,-20.85,19.01,image,volleyball
ALIGN,flickr30k,-22.52,15.09,image,volleyball
ALIGN,flickr30k,-24.53,17.65,image,volleyball
ALIGN,flickr30k,-20.98,17.45,image,volleyball
ALIGN,flickr30k,-17.53,14.00,image,volleyball
ALIGN,flickr30k,-19.86,17.02,image,volleyball
ALIGN,flickr30k,-23.84,14.85,image,volleyball
ALIGN,flickr30k,-15.97,16.57,image,volleyball
ALIGN,flickr30k,-20.51,19.88,image,volleyball
ALIGN,flickr30k,-19.17,17.02,image,volleyball
ALIGN,flickr30k,-23.53,16.72,image,volleyball
ALIGN,flickr30k,-19.46,5.86,image,volleyball
ALIGN,flickr30k,-20.09,19.13,image,volleyball
ALIGN,flickr30k,-17.94,15.78,image,volleyball
ALIGN,flickr30k,-19.86,18.17,image,volleyball
ALIGN,flickr30k,-19.33,18.95,image,volleyball
ALIGN,flickr30k,-20.72,18.04,image,volleyball
ALIGN,flickr30k,11.78,-18.15,image,volleyball
ALIGN,flickr30k,-17.40,17.74,image,volleyball
ALIGN,flickr30k,-22.74,13.91,image,volleyball
ALIGN,flickr30k,-18.14,16.94,image,volleyball
ALIGN,flickr30k,-20.68,19.44,image,volleyball
ALIGN,flickr30k,-18.72,20.02,image,volleyball
ALIGN,flickr30k,-15.44,15.72,image,volleyball
ALIGN,flickr30k,-20.28,15.07,image,volleyball
ALIGN,flickr30k,-17.75,14.71,image,volleyball
ALIGN,flickr30k,-17.13,16.50,image,volleyball
ALIGN,flickr30k,-21.72,13.45,image,volleyball
ALIGN,flickr30k,-22.94,13.73,image,volleyball
ALIGN,flickr30k,-23.43,14.74,image,volleyball
ALIGN,flickr30k,-24.21,16.21,image,volleyball
ALIGN,flickr30k,-20.34,6.99,image,volleyball
ALIGN,flickr30k,-23.74,16.55,image,volleyball
ALIGN,flickr30k,-17.92,14.87,image,volleyball
ALIGN,flickr30k,15.98,8.11,image,umbrella
ALIGN,flickr30k,23.02,3.74,image,umbrella
ALIGN,flickr30k,23.52,9.32,image,umbrella
ALIGN,flickr30k,18.89,7.19,image,umbrella
ALIGN,flickr30k,18.90,8.61,image,umbrella
ALIGN,flickr30k,23.33,7.51,image,umbrella
ALIGN,flickr30k,21.41,5.49,image,umbrella
ALIGN,flickr30k,19.60,4.75,image,umbrella
ALIGN,flickr30k,16.63,5.18,image,umbrella
ALIGN,flickr30k,20.27,6.16,image,umbrella
ALIGN,flickr30k,-1.13,7.55,image,umbrella
ALIGN,flickr30k,23.17,5.10,image,umbrella
ALIGN,flickr30k,20.00,9.45,image,umbrella
ALIGN,flickr30k,17.61,5.19,image,umbrella
ALIGN,flickr30k,24.30,3.74,image,umbrella
ALIGN,flickr30k,24.38,8.94,image,umbrella
ALIGN,flickr30k,20.67,9.25,image,umbrella
ALIGN,flickr30k,24.32,6.29,image,umbrella
ALIGN,flickr30k,18.39,6.02,image,umbrella
ALIGN,flickr30k,18.43,8.80,image,umbrella
ALIGN,flickr30k,24.72,11.45,image,umbrella
ALIGN,flickr30k,17.96,4.66,image,umbrella
ALIGN,flickr30k,22.72,6.11,image,umbrella
ALIGN,flickr30k,20.15,11.53,image,umbrella
ALIGN,flickr30k,15.39,10.90,image,umbrella
ALIGN,flickr30k,20.55,5.79,image,umbrella
ALIGN,flickr30k,20.44,11.56,image,umbrella
ALIGN,flickr30k,21.68,4.54,image,umbrella
ALIGN,flickr30k,17.35,6.35,image,umbrella
ALIGN,flickr30k,20.56,7.57,image,umbrella
ALIGN,flickr30k,21.20,6.85,image,umbrella
ALIGN,flickr30k,23.86,9.08,image,umbrella
ALIGN,flickr30k,20.73,7.60,image,umbrella
ALIGN,flickr30k,19.56,5.79,image,umbrella
ALIGN,flickr30k,22.38,7.13,image,umbrella
ALIGN,flickr30k,21.40,5.93,image,umbrella
ALIGN,flickr30k,21.60,7.99,image,umbrella
