Model,Dataset,x,y,modality,category
CyCLIP,mscoco,30.23,10.11,image,Acinonyx jubatus
CyCLIP,mscoco,27.35,7.04,image,Acinonyx jubatus
CyCLIP,mscoco,29.54,5.96,image,Acinonyx jubatus
CyCLIP,mscoco,29.71,9.08,image,Acinonyx jubatus
CyCLIP,mscoco,30.39,7.97,image,Acinonyx jubatus
CyCLIP,mscoco,30.81,6.09,image,Acinonyx jubatus
CyCLIP,mscoco,28.64,8.71,image,Acinonyx jubatus
CyCLIP,mscoco,28.64,10.93,image,Acinonyx jubatus
CyCLIP,mscoco,29.34,7.60,image,Acinonyx jubatus
CyCLIP,mscoco,30.27,5.02,image,Acinonyx jubatus
CyCLIP,mscoco,28.05,7.44,image,Acinonyx jubatus
CyCLIP,mscoco,30.21,6.94,image,Acinonyx jubatus
CyCLIP,mscoco,30.78,7.35,image,Acinonyx jubatus
CyCLIP,mscoco,31.82,7.29,image,Acinonyx jubatus
CyCLIP,mscoco,30.28,6.99,image,Acinonyx jubatus
CyCLIP,mscoco,28.45,6.22,image,Acinonyx jubatus
CyCLIP,mscoco,27.77,9.82,image,Acinonyx jubatus
CyCLIP,mscoco,30.03,7.46,image,Acinonyx jubatus
CyCLIP,mscoco,25.08,12.84,image,Acinonyx jubatus
CyCLIP,mscoco,30.51,8.58,image,Acinonyx jubatus
CyCLIP,mscoco,28.72,4.42,image,Acinonyx jubatus
CyCLIP,mscoco,29.75,11.01,image,Acinonyx jubatus
CyCLIP,mscoco,29.72,7.04,image,Acinonyx jubatus
CyCLIP,mscoco,28.23,5.28,image,Acinonyx jubatus
CyCLIP,mscoco,28.73,7.91,image,Acinonyx jubatus
CyCLIP,mscoco,28.49,5.95,image,Acinonyx jubatus
CyCLIP,mscoco,27.57,10.21,image,Acinonyx jubatus
CyCLIP,mscoco,29.25,10.17,image,Acinonyx jubatus
CyCLIP,mscoco,31.59,8.07,image,Acinonyx jubatus
CyCLIP,mscoco,27.84,8.82,image,Acinonyx jubatus
CyCLIP,mscoco,29.84,10.78,image,Acinonyx jubatus
CyCLIP,mscoco,30.61,10.05,image,Acinonyx jubatus
CyCLIP,mscoco,29.23,9.93,image,Acinonyx jubatus
CyCLIP,mscoco,28.64,9.34,image,Acinonyx jubatus
CyCLIP,mscoco,29.51,7.09,image,Acinonyx jubatus
CyCLIP,mscoco,26.53,8.41,image,Acinonyx jubatus
CyCLIP,mscoco,28.13,7.01,image,Acinonyx jubatus
CyCLIP,mscoco,29.83,9.04,image,Acinonyx jubatus
CyCLIP,mscoco,28.70,7.09,image,Acinonyx jubatus
CyCLIP,mscoco,29.28,9.55,image,Acinonyx jubatus
CyCLIP,mscoco,29.51,7.47,image,Acinonyx jubatus
CyCLIP,mscoco,29.01,8.44,image,Acinonyx jubatus
CyCLIP,mscoco,29.81,6.46,image,Acinonyx jubatus
CyCLIP,mscoco,28.16,8.25,image,Acinonyx jubatus
CyCLIP,mscoco,29.51,8.32,image,Acinonyx jubatus
CyCLIP,mscoco,31.32,9.22,image,Acinonyx jubatus
CyCLIP,mscoco,31.29,8.05,image,Acinonyx jubatus
CyCLIP,mscoco,28.88,7.11,image,Acinonyx jubatus
CyCLIP,mscoco,29.89,7.84,image,Acinonyx jubatus
CyCLIP,mscoco,28.36,7.37,image,Acinonyx jubatus
CyCLIP,mscoco,7.79,-6.64,image,eatery
