Model,Dataset,x,y,modality,category
CyCLIP,mscoco,-22.12,6.10,image,tup
CyCLIP,mscoco,-21.33,4.58,image,tup
CyCLIP,mscoco,-21.92,2.97,image,tup
CyCLIP,mscoco,-20.19,-0.08,image,tup
CyCLIP,mscoco,-22.26,1.90,image,tup
CyCLIP,mscoco,-21.66,0.47,image,tup
CyCLIP,mscoco,-19.97,2.11,image,tup
CyCLIP,mscoco,-20.59,1.32,image,tup
CyCLIP,mscoco,-23.01,-0.09,image,tup
CyCLIP,mscoco,-22.60,2.49,image,tup
CyCLIP,mscoco,-20.56,0.67,image,tup
CyCLIP,mscoco,-24.65,6.20,image,tup
CyCLIP,mscoco,-19.60,1.42,image,tup
CyCLIP,mscoco,-22.78,1.12,image,tup
CyCLIP,mscoco,-19.15,0.54,image,tup
CyCLIP,mscoco,-21.31,1.75,image,tup
CyCLIP,mscoco,-23.47,3.28,image,tup
CyCLIP,mscoco,-20.97,2.51,image,tup
CyCLIP,mscoco,-18.27,2.90,image,tup
CyCLIP,mscoco,-33.32,-5.45,image,tup
CyCLIP,mscoco,-19.55,4.03,image,tup
CyCLIP,mscoco,-24.17,1.93,image,tup
CyCLIP,mscoco,-21.70,1.02,image,tup
CyCLIP,mscoco,-25.09,4.26,image,tup
CyCLIP,mscoco,-22.40,4.09,image,tup
CyCLIP,mscoco,-19.57,0.36,image,tup
CyCLIP,mscoco,-21.16,3.24,image,tup
CyCLIP,mscoco,-22.52,-0.14,image,tup
CyCLIP,mscoco,-20.96,0.53,image,tup
CyCLIP,mscoco,-23.91,0.95,image,tup
CyCLIP,mscoco,-17.65,0.12,image,tup
CyCLIP,mscoco,-19.05,-1.65,image,tup
CyCLIP,mscoco,-18.91,1.97,image,tup
CyCLIP,mscoco,-21.31,-0.66,image,tup
CyCLIP,mscoco,-21.27,0.02,image,tup
CyCLIP,mscoco,-23.51,1.37,image,tup
CyCLIP,mscoco,-22.82,5.77,image,tup
CyCLIP,mscoco,-20.65,-1.40,image,tup
CyCLIP,mscoco,-20.82,5.84,image,tup
CyCLIP,mscoco,-18.91,-0.06,image,tup
CyCLIP,mscoco,-19.83,-0.65,image,tup
CyCLIP,mscoco,-21.66,-1.97,image,tup
CyCLIP,mscoco,-22.79,5.31,image,tup
CyCLIP,mscoco,-20.24,3.01,image,tup
CyCLIP,mscoco,-18.85,3.15,image,tup
CyCLIP,mscoco,-24.80,6.32,image,tup
CyCLIP,mscoco,-22.26,3.49,image,tup
CyCLIP,mscoco,-22.57,0.51,image,tup
CyCLIP,mscoco,-18.06,1.33,image,tup
CyCLIP,mscoco,-19.31,1.17,image,tup
CyCLIP,mscoco,-0.15,10.75,image,bowtie
CyCLIP,mscoco,3.66,10.09,image,bowtie
CyCLIP,mscoco,7.65,9.98,image,bowtie
CyCLIP,mscoco,-3.27,6.08,image,bowtie
CyCLIP,mscoco,6.92,11.19,image,bowtie
CyCLIP,mscoco,-0.49,12.02,image,bowtie
CyCLIP,mscoco,1.00,14.99,image,bowtie
CyCLIP,mscoco,5.61,2.48,image,bowtie
CyCLIP,mscoco,7.88,10.62,image,bowtie
CyCLIP,mscoco,-0.27,11.92,image,bowtie
CyCLIP,mscoco,5.21,7.06,image,bowtie
CyCLIP,mscoco,6.87,5.71,image,bowtie
CyCLIP,mscoco,3.01,9.92,image,bowtie
CyCLIP,mscoco,7.02,6.05,image,bowtie
CyCLIP,mscoco,0.88,10.58,image,bowtie
CyCLIP,mscoco,-7.52,10.93,image,bowtie
CyCLIP,mscoco,8.25,9.84,image,bowtie
CyCLIP,mscoco,2.53,9.56,image,bowtie
CyCLIP,mscoco,7.85,8.17,image,bowtie
CyCLIP,mscoco,6.18,6.20,image,bowtie
CyCLIP,mscoco,6.79,7.22,image,bowtie
CyCLIP,mscoco,-3.94,9.18,image,bowtie
CyCLIP,mscoco,-4.50,4.66,image,bowtie
CyCLIP,mscoco,5.83,11.28,image,bowtie
CyCLIP,mscoco,2.86,8.85,image,bowtie
CyCLIP,mscoco,4.78,8.98,image,bowtie
CyCLIP,mscoco,0.99,11.62,image,bowtie
CyCLIP,mscoco,7.24,9.19,image,bowtie
CyCLIP,mscoco,0.99,15.13,image,bowtie
CyCLIP,mscoco,3.94,9.04,image,bowtie
CyCLIP,mscoco,5.26,7.31,image,bowtie
CyCLIP,mscoco,3.98,11.72,image,bowtie
CyCLIP,mscoco,3.15,10.88,image,bowtie
CyCLIP,mscoco,5.11,10.07,image,bowtie
CyCLIP,mscoco,0.42,9.80,image,bowtie
CyCLIP,mscoco,-1.75,11.07,image,bowtie
CyCLIP,mscoco,-6.43,11.26,image,bowtie
CyCLIP,mscoco,0.79,11.52,image,bowtie
CyCLIP,mscoco,3.77,7.03,image,bowtie
CyCLIP,mscoco,3.79,7.21,image,bowtie
CyCLIP,mscoco,7.76,10.27,image,bowtie
CyCLIP,mscoco,8.92,4.55,image,bowtie
CyCLIP,mscoco,-7.28,11.04,image,bowtie
CyCLIP,mscoco,1.04,13.59,image,bowtie
CyCLIP,mscoco,6.74,13.21,image,bowtie
CyCLIP,mscoco,4.12,11.57,image,bowtie
CyCLIP,mscoco,5.78,8.42,image,bowtie
CyCLIP,mscoco,-0.72,11.11,image,bowtie
CyCLIP,mscoco,5.12,10.09,image,bowtie
CyCLIP,mscoco,3.01,10.04,image,bowtie
CyCLIP,mscoco,0.61,-18.77,image,stoplight
CyCLIP,mscoco,2.38,-19.93,image,stoplight
CyCLIP,mscoco,-0.47,-22.61,image,stoplight
CyCLIP,mscoco,-3.04,-20.40,image,stoplight
CyCLIP,mscoco,2.59,-22.52,image,stoplight
CyCLIP,mscoco,-2.91,-22.67,image,stoplight
CyCLIP,mscoco,2.36,-18.68,image,stoplight
CyCLIP,mscoco,-4.74,-21.50,image,stoplight
CyCLIP,mscoco,-2.06,-21.22,image,stoplight
CyCLIP,mscoco,-3.09,-23.81,image,stoplight
CyCLIP,mscoco,-0.34,-21.38,image,stoplight
CyCLIP,mscoco,-3.85,-19.01,image,stoplight
CyCLIP,mscoco,4.41,-21.63,image,stoplight
CyCLIP,mscoco,-1.60,-22.73,image,stoplight
CyCLIP,mscoco,-4.89,-21.55,image,stoplight
CyCLIP,mscoco,0.16,-20.45,image,stoplight
CyCLIP,mscoco,-0.88,-21.99,image,stoplight
CyCLIP,mscoco,-1.92,-21.59,image,stoplight
CyCLIP,mscoco,4.63,-16.75,image,stoplight
CyCLIP,mscoco,0.85,-17.68,image,stoplight
CyCLIP,mscoco,-0.22,-19.66,image,stoplight
CyCLIP,mscoco,-2.49,-20.54,image,stoplight
CyCLIP,mscoco,1.52,-18.66,image,stoplight
CyCLIP,mscoco,2.18,-17.63,image,stoplight
CyCLIP,mscoco,3.81,-20.73,image,stoplight
CyCLIP,mscoco,2.91,-21.45,image,stoplight
CyCLIP,mscoco,-0.54,-18.60,image,stoplight
CyCLIP,mscoco,1.86,-15.64,image,stoplight
CyCLIP,mscoco,1.31,-22.11,image,stoplight
CyCLIP,mscoco,0.40,-17.20,image,stoplight
CyCLIP,mscoco,-2.01,-25.72,image,stoplight
CyCLIP,mscoco,-0.12,-21.03,image,stoplight
CyCLIP,mscoco,3.34,-18.44,image,stoplight
